,TradeTime,Last,Ask,Bid,VolumeSum,Sign,Sign Change,Balance Change,Short Balance Change,Rounded Last,Last Balance Change
0,2023-06-05T13:30:09Z,123.18,123.19,123.14,-200.0,False,,,,123.18,
1,2023-06-05T13:30:29Z,123.37,123.37,123.33,-1400.0,False,0,,,123.37,
2,2023-06-05T13:30:58Z,123.56,123.55,123.51,-603.0,False,0,,,123.56,
3,2023-06-05T13:31:09Z,123.3474,123.37,123.34,200.0,True,1,-123.37,-123.37,123.34,-123.34
4,2023-06-05T13:33:09Z,123.85,123.86,123.83,-501.0,False,-1,123.83,123.83,123.85,123.85
5,2023-06-05T13:36:49Z,124.5499,124.55,124.52,-39.0,False,0,,,124.54,
6,2023-06-05T13:41:58Z,124.4745,124.48,124.47,900.0,True,1,-124.48,-124.48,124.47,-124.47
7,2023-06-05T13:42:28Z,124.48,124.48,124.46,2000.0,True,0,,,124.48,
8,2023-06-05T13:42:48Z,124.51,124.52,124.5,100.0,True,0,,,124.51,
9,2023-06-05T13:43:28Z,124.63,124.63,124.62,1211.0,True,0,,,124.63,
10,2023-06-05T13:46:18Z,124.43,124.44,124.42,-2000.0,False,-1,124.42,124.42,124.43,124.43
11,2023-06-05T13:49:19Z,124.14,124.16,124.14,48.0,True,1,-124.16,-124.16,124.14,-124.14
12,2023-06-05T13:51:39Z,124.12,124.13,124.11,1100.0,True,0,,,124.12,
13,2023-06-05T14:00:29Z,124.21,124.23,124.21,100.0,True,0,,,124.21,
14,2023-06-05T14:01:18Z,124.6101,124.63,124.61,700.0,True,0,,,124.61,
15,2023-06-05T14:03:48Z,124.59,124.59,124.57,-300.0,False,-1,124.57,124.57,124.59,124.59
16,2023-06-05T14:09:49Z,124.7799,124.78,124.76,-400.0,False,0,,,124.77,
17,2023-06-05T14:11:29Z,124.7601,124.76,124.75,-1100.0,False,0,,,124.76,
18,2023-06-05T14:13:39Z,124.65,124.66,124.64,101.0,True,1,-124.66,-124.66,124.65,-124.65
19,2023-06-05T14:14:27Z,124.64,124.68,124.67,600.0,True,0,,,124.64,
20,2023-06-05T14:21:58Z,125.245,125.25,125.24,-1000.0,False,-1,125.24,125.24,125.24,125.24
21,2023-06-05T14:38:39Z,124.892,124.89,124.88,-420.0,False,0,,,124.89,
22,2023-06-05T14:49:48Z,125.26,125.26,125.24,-500.0,False,0,,,125.26,
23,2023-06-05T14:58:39Z,125.4652,125.47,125.46,-1600.0,False,0,,,125.46,
24,2023-06-05T14:58:48Z,125.39,125.4,125.38,-2257.0,False,0,,,125.39,
25,2023-06-05T15:05:38Z,125.405,125.41,125.4,-2300.0,False,0,,,125.4,
26,2023-06-05T15:22:39Z,125.24,125.25,125.24,2545.0,True,1,-125.25,-125.25,125.24,-125.24
27,2023-06-05T15:30:19Z,125.37,125.39,125.38,1400.0,True,0,,,125.37,
28,2023-06-05T15:32:08Z,125.31,125.31,125.3,200.0,True,0,,,125.31,
29,2023-06-05T15:47:18Z,125.4,125.41,125.39,2300.0,True,0,,,125.4,
30,2023-06-05T16:56:18Z,125.1201,125.13,125.12,1525.0,True,0,,,125.12,
31,2023-06-05T17:15:32Z,125.03,125.04,125.02,1396.0,True,0,,,125.03,
32,2023-06-05T17:24:29Z,125.02,125.02,125.01,1696.0,True,0,,,125.02,
33,2023-06-05T17:24:29Z,125.02,125.02,125.01,1696.0,True,0,,,125.02,
34,2023-06-05T17:24:29Z,125.02,125.02,125.01,1696.0,True,0,,,125.02,
35,2023-06-05T17:24:29Z,125.02,125.02,125.01,1696.0,True,0,,,125.02,
36,2023-06-05T17:24:29Z,125.02,125.02,125.01,1696.0,True,0,,,125.02,
37,2023-06-05T17:24:29Z,125.02,125.02,125.01,1696.0,True,0,,,125.02,
38,2023-06-05T17:26:39Z,124.975,124.98,124.97,1696.0,True,0,,,124.97,
39,2023-06-05T17:26:49Z,125.005,125.01,125.0,1696.0,True,0,,,125.0,
40,2023-06-05T17:26:59Z,124.97,124.98,124.96,1696.0,True,0,,,124.97,
41,2023-06-05T17:27:09Z,124.9325,124.94,124.93,1696.0,True,0,,,124.93,
42,2023-06-05T17:27:19Z,124.92,124.92,124.91,1696.0,True,0,,,124.92,
43,2023-06-05T17:27:29Z,124.88,124.89,124.88,1696.0,True,0,,,124.88,
44,2023-06-05T17:27:39Z,124.85,124.85,124.84,1696.0,True,0,,,124.85,
45,2023-06-05T17:27:45Z,124.86,124.87,124.86,1696.0,True,0,,,124.86,
46,2023-06-05T17:27:58Z,124.84,124.84,124.83,1696.0,True,0,,,124.84,
47,2023-06-05T17:28:09Z,124.75,124.76,124.75,1696.0,True,0,,,124.75,
48,2023-06-05T18:26:38Z,124.82,124.83,124.81,-1619.0,False,-1,124.81,124.81,124.82,124.82
49,2023-06-05T18:40:58Z,124.55,124.56,124.55,28.0,True,1,-124.56,-124.56,124.55,-124.55
50,2023-06-05T19:02:27Z,124.9,124.91,124.9,2411.0,True,0,,,124.9,
51,2023-06-05T19:05:48Z,124.8601,124.87,124.86,-143.0,False,-1,124.86,124.86,124.86,124.86
52,2023-06-05T19:08:59Z,124.7064,124.7,124.69,-1300.0,False,0,,,124.7,
53,2023-06-05T19:54:59Z,125.19,125.19,125.18,-961.0,False,0,,,125.19,
