Symbol,Last,Ask,AskSize,Bid,BidSize,Volume,TradeTime
AAPL,177.325,177.33,700,177.32,500,18119449,
AAPL,177.3181,177.32,200,177.31,100,18122142,2023-05-30T14:37:29Z
AAPL,177.31,177.31,,177.3,700,18122920,2023-05-30T14:37:30Z
AAPL,,177.32,,177.31,400,18123956,2023-05-30T14:37:31Z
AAPL,,,300,,200,18124068,
AAPL,177.325,177.33,900,,700,18126650,2023-05-30T14:37:33Z
AAPL,177.3242,177.32,100,,,18127077,2023-05-30T14:37:34Z
AAPL,177.32,177.33,700,,,18127244,2023-05-30T14:37:35Z
AAPL,,177.32,600,,100,18129008,2023-05-30T14:37:37Z
AAPL,,177.33,400,177.32,200,18129384,
AAPL,177.31,177.31,200,177.3,500,18133666,2023-05-30T14:37:39Z
AAPL,177.305,,300,,,18133803,
AAPL,,,400,,,18134222,2023-05-30T14:37:41Z
AAPL,177.32,177.33,500,177.31,400,18136592,
AAPL,,,400,,500,18137014,2023-05-30T14:37:42Z
AAPL,177.31,177.31,200,177.3,,18141157,2023-05-30T14:37:43Z
AAPL,177.305,,100,,600,18141412,2023-05-30T14:37:44Z
AAPL,,,,,,18142124,2023-05-30T14:37:46Z
AAPL,,,,,,18142214,
AAPL,177.29,177.3,300,177.29,200,18144036,2023-05-30T14:37:47Z
AAPL,177.28,177.28,100,177.27,400,18145609,2023-05-30T14:37:48Z
AAPL,,,400,,,18147744,2023-05-30T14:37:49Z
AAPL,177.2755,,200,,500,18148156,2023-05-30T14:37:50Z
AAPL,177.28,177.29,500,,,18150594,2023-05-30T14:37:51Z
AAPL,177.2401,177.25,200,177.24,1200,18155271,2023-05-30T14:37:53Z
AAPL,177.26,177.26,700,,1000,18156847,
AAPL,177.2572,177.27,600,177.26,300,18168288,2023-05-30T14:37:54Z
AAPL,177.25,177.25,400,177.24,800,18170128,2023-05-30T14:37:55Z
AAPL,,,100,,1500,18170449,2023-05-30T14:37:56Z
AAPL,,177.26,,177.25,400,18170673,2023-05-30T14:37:57Z
AAPL,177.29,177.3,600,177.28,600,18173554,2023-05-30T14:37:59Z
AAPL,177.28,177.29,500,177.27,500,18174159,2023-05-30T14:38:00Z
AAPL,,177.28,,177.26,,18174774,
AAPL,177.2664,177.26,300,177.25,300,18175560,2023-05-30T14:38:01Z
AAPL,177.255,,200,,100,18175783,2023-05-30T14:38:02Z
AAPL,177.25,,,177.24,1600,18176288,2023-05-30T14:38:03Z
