,CurTime,Last,Ask,Bid
44,2023-06-09T13:37:20Z,246.37,246.39,246.3
45,2023-06-09T13:37:30Z,245.85,245.88,245.82
46,2023-06-09T13:37:40Z,245.736,245.78,245.7
47,2023-06-09T13:37:50Z,245.66,245.71,245.63
48,2023-06-09T13:38:00Z,245.63,245.62,245.58
49,2023-06-09T13:38:10Z,245.43,245.46,245.4
50,2023-06-09T13:38:20Z,245.3776,245.4,245.35
51,2023-06-09T13:38:30Z,246.27,246.33,246.17
52,2023-06-09T13:38:40Z,246.355,246.41,246.3
53,2023-06-09T13:38:50Z,246.2301,246.26,246.2
54,2023-06-09T13:39:00Z,246.3,246.32,246.28
55,2023-06-09T13:39:10Z,246.37,246.39,246.33
56,2023-06-09T13:39:20Z,247.1987,247.22,247.17
57,2023-06-09T13:39:30Z,247.44,247.45,247.39
58,2023-06-09T13:39:40Z,247.72,247.77,247.72
59,2023-06-09T13:39:50Z,247.815,247.83,247.8
60,2023-06-09T13:40:00Z,247.771,247.81,247.77
61,2023-06-09T13:40:10Z,247.26,247.29,247.22
62,2023-06-09T13:40:20Z,246.67,246.68,246.64
63,2023-06-09T13:40:30Z,246.96,246.99,246.96
64,2023-06-09T13:40:40Z,247.25,247.3,247.2
65,2023-06-09T13:40:50Z,247.28,247.28,247.23
66,2023-06-09T13:41:00Z,247.31,247.38,247.3
67,2023-06-09T13:41:10Z,246.7714,246.81,246.72
68,2023-06-09T13:41:20Z,247.13,247.19,247.13
69,2023-06-09T13:41:30Z,246.9101,246.93,246.91
70,2023-06-09T13:41:40Z,246.72,246.72,246.64
71,2023-06-09T13:41:50Z,246.789,246.82,246.78
72,2023-06-09T13:42:00Z,247.3794,247.38,247.32
73,2023-06-09T13:42:10Z,247.11,247.13,247.1
74,2023-06-09T13:42:20Z,247.1,247.15,247.1
75,2023-06-09T13:42:30Z,247.17,247.19,247.15
76,2023-06-09T13:42:40Z,247.3357,247.37,247.3
77,2023-06-09T13:42:50Z,247.7,247.74,247.61
78,2023-06-09T13:43:00Z,247.995,248.08,248.02
79,2023-06-09T13:43:10Z,248.225,248.25,248.2
80,2023-06-09T13:43:20Z,248.0889,248.16,248.09
81,2023-06-09T13:43:30Z,247.8,247.83,247.77
82,2023-06-09T13:43:40Z,247.825,247.85,247.79
83,2023-06-09T13:43:50Z,247.8497,247.85,247.81
84,2023-06-09T13:44:00Z,247.885,247.9,247.87
85,2023-06-09T13:44:10Z,247.215,247.29,247.2
86,2023-06-09T13:44:20Z,247.035,247.07,247.0
87,2023-06-09T13:44:30Z,247.5,247.55,247.44
88,2023-06-09T13:44:40Z,247.81,247.83,247.78
89,2023-06-09T13:44:50Z,248.2084,248.21,248.18
90,2023-06-09T13:45:00Z,248.555,248.6,248.51
91,2023-06-09T13:45:10Z,248.785,248.83,248.74
92,2023-06-09T13:45:20Z,248.93,248.98,248.88
93,2023-06-09T13:45:30Z,249.04,249.07,249.02
94,2023-06-09T13:45:40Z,248.7338,248.74,248.7
95,2023-06-09T13:45:50Z,248.385,248.44,248.33
96,2023-06-09T13:46:00Z,248.1999,248.2,248.09
97,2023-06-09T13:46:10Z,248.57,248.63,248.57
98,2023-06-09T13:46:20Z,248.52,248.58,248.52
99,2023-06-09T13:46:30Z,248.45,248.44,248.4
100,2023-06-09T13:46:40Z,248.3,248.34,248.26
101,2023-06-09T13:46:50Z,248.34,248.37,248.31
102,2023-06-09T13:47:00Z,248.7,248.7,248.65
103,2023-06-09T13:47:10Z,248.98,249.0,248.96
104,2023-06-09T13:47:20Z,248.79,248.88,248.82
105,2023-06-09T13:47:30Z,248.7,248.75,248.7
106,2023-06-09T13:47:40Z,249.07,249.11,249.05
107,2023-06-09T13:47:50Z,249.29,249.34,249.28
108,2023-06-09T13:48:00Z,249.52,249.63,249.5
109,2023-06-09T13:48:10Z,249.7581,249.76,249.72
110,2023-06-09T13:48:20Z,249.41,249.46,249.4
111,2023-06-09T13:48:30Z,249.2959,249.31,249.28
112,2023-06-09T13:48:40Z,249.15,249.19,249.14
113,2023-06-09T13:48:50Z,249.01,249.07,249.01
114,2023-06-09T13:49:00Z,249.28,249.31,249.25
115,2023-06-09T13:49:10Z,249.66,249.71,249.66
116,2023-06-09T13:49:20Z,249.2792,249.38,249.28
117,2023-06-09T13:49:30Z,248.4,248.4,248.35
118,2023-06-09T13:49:40Z,248.35,248.4,248.34
119,2023-06-09T13:49:50Z,248.57,248.6,248.54
120,2023-06-09T13:50:00Z,248.3601,248.44,248.35
121,2023-06-09T13:50:10Z,248.6305,248.69,248.63
122,2023-06-09T13:50:20Z,248.5964,248.62,248.55
123,2023-06-09T13:50:30Z,248.72,248.75,248.69
124,2023-06-09T13:50:40Z,248.86,248.94,248.86
125,2023-06-09T13:50:50Z,248.81,248.84,248.75
126,2023-06-09T13:51:00Z,248.38,248.41,248.36
127,2023-06-09T13:51:10Z,248.6,248.66,248.62
128,2023-06-09T13:51:20Z,248.68,248.7,248.66
129,2023-06-09T13:51:30Z,248.67,248.68,248.62
130,2023-06-09T13:51:40Z,248.7101,248.75,248.7
131,2023-06-09T13:51:50Z,248.7221,248.75,248.67
132,2023-06-09T13:52:00Z,248.84,248.87,248.82
133,2023-06-09T13:52:10Z,248.7258,248.73,248.68
134,2023-06-09T13:52:20Z,248.3614,248.4,248.36
135,2023-06-09T13:52:30Z,247.59,247.59,247.47
136,2023-06-09T13:52:40Z,247.835,247.98,247.88
137,2023-06-09T13:52:50Z,248.28,248.29,248.21
138,2023-06-09T13:53:00Z,248.315,248.34,248.29
139,2023-06-09T13:53:10Z,248.49,248.51,248.43
140,2023-06-09T13:53:20Z,248.5742,248.58,248.53
141,2023-06-09T13:53:30Z,248.64,248.67,248.62
142,2023-06-09T13:53:40Z,248.3408,248.42,248.34
143,2023-06-09T13:53:50Z,247.85,247.89,247.84
144,2023-06-09T13:54:00Z,248.1988,248.2,248.14
145,2023-06-09T13:54:10Z,248.03,248.03,247.97
146,2023-06-09T13:54:20Z,247.93,247.99,247.91
147,2023-06-09T13:54:30Z,247.95,247.97,247.93
148,2023-06-09T13:54:40Z,248.22,248.23,248.17
149,2023-06-09T13:54:50Z,248.15,248.15,248.1
150,2023-06-09T13:55:00Z,248.05,248.05,248.01
151,2023-06-09T13:55:10Z,248.115,248.17,248.1
152,2023-06-09T13:55:20Z,248.19,248.19,248.13
153,2023-06-09T13:55:30Z,247.8286,247.87,247.8
154,2023-06-09T13:55:40Z,247.8499,247.85,247.76
155,2023-06-09T13:55:50Z,247.8,247.81,247.71
156,2023-06-09T13:56:00Z,247.62,247.66,247.58
157,2023-06-09T13:56:10Z,247.7699,247.77,247.69
158,2023-06-09T13:56:20Z,247.9551,248.0,247.92
159,2023-06-09T13:56:30Z,248.01,248.01,247.95
160,2023-06-09T13:56:40Z,247.7496,247.82,247.74
161,2023-06-09T13:56:50Z,247.65,247.7,247.62
162,2023-06-09T13:57:00Z,247.77,247.81,247.73
163,2023-06-09T13:57:10Z,248.1013,248.17,248.07
164,2023-06-09T13:57:20Z,248.2406,248.29,248.2
165,2023-06-09T13:57:30Z,248.326,248.33,248.27
166,2023-06-09T13:57:40Z,248.5099,248.54,248.47
167,2023-06-09T13:57:50Z,248.28,248.3,248.27
168,2023-06-09T13:58:00Z,248.5,248.52,248.44
169,2023-06-09T13:58:10Z,248.61,248.62,248.54
170,2023-06-09T13:58:20Z,248.6815,248.71,248.65
171,2023-06-09T13:58:30Z,248.49,248.5,248.45
172,2023-06-09T13:58:40Z,248.59,248.67,248.64
173,2023-06-09T13:58:50Z,248.08,248.29,248.25
174,2023-06-09T13:59:00Z,247.9284,247.94,247.88
175,2023-06-09T13:59:10Z,247.77,247.83,247.76
176,2023-06-09T13:59:20Z,247.89,247.89,247.84
177,2023-06-09T13:59:30Z,247.97,248.02,247.96
178,2023-06-09T13:59:40Z,247.935,247.92,247.89
179,2023-06-09T13:59:50Z,247.85,247.88,247.83
180,2023-06-09T14:00:00Z,248.24,248.29,248.22
181,2023-06-09T14:00:10Z,248.51,248.53,248.44
182,2023-06-09T14:00:20Z,248.435,248.47,248.4
183,2023-06-09T14:00:30Z,248.561,248.58,248.54
184,2023-06-09T14:00:40Z,248.56,248.62,248.56
185,2023-06-09T14:00:50Z,248.75,248.75,248.72
186,2023-06-09T14:01:00Z,248.79,248.82,248.76
187,2023-06-09T14:01:10Z,248.91,248.91,248.87
188,2023-06-09T14:01:20Z,248.6109,248.68,248.6
189,2023-06-09T14:01:30Z,248.44,248.46,248.42
190,2023-06-09T14:01:40Z,248.355,248.38,248.33
191,2023-06-09T14:01:50Z,248.202,248.21,248.17
192,2023-06-09T14:02:00Z,247.94,247.97,247.93
193,2023-06-09T14:02:10Z,248.1,248.15,248.1
194,2023-06-09T14:02:20Z,248.3801,248.41,248.38
195,2023-06-09T14:02:30Z,248.17,248.2,248.16
196,2023-06-09T14:02:40Z,248.33,248.35,248.31
197,2023-06-09T14:02:50Z,248.16,248.2,248.16
198,2023-06-09T14:03:00Z,248.0747,248.09,248.06
199,2023-06-09T14:03:10Z,248.1046,248.16,248.1
200,2023-06-09T14:03:20Z,248.22,248.21,248.16
201,2023-06-09T14:03:30Z,248.17,248.23,248.2
202,2023-06-09T14:03:40Z,248.18,248.2,248.16
203,2023-06-09T14:03:50Z,248.14,248.18,248.14
204,2023-06-09T14:04:00Z,248.0,248.01,247.98
205,2023-06-09T14:04:10Z,247.4844,247.5,247.46
206,2023-06-09T14:04:20Z,247.99,248.02,247.95
207,2023-06-09T14:04:30Z,248.51,248.51,248.46
208,2023-06-09T14:04:40Z,248.2106,248.25,248.21
209,2023-06-09T14:04:50Z,248.4501,248.49,248.44
210,2023-06-09T14:05:00Z,248.4948,248.5,248.45
211,2023-06-09T14:05:10Z,248.42,248.44,248.39
212,2023-06-09T14:05:20Z,248.3,248.34,248.29
213,2023-06-09T14:05:30Z,248.23,248.24,248.21
214,2023-06-09T14:05:40Z,248.3,248.31,248.28
215,2023-06-09T14:05:50Z,248.652,248.68,248.65
216,2023-06-09T14:06:00Z,248.7,248.73,248.68
217,2023-06-09T14:06:10Z,248.37,248.43,248.37
218,2023-06-09T14:06:20Z,248.7001,248.77,248.7
219,2023-06-09T14:06:30Z,248.27,248.29,248.26
220,2023-06-09T14:06:40Z,248.18,248.2,248.16
221,2023-06-09T14:06:50Z,248.31,248.33,248.29
222,2023-06-09T14:07:00Z,248.48,248.5,248.45
223,2023-06-09T14:07:10Z,248.26,248.29,248.24
224,2023-06-09T14:07:20Z,248.275,248.29,248.26
225,2023-06-09T14:07:30Z,248.4,248.42,248.38
226,2023-06-09T14:07:40Z,248.0,248.0,247.99
227,2023-06-09T14:07:50Z,247.741,247.79,247.75
228,2023-06-09T14:08:00Z,248.12,248.14,248.09
229,2023-06-09T14:08:10Z,248.1796,248.18,248.14
230,2023-06-09T14:08:20Z,247.7095,247.71,247.67
231,2023-06-09T14:08:30Z,247.84,247.86,247.82
232,2023-06-09T14:08:40Z,248.115,248.14,248.09
233,2023-06-09T14:08:50Z,248.1394,248.19,248.13
234,2023-06-09T14:09:00Z,248.24,248.26,248.22
235,2023-06-09T14:09:10Z,248.07,248.09,248.05
236,2023-06-09T14:09:20Z,248.0,248.02,247.98
237,2023-06-09T14:09:30Z,248.0,248.04,248.0
238,2023-06-09T14:09:40Z,248.19,248.22,248.17
239,2023-06-09T14:09:50Z,248.5601,248.62,248.57
240,2023-06-09T14:10:00Z,248.58,248.6,248.55
241,2023-06-09T14:10:10Z,248.8101,248.83,248.81
242,2023-06-09T14:10:20Z,248.83,248.84,248.8
243,2023-06-09T14:10:30Z,248.1002,248.14,248.1
244,2023-06-09T14:10:40Z,248.2299,248.23,248.19
245,2023-06-09T14:10:50Z,248.2,248.22,248.17
246,2023-06-09T14:11:00Z,248.339,248.35,248.28
247,2023-06-09T14:11:10Z,248.3595,248.38,248.34
248,2023-06-09T14:11:20Z,248.45,248.45,248.43
249,2023-06-09T14:11:30Z,248.095,248.1,248.06
250,2023-06-09T14:11:40Z,248.345,248.36,248.33
251,2023-06-09T14:11:50Z,248.3601,248.39,248.36
252,2023-06-09T14:12:00Z,248.56,248.59,248.55
253,2023-06-09T14:12:10Z,248.485,248.5,248.47
254,2023-06-09T14:12:20Z,248.4,248.41,248.38
255,2023-06-09T14:12:30Z,248.52,248.52,248.49
256,2023-06-09T14:12:40Z,248.55,248.57,248.53
257,2023-06-09T14:12:50Z,248.66,248.69,248.65
258,2023-06-09T14:13:00Z,248.66,248.67,248.63
259,2023-06-09T14:13:10Z,248.6685,248.69,248.65
260,2023-06-09T14:13:20Z,248.7301,248.76,248.73
261,2023-06-09T14:13:30Z,248.77,248.8,248.74
262,2023-06-09T14:13:40Z,248.88,248.9,248.86
263,2023-06-09T14:13:50Z,248.91,248.92,248.9
264,2023-06-09T14:14:00Z,249.295,249.31,249.28
265,2023-06-09T14:14:10Z,249.3182,249.32,249.28
266,2023-06-09T14:14:20Z,250.0199,250.02,249.97
267,2023-06-09T14:14:30Z,251.25,251.27,251.2
268,2023-06-09T14:14:40Z,250.88,250.9,250.83
269,2023-06-09T14:14:50Z,251.03,251.05,251.03
270,2023-06-09T14:15:00Z,251.09,251.1,251.07
271,2023-06-09T14:15:10Z,251.6,251.61,251.55
272,2023-06-09T14:15:20Z,251.82,251.84,251.8
273,2023-06-09T14:15:30Z,252.3835,252.4,252.36
274,2023-06-09T14:15:40Z,251.76,251.81,251.76
275,2023-06-09T14:15:50Z,251.92,251.94,251.89
276,2023-06-09T14:16:00Z,251.64,251.68,251.63
277,2023-06-09T14:16:10Z,251.4959,251.53,251.49
278,2023-06-09T14:16:20Z,251.69,251.71,251.67
279,2023-06-09T14:16:30Z,251.59,251.59,251.54
280,2023-06-09T14:16:40Z,251.8479,251.87,251.83
281,2023-06-09T14:16:50Z,251.8,251.82,251.77
282,2023-06-09T14:17:00Z,251.7895,251.78,251.74
283,2023-06-09T14:17:10Z,251.61,251.64,251.59
284,2023-06-09T14:17:20Z,251.46,251.47,251.42
285,2023-06-09T14:17:30Z,251.4401,251.48,251.43
286,2023-06-09T14:17:40Z,251.51,251.55,251.51
287,2023-06-09T14:17:50Z,251.5843,251.61,251.56
288,2023-06-09T14:18:00Z,251.8001,251.84,251.8
289,2023-06-09T14:18:10Z,252.13,252.19,252.13
290,2023-06-09T14:18:20Z,252.13,252.18,252.13
291,2023-06-09T14:18:30Z,252.06,252.1,252.05
292,2023-06-09T14:18:40Z,251.74,251.75,251.73
293,2023-06-09T14:18:50Z,251.84,251.89,251.84
294,2023-06-09T14:19:00Z,251.97,251.97,251.92
295,2023-06-09T14:19:10Z,251.89,251.93,251.89
296,2023-06-09T14:19:20Z,251.8488,251.87,251.83
297,2023-06-09T14:19:30Z,251.7595,251.76,251.71
298,2023-06-09T14:19:40Z,251.78,251.8,251.76
299,2023-06-09T14:19:50Z,251.85,251.86,251.83
300,2023-06-09T14:20:00Z,251.68,251.67,251.61
301,2023-06-09T14:20:10Z,251.75,251.75,251.72
302,2023-06-09T14:20:20Z,251.5259,251.54,251.51
303,2023-06-09T14:20:30Z,251.38,251.4,251.36
304,2023-06-09T14:20:40Z,251.5099,251.51,251.48
305,2023-06-09T14:20:50Z,251.5298,251.54,251.51
306,2023-06-09T14:21:00Z,252.1306,252.14,252.11
307,2023-06-09T14:21:10Z,251.8854,251.89,251.85
308,2023-06-09T14:21:20Z,251.71,251.75,251.71
309,2023-06-09T14:21:30Z,251.73,251.78,251.73
310,2023-06-09T14:21:40Z,251.6001,251.62,251.6
311,2023-06-09T14:21:50Z,251.6539,251.67,251.63
312,2023-06-09T14:22:00Z,251.55,251.59,251.54
313,2023-06-09T14:22:10Z,251.45,251.47,251.42
314,2023-06-09T14:22:20Z,251.63,251.64,251.61
315,2023-06-09T14:22:30Z,251.8576,251.9,251.85
316,2023-06-09T14:22:40Z,251.71,251.73,251.69
317,2023-06-09T14:22:50Z,251.49,251.5,251.46
318,2023-06-09T14:23:00Z,251.63,251.66,251.6
319,2023-06-09T14:23:10Z,251.4701,251.52,251.47
320,2023-06-09T14:23:20Z,251.452,251.48,251.42
321,2023-06-09T14:23:30Z,251.44,251.44,251.4
322,2023-06-09T14:23:40Z,251.3222,251.35,251.3
323,2023-06-09T14:23:50Z,251.524,251.55,251.51
324,2023-06-09T14:24:00Z,251.41,251.42,251.39
325,2023-06-09T14:24:10Z,251.5,251.53,251.48
326,2023-06-09T14:24:20Z,251.4747,251.48,251.45
327,2023-06-09T14:24:30Z,251.4154,251.43,251.38
328,2023-06-09T14:24:40Z,251.28,251.31,251.28
329,2023-06-09T14:24:50Z,251.2758,251.28,251.25
330,2023-06-09T14:25:00Z,250.72,250.72,250.68
331,2023-06-09T14:25:10Z,250.77,250.77,250.74
332,2023-06-09T14:25:20Z,250.72,250.7,250.67
333,2023-06-09T14:25:30Z,250.84,250.89,250.84
334,2023-06-09T14:25:40Z,250.79,250.8,250.76
335,2023-06-09T14:25:50Z,250.85,250.85,250.82
336,2023-06-09T14:26:00Z,250.84,250.84,250.81
337,2023-06-09T14:26:10Z,250.6345,250.65,250.61
338,2023-06-09T14:26:20Z,250.6956,250.74,250.7
339,2023-06-09T14:26:30Z,250.8699,250.87,250.84
340,2023-06-09T14:26:40Z,250.7416,250.76,250.74
341,2023-06-09T14:26:50Z,250.6774,250.72,250.67
342,2023-06-09T14:27:00Z,251.03,251.04,251.0
343,2023-06-09T14:27:10Z,251.1106,251.15,251.1
344,2023-06-09T14:27:20Z,251.13,251.13,251.11
345,2023-06-09T14:27:30Z,250.985,251.0,250.96
346,2023-06-09T14:27:40Z,250.92,250.94,250.88
347,2023-06-09T14:27:50Z,250.7837,250.8,250.74
348,2023-06-09T14:28:00Z,250.3833,250.42,250.39
349,2023-06-09T14:28:10Z,250.55,250.56,250.54
350,2023-06-09T14:28:20Z,250.6971,250.71,250.68
351,2023-06-09T14:28:30Z,250.43,250.45,250.41
352,2023-06-09T14:28:40Z,250.74,250.76,250.72
353,2023-06-09T14:28:50Z,250.795,250.84,250.78
354,2023-06-09T14:29:00Z,250.85,250.82,250.79
355,2023-06-09T14:29:10Z,250.82,250.85,250.8
356,2023-06-09T14:29:20Z,250.925,250.92,250.89
357,2023-06-09T14:29:30Z,250.94,250.95,250.91
358,2023-06-09T14:29:40Z,251.0994,251.1,251.04
359,2023-06-09T14:29:50Z,250.9903,251.0,250.94
360,2023-06-09T14:30:00Z,250.65,250.65,250.62
361,2023-06-09T14:30:10Z,250.86,250.86,250.85
362,2023-06-09T14:30:20Z,251.1486,251.15,251.12
363,2023-06-09T14:30:30Z,250.915,250.93,250.9
364,2023-06-09T14:30:40Z,250.9748,250.98,250.95
365,2023-06-09T14:30:50Z,251.1999,251.18,251.14
366,2023-06-09T14:31:00Z,251.09,251.13,251.08
367,2023-06-09T14:31:10Z,251.1401,251.18,251.13
368,2023-06-09T14:31:20Z,250.85,250.86,250.83
369,2023-06-09T14:31:30Z,250.89,250.93,250.88
370,2023-06-09T14:31:40Z,251.025,251.04,251.01
371,2023-06-09T14:31:50Z,251.0,251.03,250.99
372,2023-06-09T14:32:00Z,250.96,250.98,250.96
373,2023-06-09T14:32:10Z,251.1688,251.17,251.15
374,2023-06-09T14:32:20Z,251.0,251.03,251.0
375,2023-06-09T14:32:30Z,251.13,251.15,251.11
376,2023-06-09T14:32:40Z,251.0701,251.09,251.07
377,2023-06-09T14:32:50Z,251.12,251.12,251.1
378,2023-06-09T14:33:00Z,251.05,251.05,251.04
379,2023-06-09T14:33:10Z,250.94,250.96,250.93
380,2023-06-09T14:33:20Z,250.97,250.99,250.95
381,2023-06-09T14:33:30Z,250.9624,250.98,250.96
382,2023-06-09T14:33:40Z,251.0754,251.09,251.05
383,2023-06-09T14:33:50Z,251.14,251.14,251.12
384,2023-06-09T14:34:00Z,251.016,251.02,250.99
385,2023-06-09T14:34:10Z,250.93,250.95,250.92
386,2023-06-09T14:34:20Z,250.995,251.0,250.97
387,2023-06-09T14:34:30Z,250.8668,250.89,250.85
388,2023-06-09T14:34:40Z,250.34,250.36,250.33
389,2023-06-09T14:34:50Z,250.18,250.2,250.17
390,2023-06-09T14:35:00Z,250.3889,250.39,250.36
391,2023-06-09T14:35:10Z,249.86,249.88,249.85
392,2023-06-09T14:35:20Z,249.6364,249.65,249.59
393,2023-06-09T14:35:30Z,249.7795,249.78,249.74
394,2023-06-09T14:35:40Z,249.525,249.54,249.51
395,2023-06-09T14:35:50Z,249.525,249.47,249.43
396,2023-06-09T14:36:00Z,249.9099,249.91,249.87
397,2023-06-09T14:36:10Z,249.9761,249.98,249.94
398,2023-06-09T14:36:20Z,250.1436,250.15,250.1
399,2023-06-09T14:36:30Z,250.17,250.21,250.17
400,2023-06-09T14:36:40Z,250.1259,250.14,250.11
401,2023-06-09T14:36:50Z,250.1416,250.17,250.13
402,2023-06-09T14:37:00Z,250.0705,250.08,250.06
403,2023-06-09T14:37:10Z,250.1124,250.13,250.1
404,2023-06-09T14:37:20Z,250.1116,250.18,250.13
405,2023-06-09T14:37:30Z,250.08,250.11,250.07
406,2023-06-09T14:37:40Z,249.945,249.96,249.93
407,2023-06-09T14:37:50Z,250.2699,250.27,250.24
408,2023-06-09T14:38:00Z,250.18,250.2,250.18
409,2023-06-09T14:38:10Z,250.1567,250.2,250.15
410,2023-06-09T14:38:20Z,250.0401,250.06,250.04
411,2023-06-09T14:38:30Z,250.03,250.07,250.03
412,2023-06-09T14:38:40Z,249.9215,249.96,249.91
413,2023-06-09T14:38:50Z,250.15,250.14,250.12
414,2023-06-09T14:39:00Z,250.118,250.13,250.11
415,2023-06-09T14:39:10Z,250.1201,250.15,250.11
416,2023-06-09T14:39:20Z,250.0799,250.08,250.05
417,2023-06-09T14:39:30Z,250.0112,250.04,250.01
418,2023-06-09T14:39:40Z,249.9,249.91,249.89
419,2023-06-09T14:39:50Z,249.9215,249.95,249.92
420,2023-06-09T14:40:00Z,249.87,249.88,249.86
421,2023-06-09T14:40:10Z,249.682,249.72,249.66
422,2023-06-09T14:40:20Z,249.875,249.89,249.86
423,2023-06-09T14:40:30Z,249.97,249.99,249.96
424,2023-06-09T14:40:40Z,249.97,249.99,249.95
425,2023-06-09T14:40:50Z,249.92,249.95,249.92
426,2023-06-09T14:41:00Z,250.0756,250.12,250.07
427,2023-06-09T14:41:10Z,249.385,249.41,249.36
428,2023-06-09T14:41:20Z,249.45,249.45,249.41
429,2023-06-09T14:41:30Z,249.4102,249.45,249.42
430,2023-06-09T14:41:40Z,249.645,249.67,249.62
431,2023-06-09T14:41:50Z,249.37,249.41,249.37
432,2023-06-09T14:42:00Z,248.95,248.97,248.94
433,2023-06-09T14:42:10Z,248.4399,248.44,248.41
434,2023-06-09T14:42:20Z,248.32,248.34,248.3
435,2023-06-09T14:42:30Z,248.4831,248.5,248.46
436,2023-06-09T14:42:40Z,248.31,248.33,248.3
437,2023-06-09T14:42:50Z,248.165,248.19,248.14
438,2023-06-09T14:43:00Z,248.111,248.14,248.11
439,2023-06-09T14:43:10Z,248.13,248.15,248.12
440,2023-06-09T14:43:20Z,247.6302,247.66,247.63
441,2023-06-09T14:43:30Z,247.5553,247.56,247.54
442,2023-06-09T14:43:40Z,247.8085,247.81,247.79
443,2023-06-09T14:43:50Z,248.19,248.21,248.18
444,2023-06-09T14:44:00Z,248.265,248.28,248.25
445,2023-06-09T14:44:10Z,248.165,248.18,248.16
446,2023-06-09T14:44:20Z,248.3201,248.35,248.32
447,2023-06-09T14:44:30Z,248.425,248.44,248.41
448,2023-06-09T14:44:40Z,248.38,248.38,248.33
449,2023-06-09T14:44:50Z,248.3714,248.38,248.37
450,2023-06-09T14:45:00Z,248.44,248.44,248.42
451,2023-06-09T14:45:10Z,248.2342,248.26,248.24
452,2023-06-09T14:45:20Z,247.841,247.86,247.83
453,2023-06-09T14:45:30Z,247.8,247.82,247.78
454,2023-06-09T14:45:40Z,247.97,248.0,247.97
455,2023-06-09T14:45:50Z,247.72,247.74,247.7
456,2023-06-09T14:46:00Z,247.8499,247.86,247.82
457,2023-06-09T14:46:10Z,247.83,247.83,247.81
458,2023-06-09T14:46:20Z,247.8498,247.87,247.83
459,2023-06-09T14:46:30Z,248.125,248.15,248.1
460,2023-06-09T14:46:40Z,247.8899,247.88,247.84
461,2023-06-09T14:46:50Z,247.7001,247.73,247.7
462,2023-06-09T14:47:00Z,247.7,247.71,247.68
463,2023-06-09T14:47:10Z,247.7123,247.72,247.7
464,2023-06-09T14:47:20Z,247.6986,247.7,247.68
465,2023-06-09T14:47:30Z,247.7799,247.78,247.75
466,2023-06-09T14:47:40Z,247.85,247.89,247.86
467,2023-06-09T14:47:50Z,247.82,247.83,247.81
468,2023-06-09T14:48:00Z,247.045,247.08,247.01
469,2023-06-09T14:48:10Z,247.35,247.37,247.33
470,2023-06-09T14:48:20Z,247.3148,247.32,247.3
471,2023-06-09T14:48:30Z,247.34,247.34,247.32
472,2023-06-09T14:48:40Z,247.4426,247.45,247.42
473,2023-06-09T14:48:50Z,247.7953,247.8,247.77
474,2023-06-09T14:49:00Z,247.94,247.99,247.93
475,2023-06-09T14:49:10Z,247.8,247.83,247.8
476,2023-06-09T14:49:20Z,247.72,247.75,247.72
477,2023-06-09T14:49:30Z,247.71,247.73,247.69
478,2023-06-09T14:49:40Z,247.7801,247.82,247.78
479,2023-06-09T14:49:50Z,247.59,247.57,247.5
480,2023-06-09T14:50:00Z,247.27,247.29,247.25
481,2023-06-09T14:50:10Z,247.18,247.19,247.15
482,2023-06-09T14:50:20Z,247.5099,247.49,247.45
483,2023-06-09T14:50:30Z,247.44,247.47,247.41
484,2023-06-09T14:50:40Z,247.3414,247.36,247.32
485,2023-06-09T14:50:50Z,246.72,246.76,246.7
486,2023-06-09T14:51:00Z,246.9699,246.97,246.92
487,2023-06-09T14:51:10Z,246.83,246.86,246.81
488,2023-06-09T14:51:20Z,246.4057,246.41,246.38
489,2023-06-09T14:51:30Z,246.5399,246.54,246.51
490,2023-06-09T14:51:40Z,246.435,246.45,246.42
491,2023-06-09T14:51:50Z,246.46,246.48,246.45
492,2023-06-09T14:52:00Z,246.32,246.35,246.31
493,2023-06-09T14:52:10Z,246.38,246.38,246.34
494,2023-06-09T14:52:20Z,246.475,246.49,246.46
495,2023-06-09T14:52:30Z,246.332,246.35,246.31
496,2023-06-09T14:52:40Z,246.159,246.16,246.14
497,2023-06-09T14:52:50Z,246.06,246.08,246.06
498,2023-06-09T14:53:00Z,246.001,246.03,246.0
499,2023-06-09T14:53:10Z,246.09,246.11,246.07
500,2023-06-09T14:53:20Z,246.34,246.34,246.3
501,2023-06-09T14:53:30Z,246.5599,246.56,246.52
502,2023-06-09T14:53:40Z,246.54,246.56,246.54
503,2023-06-09T14:53:50Z,246.5393,246.56,246.52
504,2023-06-09T14:54:00Z,246.6451,246.69,246.64
505,2023-06-09T14:54:10Z,246.9,246.93,246.89
506,2023-06-09T14:54:20Z,247.1901,247.27,247.21
507,2023-06-09T14:54:30Z,247.11,247.14,247.11
508,2023-06-09T14:54:40Z,247.3327,247.37,247.33
509,2023-06-09T14:54:50Z,247.4905,247.5,247.49
510,2023-06-09T14:55:00Z,247.369,247.4,247.35
511,2023-06-09T14:55:10Z,247.585,247.6,247.56
512,2023-06-09T14:55:20Z,247.8123,247.83,247.8
513,2023-06-09T14:55:30Z,247.9201,247.96,247.92
514,2023-06-09T14:55:40Z,248.13,248.13,248.1
515,2023-06-09T14:55:50Z,248.23,248.25,248.21
516,2023-06-09T14:56:00Z,248.33,248.35,248.32
517,2023-06-09T14:56:10Z,248.35,248.38,248.37
518,2023-06-09T14:56:20Z,248.1423,248.17,248.14
519,2023-06-09T14:56:30Z,248.25,248.24,248.2
