,Buy Threshold,Sell Threshold,2023-06-08,2023-06-09,2023-06-12,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-20,2023-06-21,2023-06-22,Sum
1186,0.01999999999999999,-0.10999999999999999,1.2199999999999989,-0.7699999999999818,0.24000000000003752,1.5699999999999648,-1.5900000000000318,0.7899999999999636,0.20000000000004547,1.3500000000000227,-0.5999999999999659,5.919999999999959,8.330000000000013
1235,0.010000000000000009,-0.09999999999999998,1.6400000000000148,-0.6399999999999864,-0.16999999999995907,2.1899999999999977,-1.7600000000000477,1.009999999999934,0.6200000000000045,1.3500000000000227,-1.8899999999999295,5.970000000000027,8.320000000000078
893,0.07999999999999999,-0.18,0.8299999999999841,0.30000000000001137,0.0,1.9699999999999704,0.0,0.0,0.5400000000000205,0.0,0.40999999999996817,4.269999999999982,8.319999999999936
1236,0.010000000000000009,-0.10999999999999999,1.6400000000000148,-0.6399999999999864,0.020000000000038654,2.0399999999999636,-1.7600000000000477,1.0299999999999159,0.6200000000000045,1.3500000000000227,-2.3600000000000136,6.2900000000000205,8.229999999999933
1234,0.010000000000000009,-0.09000000000000002,1.6400000000000148,-0.9499999999999602,-0.16999999999995907,2.3000000000000114,-1.7600000000000477,1.009999999999934,0.6200000000000045,1.3500000000000227,-1.939999999999884,5.969999999999914,8.07000000000005
1285,0.0,-0.09999999999999998,1.6400000000000716,-0.6399999999999864,-0.07999999999995566,2.210000000000008,-1.740000000000009,0.67999999999995,0.6200000000000045,1.3500000000000227,-1.949999999999875,5.970000000000027,8.060000000000258
1283,0.0,-0.08000000000000002,1.7900000000001057,-0.950000000000017,-0.07999999999995566,2.3200000000000216,-1.740000000000009,0.5499999999999545,0.589999999999975,1.3500000000000227,-1.7099999999996953,5.910000000000025,8.030000000000427
943,0.07,-0.18,0.8299999999999841,0.30000000000001137,0.0,1.9699999999999704,0.0,-0.8199999999999932,0.5400000000000205,1.4600000000000364,-0.5900000000000318,4.269999999999982,7.9599999999999795
1286,0.0,-0.10999999999999999,1.6400000000000716,-0.6399999999999864,0.05000000000001137,2.039999999999992,-1.740000000000009,0.6999999999999886,0.6200000000000045,1.3500000000000227,-2.4200000000000728,6.2900000000000205,7.890000000000043
1284,0.0,-0.09000000000000002,1.6400000000000716,-0.950000000000017,-0.07999999999995566,2.3200000000000216,-1.740000000000009,0.67999999999995,0.6200000000000045,1.3500000000000227,-1.9999999999997726,5.970000000000027,7.810000000000343
895,0.07999999999999999,-0.2,0.8299999999999841,-0.25,0.0,1.9699999999999704,0.0,0.0,0.5400000000000205,0.0,0.40999999999996817,4.269999999999982,7.769999999999925
898,0.07999999999999999,-0.22999999999999998,0.8299999999999841,-0.25,0.0,1.9699999999999704,0.0,0.0,0.5400000000000205,0.0,0.40999999999996817,4.269999999999982,7.769999999999925
896,0.07999999999999999,-0.21000000000000002,0.8299999999999841,-0.25,0.0,1.9699999999999704,0.0,0.0,0.5400000000000205,0.0,0.40999999999996817,4.269999999999982,7.769999999999925
894,0.07999999999999999,-0.19,0.8299999999999841,-0.25,0.0,1.9699999999999704,0.0,0.0,0.5400000000000205,0.0,0.40999999999996817,4.269999999999982,7.769999999999925
897,0.07999999999999999,-0.21999999999999997,0.8299999999999841,-0.25,0.0,1.9699999999999704,0.0,0.0,0.5400000000000205,0.0,0.40999999999996817,4.269999999999982,7.769999999999925
888,0.07999999999999999,-0.13,0.12999999999996703,0.30000000000001137,0.3199999999999932,1.9699999999999704,0.0,0.0,0.5400000000000205,0.0,0.14999999999992042,4.269999999999982,7.679999999999865
1282,0.0,-0.07,1.7100000000001216,-1.0400000000000489,-0.07999999999995566,2.3200000000000216,-1.75,0.3700000000000614,0.37000000000000455,1.1900000000000546,-1.4800000000005298,6.060000000000002,7.669999999999732
1336,-0.010000000000000009,-0.10999999999999999,1.2700000000000102,-0.09000000000000341,-0.05999999999997385,2.3300000000000125,-2.1200000000000045,0.8299999999999841,0.12000000000000455,1.3500000000000227,-2.400000000000034,6.430000000000007,7.660000000000025
892,0.07999999999999999,-0.16999999999999998,0.12999999999996703,0.30000000000001137,0.0,1.9699999999999704,0.0,0.0,0.5400000000000205,0.0,0.40999999999996817,4.269999999999982,7.619999999999919
1185,0.01999999999999999,-0.09999999999999998,1.2199999999999989,-0.7699999999999818,0.05000000000003979,1.6199999999999761,-1.5900000000000318,0.029999999999972715,0.20000000000004547,1.3500000000000227,-0.13000000000010914,5.599999999999966,7.579999999999899
938,0.07,-0.13,0.12999999999996703,0.30000000000001137,0.3199999999999932,1.9699999999999704,0.029999999999972715,-0.8199999999999932,0.5400000000000205,1.4600000000000364,-0.6700000000000728,4.269999999999982,7.5299999999998875
1182,0.01999999999999999,-0.07,1.2900000000000205,-0.8799999999999955,0.05000000000003979,1.7300000000000182,-1.2500000000000568,0.3599999999999568,-0.7099999999999795,1.0400000000000205,0.17000000000007276,5.719999999999857,7.519999999999953
1298,0.0,-0.22999999999999998,1.5300000000000011,-0.25,0.17000000000001592,2.579999999999984,-1.579999999999984,0.9800000000000182,0.6200000000000045,1.3500000000000227,-3.4600000000000932,5.579999999999984,7.519999999999953
1297,0.0,-0.21999999999999997,1.5300000000000011,-0.25,0.17000000000001592,2.579999999999984,-1.579999999999984,0.9800000000000182,0.6200000000000045,1.3500000000000227,-3.4600000000000932,5.579999999999984,7.519999999999953
1296,0.0,-0.21000000000000002,1.5300000000000011,-0.25,0.17000000000001592,2.579999999999984,-1.579999999999984,0.9800000000000182,0.6200000000000045,1.3500000000000227,-3.480000000000075,5.579999999999984,7.499999999999972
1295,0.0,-0.2,1.5300000000000011,-0.25,0.17000000000001592,2.579999999999984,-1.579999999999984,0.9800000000000182,0.6200000000000045,1.3500000000000227,-3.480000000000075,5.579999999999984,7.499999999999972
1294,0.0,-0.19,1.5300000000000011,-0.25,0.17000000000001592,2.579999999999984,-1.579999999999984,0.9800000000000182,0.6200000000000045,1.3500000000000227,-3.480000000000075,5.579999999999984,7.499999999999972
1247,0.010000000000000009,-0.21999999999999997,1.5300000000000011,-0.25,0.14000000000001478,2.579999999999984,-1.6000000000000227,0.9800000000000182,0.6200000000000045,1.3500000000000227,-3.4600000000000364,5.579999999999984,7.46999999999997
1248,0.010000000000000009,-0.22999999999999998,1.5300000000000011,-0.25,0.14000000000001478,2.579999999999984,-1.6000000000000227,0.9800000000000182,0.6200000000000045,1.3500000000000227,-3.4600000000000364,5.579999999999984,7.46999999999997
1245,0.010000000000000009,-0.2,1.5300000000000011,-0.25,0.14000000000001478,2.579999999999984,-1.6000000000000227,0.9800000000000182,0.6200000000000045,1.3500000000000227,-3.480000000000018,5.579999999999984,7.449999999999989
1244,0.010000000000000009,-0.19,1.5300000000000011,-0.25,0.14000000000001478,2.579999999999984,-1.6000000000000227,0.9800000000000182,0.6200000000000045,1.3500000000000227,-3.480000000000018,5.579999999999984,7.449999999999989
1246,0.010000000000000009,-0.21000000000000002,1.5300000000000011,-0.25,0.14000000000001478,2.579999999999984,-1.6000000000000227,0.9800000000000182,0.6200000000000045,1.3500000000000227,-3.480000000000018,5.579999999999984,7.449999999999989
1335,-0.010000000000000009,-0.09999999999999998,1.2700000000000102,-0.09000000000000341,-0.1899999999999693,2.4300000000000352,-2.1200000000000045,0.7999999999999545,0.12000000000000455,1.3500000000000227,-2.1899999999999977,6.029999999999973,7.410000000000025
946,0.07,-0.21000000000000002,0.8299999999999841,-0.25,0.0,1.9699999999999704,0.0,-0.8199999999999932,0.5400000000000205,1.4600000000000364,-0.5900000000000318,4.269999999999982,7.409999999999968
947,0.07,-0.21999999999999997,0.8299999999999841,-0.25,0.0,1.9699999999999704,0.0,-0.8199999999999932,0.5400000000000205,1.4600000000000364,-0.5900000000000318,4.269999999999982,7.409999999999968
948,0.07,-0.22999999999999998,0.8299999999999841,-0.25,0.0,1.9699999999999704,0.0,-0.8199999999999932,0.5400000000000205,1.4600000000000364,-0.5900000000000318,4.269999999999982,7.409999999999968
944,0.07,-0.19,0.8299999999999841,-0.25,0.0,1.9699999999999704,0.0,-0.8199999999999932,0.5400000000000205,1.4600000000000364,-0.5900000000000318,4.269999999999982,7.409999999999968
945,0.07,-0.2,0.8299999999999841,-0.25,0.0,1.9699999999999704,0.0,-0.8199999999999932,0.5400000000000205,1.4600000000000364,-0.5900000000000318,4.269999999999982,7.409999999999968
1292,0.0,-0.16999999999999998,1.6299999999999955,-0.47999999999998977,0.17000000000001592,2.579999999999984,-1.579999999999984,0.9800000000000182,0.6200000000000045,1.3500000000000227,-3.480000000000075,5.579999999999984,7.369999999999976
