,TradeTime,Last,Ask,Bid,VolumeSum,Sign,Sign Change,Balance Change,Short Balance Change,Rounded Last,Last Balance Change
0,2023-06-05T13:29:57Z,217.789,217.79,217.75,-381.0,False,,,,217.78,
1,2023-06-05T13:30:08Z,217.475,217.55,217.45,25.0,True,1,-217.55,-217.55,217.47,-217.47
2,2023-06-05T13:30:18Z,218.48,218.48,218.42,-159.0,False,-1,218.42,218.42,218.48,218.48
3,2023-06-05T13:30:29Z,218.46,218.5,218.43,-200.0,False,0,,,218.46,
4,2023-06-05T13:30:38Z,218.34,218.37,218.3,41.0,True,1,-218.37,-218.37,218.34,-218.34
5,2023-06-05T13:30:48Z,219.19,219.19,219.1,-731.0,False,-1,219.1,219.1,219.19,219.19
6,2023-06-05T13:30:58Z,218.995,219.04,218.98,-651.0,False,0,,,218.99,
7,2023-06-05T13:31:19Z,218.315,218.35,218.28,239.0,True,1,-218.35,-218.35,218.31,-218.31
8,2023-06-05T13:31:28Z,219.435,219.46,219.38,-911.0,False,-1,219.38,219.38,219.43,219.43
9,2023-06-05T13:32:08Z,220.3193,220.32,220.26,-353.0,False,0,,,220.31,
10,2023-06-05T13:32:18Z,220.521,220.54,220.5,100.0,True,1,-220.54,-220.54,220.52,-220.52
11,2023-06-05T13:32:38Z,220.7806,220.82,220.78,-431.0,False,-1,220.78,220.78,220.78,220.78
12,2023-06-05T13:33:08Z,220.01,220.05,219.99,1879.0,True,1,-220.05,-220.05,220.01,-220.01
13,2023-06-05T13:33:18Z,220.26,220.29,220.23,-600.0,False,-1,220.23,220.23,220.26,220.26
14,2023-06-05T13:33:58Z,220.0214,220.07,220.02,529.0,True,1,-220.07,-220.07,220.02,-220.02
15,2023-06-05T13:34:18Z,220.4168,220.43,220.4,600.0,True,0,,,220.41,
16,2023-06-05T13:34:38Z,220.7117,220.71,220.66,-337.0,False,-1,220.66,220.66,220.71,220.71
17,2023-06-05T13:34:48Z,220.625,220.65,220.6,583.0,True,1,-220.65,-220.65,220.62,-220.62
18,2023-06-05T13:34:59Z,220.7735,220.79,220.77,1000.0,True,0,,,220.77,
19,2023-06-05T13:35:08Z,220.93,220.95,220.87,600.0,True,0,,,220.93,
20,2023-06-05T13:35:19Z,221.28,221.28,221.24,-768.0,False,-1,221.24,221.24,221.28,221.28
21,2023-06-05T13:35:28Z,220.4108,220.52,220.43,28.0,True,1,-220.52,-220.52,220.41,-220.41
22,2023-06-05T13:35:58Z,219.965,219.99,219.94,-230.0,False,-1,219.94,219.94,219.96,219.96
23,2023-06-05T13:36:39Z,219.88,219.91,219.85,-225.0,False,0,,,219.88,
24,2023-06-05T13:37:29Z,218.64,218.64,218.61,-360.0,False,0,,,218.64,
25,2023-06-05T13:37:49Z,219.27,219.32,219.24,713.0,True,1,-219.32,-219.32,219.27,-219.27
26,2023-06-05T13:37:59Z,218.91,218.91,218.84,-1028.0,False,-1,218.84,218.84,218.91,218.91
27,2023-06-05T13:38:28Z,219.5654,219.6,219.52,-901.0,False,0,,,219.56,
28,2023-06-05T13:39:49Z,218.8901,219.01,218.93,1337.0,True,1,-219.01,-219.01,218.89,-218.89
29,2023-06-05T13:40:19Z,219.36,219.37,219.3,-774.0,False,-1,219.3,219.3,219.36,219.36
30,2023-06-05T13:40:59Z,219.595,219.64,219.55,573.0,True,1,-219.64,-219.64,219.59,-219.59
31,2023-06-05T13:41:29Z,219.67,219.73,219.67,800.0,True,0,,,219.67,
32,2023-06-05T13:42:29Z,219.72,219.74,219.69,113.0,True,0,,,219.72,
33,2023-06-05T13:42:59Z,219.6875,219.69,219.65,345.0,True,0,,,219.68,
34,2023-06-05T13:43:49Z,220.47,220.5,220.44,710.0,True,0,,,220.47,
35,2023-06-05T13:44:08Z,220.665,220.69,220.64,-146.0,False,-1,220.64,220.64,220.66,220.66
36,2023-06-05T13:45:09Z,220.7101,220.8,220.71,700.0,True,1,-220.8,-220.8,220.71,-220.71
37,2023-06-05T13:46:19Z,220.79,220.82,220.78,-294.0,False,-1,220.78,220.78,220.79,220.79
38,2023-06-05T13:47:29Z,220.17,220.23,220.17,45.0,True,1,-220.23,-220.23,220.17,-220.17
39,2023-06-05T13:48:19Z,220.188,220.17,220.13,-718.0,False,-1,220.13,220.13,220.18,220.18
40,2023-06-05T13:48:28Z,219.7801,219.84,219.78,1046.0,True,1,-219.84,-219.84,219.78,-219.78
41,2023-06-05T13:48:39Z,219.9899,220.0,219.95,207.0,True,0,,,219.98,
42,2023-06-05T13:48:59Z,219.95,220.0,219.95,725.0,True,0,,,219.95,
43,2023-06-05T13:50:39Z,219.75,219.79,219.75,675.0,True,0,,,219.75,
44,2023-06-05T13:51:18Z,219.095,219.11,219.08,-582.0,False,-1,219.08,219.08,219.09,219.09
45,2023-06-05T13:51:39Z,219.1396,219.14,219.1,613.0,True,1,-219.14,-219.14,219.13,-219.13
46,2023-06-05T13:51:59Z,219.535,219.55,219.51,658.0,True,0,,,219.53,
47,2023-06-05T13:52:09Z,219.33,219.33,219.27,-741.0,False,-1,219.27,219.27,219.33,219.33
48,2023-06-05T13:52:39Z,219.3,219.32,219.28,601.0,True,1,-219.32,-219.32,219.3,-219.3
49,2023-06-05T13:52:59Z,219.0539,219.06,219.02,-167.0,False,-1,219.02,219.02,219.05,219.05
50,2023-06-05T13:53:29Z,218.8218,218.84,218.82,239.0,True,1,-218.84,-218.84,218.82,-218.82
51,2023-06-05T13:54:18Z,218.665,218.68,218.65,415.0,True,0,,,218.66,
52,2023-06-05T13:54:39Z,218.67,218.68,218.64,-596.0,False,-1,218.64,218.64,218.67,218.67
53,2023-06-05T13:56:49Z,219.3076,219.32,219.29,-294.0,False,0,,,219.3,
54,2023-06-05T13:58:29Z,219.3101,219.35,219.31,137.0,True,1,-219.35,-219.35,219.31,-219.31
55,2023-06-05T14:00:49Z,218.5741,218.58,218.51,-1009.0,False,-1,218.51,218.51,218.57,218.57
56,2023-06-05T14:01:09Z,219.18,219.18,219.12,-717.0,False,0,,,219.18,
57,2023-06-05T14:04:48Z,219.7401,219.77,219.74,205.0,True,1,-219.77,-219.77,219.74,-219.74
58,2023-06-05T14:06:29Z,220.1699,220.17,220.13,-344.0,False,-1,220.13,220.13,220.16,220.16
59,2023-06-05T14:11:29Z,219.6199,219.63,219.61,-201.0,False,0,,,219.61,
60,2023-06-05T14:13:18Z,218.878,218.91,218.87,187.0,True,1,-218.91,-218.91,218.87,-218.87
61,2023-06-05T14:13:59Z,218.66,218.69,218.67,118.0,True,0,,,218.66,
62,2023-06-05T14:14:19Z,218.8499,218.85,218.82,-445.0,False,-1,218.82,218.82,218.84,218.84
63,2023-06-05T14:14:49Z,218.4299,218.43,218.37,-499.0,False,0,,,218.42,
64,2023-06-05T14:15:49Z,217.95,217.99,217.95,-200.0,False,0,,,217.95,
65,2023-06-05T14:15:59Z,217.5699,217.56,217.54,-100.0,False,0,,,217.56,
66,2023-06-05T14:16:09Z,217.15,217.19,217.15,100.0,True,1,-217.19,-217.19,217.15,-217.15
67,2023-06-05T14:16:29Z,217.27,217.3,217.25,117.0,True,0,,,217.27,
68,2023-06-05T14:16:49Z,216.97,216.97,216.93,-300.0,False,-1,216.93,216.93,216.97,216.97
69,2023-06-05T14:17:29Z,217.1048,217.11,217.07,312.0,True,1,-217.11,-217.11,217.1,-217.1
70,2023-06-05T14:18:09Z,217.8399,217.84,217.81,-100.0,False,-1,217.81,217.81,217.83,217.83
71,2023-06-05T14:18:29Z,217.64,217.66,217.62,-604.0,False,0,,,217.64,
72,2023-06-05T14:19:19Z,217.6701,217.72,217.65,191.0,True,1,-217.72,-217.72,217.67,-217.67
73,2023-06-05T14:19:29Z,217.8936,217.92,217.89,165.0,True,0,,,217.89,
74,2023-06-05T14:19:39Z,217.8801,217.91,217.88,-556.0,False,-1,217.88,217.88,217.88,217.88
75,2023-06-05T14:19:58Z,217.67,217.68,217.62,105.0,True,1,-217.68,-217.68,217.67,-217.67
76,2023-06-05T14:20:29Z,217.5397,217.56,217.5,-438.0,False,-1,217.5,217.5,217.53,217.53
77,2023-06-05T14:20:49Z,217.225,217.25,217.21,-795.0,False,0,,,217.22,
78,2023-06-05T14:20:59Z,217.15,217.17,217.15,-162.0,False,0,,,217.15,
79,2023-06-05T14:21:29Z,217.8499,217.85,217.78,-592.0,False,0,,,217.84,
80,2023-06-05T14:22:09Z,218.02,218.09,218.02,140.0,True,1,-218.09,-218.09,218.02,-218.02
81,2023-06-05T14:24:49Z,217.3501,217.4,217.35,188.0,True,0,,,217.35,
82,2023-06-05T14:27:39Z,217.15,217.2,217.16,231.0,True,0,,,217.15,
83,2023-06-05T14:29:09Z,217.57,217.58,217.54,335.0,True,0,,,217.57,
84,2023-06-05T14:29:49Z,217.215,217.24,217.19,608.0,True,0,,,217.21,
85,2023-06-05T14:29:58Z,217.165,217.18,217.15,-40.0,False,-1,217.15,217.15,217.16,217.16
86,2023-06-05T14:30:09Z,216.8086,216.84,216.79,749.0,True,1,-216.84,-216.84,216.8,-216.8
