,TradeTime,Last,Ask,Bid,VolumeSum,Sign,Sign Change,Balance Change,Short Balance Change,Rounded Last,Last Balance Change
0,2023-06-07T13:30:19Z,331.65,331.65,331.59,-25.0,False,,,,331.65,
1,2023-06-07T13:30:29Z,331.59,331.63,331.59,-25.0,False,0,,,331.59,
2,2023-06-07T13:30:39Z,332.07,332.13,332.07,-25.0,False,0,,,332.07,
3,2023-06-07T13:30:59Z,332.7,332.73,332.67,-100.0,False,0,,,332.7,
4,2023-06-07T13:31:47Z,332.86,332.91,332.86,920.0,True,1,-332.91,-332.91,332.86,-332.86
5,2023-06-07T13:32:19Z,333.26,333.35,333.29,400.0,True,0,,,333.26,
6,2023-06-07T13:34:49Z,334.1408,334.15,334.12,-208.0,False,-1,334.12,334.12,334.14,334.14
7,2023-06-07T13:34:59Z,334.04,334.1,334.08,103.0,True,1,-334.1,-334.1,334.04,-334.04
8,2023-06-07T13:36:38Z,333.55,333.58,333.53,309.0,True,0,,,333.55,
9,2023-06-07T13:36:48Z,333.6038,333.61,333.55,-529.0,False,-1,333.55,333.55,333.6,333.6
10,2023-06-07T13:36:58Z,333.535,333.57,333.53,827.0,True,1,-333.57,-333.57,333.53,-333.53
11,2023-06-07T13:37:08Z,333.72,333.72,333.68,-348.0,False,-1,333.68,333.68,333.72,333.72
12,2023-06-07T13:40:08Z,333.21,333.27,333.22,915.0,True,1,-333.27,-333.27,333.21,-333.21
13,2023-06-07T13:40:29Z,333.24,333.27,333.21,-214.0,False,-1,333.21,333.21,333.24,333.24
14,2023-06-07T13:40:39Z,333.35,333.4,333.33,401.0,True,1,-333.4,-333.4,333.35,-333.35
15,2023-06-07T13:41:29Z,333.64,333.69,333.63,1350.0,True,0,,,333.64,
16,2023-06-07T13:41:38Z,333.84,333.92,333.86,764.0,True,0,,,333.84,
17,2023-06-07T13:43:08Z,333.98,334.06,334.0,486.0,True,0,,,333.98,
18,2023-06-07T13:43:28Z,334.14,334.16,334.14,477.0,True,0,,,334.14,
19,2023-06-07T13:43:39Z,333.97,334.0,333.97,512.0,True,0,,,333.97,
20,2023-06-07T13:44:18Z,334.16,334.18,334.16,-119.0,False,-1,334.16,334.16,334.16,334.16
21,2023-06-07T13:44:57Z,333.84,333.85,333.83,201.0,True,1,-333.85,-333.85,333.84,-333.84
22,2023-06-07T13:45:07Z,333.922,333.89,333.87,-533.0,False,-1,333.87,333.87,333.92,333.92
23,2023-06-07T13:45:48Z,333.51,333.51,333.46,-200.0,False,0,,,333.51,
24,2023-06-07T13:46:38Z,333.0416,333.07,333.03,-201.0,False,0,,,333.04,
25,2023-06-07T13:46:48Z,333.01,333.04,332.99,-419.0,False,0,,,333.01,
26,2023-06-07T13:48:38Z,332.55,332.49,332.44,-301.0,False,0,,,332.55,
27,2023-06-07T13:48:48Z,332.545,332.57,332.53,-904.0,False,0,,,332.54,
28,2023-06-07T13:49:58Z,331.502,331.54,331.51,-315.0,False,0,,,331.5,
29,2023-06-07T13:53:38Z,331.6355,331.66,331.63,24.0,True,1,-331.66,-331.66,331.63,-331.63
30,2023-06-07T13:54:08Z,331.45,331.48,331.45,109.0,True,0,,,331.45,
31,2023-06-07T13:54:38Z,331.45,331.46,331.44,409.0,True,0,,,331.45,
32,2023-06-07T13:55:48Z,331.22,331.22,331.19,126.0,True,0,,,331.22,
33,2023-06-07T13:55:58Z,331.13,331.15,331.11,312.0,True,0,,,331.13,
34,2023-06-07T13:56:28Z,331.08,331.08,331.07,-211.0,False,-1,331.07,331.07,331.08,331.08
35,2023-06-07T13:56:38Z,330.9617,330.99,330.96,-106.0,False,0,,,330.96,
36,2023-06-07T13:56:48Z,330.86,330.86,330.83,-336.0,False,0,,,330.86,
37,2023-06-07T13:57:28Z,330.63,330.64,330.61,-9.0,False,0,,,330.63,
38,2023-06-07T13:57:38Z,330.69,330.69,330.66,-92.0,False,0,,,330.69,
39,2023-06-07T13:59:28Z,330.53,330.52,330.51,-11.0,False,0,,,330.53,
40,2023-06-07T13:59:49Z,330.59,330.62,330.59,388.0,True,1,-330.62,-330.62,330.59,-330.59
41,2023-06-07T14:00:08Z,330.63,330.64,330.6,-100.0,False,-1,330.6,330.6,330.63,330.63
42,2023-06-07T14:01:18Z,330.31,330.32,330.29,-123.0,False,0,,,330.31,
43,2023-06-07T14:02:08Z,329.8825,329.9,329.88,-117.0,False,0,,,329.88,
44,2023-06-07T14:02:18Z,329.66,329.67,329.65,18.0,True,1,-329.67,-329.67,329.66,-329.66
45,2023-06-07T14:02:28Z,329.7,329.68,329.65,-314.0,False,-1,329.65,329.65,329.7,329.7
46,2023-06-07T14:02:38Z,329.65,329.69,329.64,107.0,True,1,-329.69,-329.69,329.65,-329.65
47,2023-06-07T14:03:48Z,329.33,329.34,329.32,411.0,True,0,,,329.33,
48,2023-06-07T14:03:59Z,329.57,329.58,329.56,-5.0,False,-1,329.56,329.56,329.57,329.57
49,2023-06-07T14:04:39Z,329.2367,329.26,329.23,410.0,True,1,-329.26,-329.26,329.23,-329.23
50,2023-06-07T14:04:48Z,329.35,329.4,329.33,4.0,True,0,,,329.35,
51,2023-06-07T14:05:08Z,329.57,329.65,329.62,929.0,True,0,,,329.57,
52,2023-06-07T14:05:17Z,329.75,329.77,329.73,-208.0,False,-1,329.73,329.73,329.75,329.75
53,2023-06-07T14:05:29Z,329.63,329.65,329.6,115.0,True,1,-329.65,-329.65,329.63,-329.63
54,2023-06-07T14:05:38Z,329.7101,329.74,329.71,215.0,True,0,,,329.71,
55,2023-06-07T14:06:18Z,329.618,329.64,329.63,-100.0,False,-1,329.63,329.63,329.61,329.61
56,2023-06-07T14:06:58Z,329.75,329.75,329.71,-110.0,False,0,,,329.75,
57,2023-06-07T14:07:08Z,329.58,329.6,329.56,113.0,True,1,-329.6,-329.6,329.58,-329.58
58,2023-06-07T14:07:18Z,329.72,329.74,329.72,-7.0,False,-1,329.72,329.72,329.72,329.72
59,2023-06-07T14:09:28Z,329.485,329.5,329.47,-806.0,False,0,,,329.48,
60,2023-06-07T14:11:28Z,329.21,329.25,329.21,115.0,True,1,-329.25,-329.25,329.21,-329.21
61,2023-06-07T14:11:58Z,328.89,328.87,328.85,-923.0,False,-1,328.85,328.85,328.89,328.89
62,2023-06-07T14:12:59Z,328.515,328.59,328.57,607.0,True,1,-328.59,-328.59,328.51,-328.51
63,2023-06-07T14:14:39Z,328.17,328.16,328.13,-100.0,False,-1,328.13,328.13,328.17,328.17
64,2023-06-07T14:14:59Z,328.195,328.21,328.18,24.0,True,1,-328.21,-328.21,328.19,-328.19
65,2023-06-07T14:15:39Z,327.701,327.66,327.64,-418.0,False,-1,327.64,327.64,327.7,327.7
66,2023-06-07T14:16:49Z,327.715,327.72,327.71,734.0,True,1,-327.72,-327.72,327.71,-327.71
67,2023-06-07T14:17:08Z,327.73,327.74,327.71,-36.0,False,-1,327.71,327.71,327.73,327.73
68,2023-06-07T14:17:49Z,327.93,327.94,327.91,-8.0,False,0,,,327.93,
69,2023-06-07T14:18:28Z,328.03,328.08,328.05,225.0,True,1,-328.08,-328.08,328.03,-328.03
70,2023-06-07T14:18:38Z,327.96,327.99,327.96,-20.0,False,-1,327.96,327.96,327.96,327.96
71,2023-06-07T14:19:08Z,327.865,327.89,327.87,219.0,True,1,-327.89,-327.89,327.86,-327.86
72,2023-06-07T14:19:29Z,327.7145,327.72,327.7,-215.0,False,-1,327.7,327.7,327.71,327.71
73,2023-06-07T14:20:18Z,328.21,328.22,328.19,-109.0,False,0,,,328.21,
74,2023-06-07T14:20:29Z,328.1582,328.16,328.13,-6.0,False,0,,,328.15,
75,2023-06-07T14:21:09Z,328.155,328.18,328.15,702.0,True,1,-328.18,-328.18,328.15,-328.15
76,2023-06-07T14:21:19Z,328.15,328.17,328.13,-102.0,False,-1,328.13,328.13,328.15,328.15
77,2023-06-07T14:23:08Z,328.3708,328.31,328.27,-505.0,False,0,,,328.37,
78,2023-06-07T14:24:39Z,328.56,328.57,328.55,623.0,True,1,-328.57,-328.57,328.56,-328.56
79,2023-06-07T14:26:09Z,328.675,328.78,328.74,312.0,True,0,,,328.67,
80,2023-06-07T14:26:38Z,328.581,328.57,328.55,-414.0,False,-1,328.55,328.55,328.58,328.58
81,2023-06-07T14:27:19Z,328.5,328.51,328.49,322.0,True,1,-328.51,-328.51,328.5,-328.5
82,2023-06-07T14:28:57Z,328.7633,328.78,328.75,305.0,True,0,,,328.76,
83,2023-06-07T14:29:17Z,328.7901,328.83,328.8,928.0,True,0,,,328.79,
84,2023-06-07T14:31:49Z,328.83,328.84,328.82,1050.0,True,0,,,328.83,
85,2023-06-07T14:34:49Z,328.4224,328.44,328.42,903.0,True,0,,,328.42,
86,2023-06-07T14:35:29Z,328.18,328.2,328.17,128.0,True,0,,,328.18,
87,2023-06-07T14:35:39Z,328.14,328.16,328.14,100.0,True,0,,,328.14,
88,2023-06-07T14:36:28Z,327.63,327.66,327.63,-317.0,False,-1,327.63,327.63,327.63,327.63
89,2023-06-07T14:36:39Z,327.68,327.71,327.67,110.0,True,1,-327.71,-327.71,327.68,-327.68
90,2023-06-07T14:36:59Z,327.48,327.53,327.5,611.0,True,0,,,327.48,
91,2023-06-07T14:37:49Z,327.41,327.4,327.38,-299.0,False,-1,327.38,327.38,327.41,327.41
