Time,VolumeSum,BUY,SELL,EoH
2023-07-24T19:01:20Z,0.01830000000001064,446.94,446.8,False
2023-07-24T19:01:30Z,-2.1600000000103137,446.92,446.86,False
2023-07-24T19:03:10Z,0.01999999999998181,446.75,446.65,False
2023-07-24T19:04:30Z,1.8600000000000705,446.29,446.18,False
2023-07-24T19:04:40Z,0.039599999999836655,446.22,446.14,False
2023-07-24T19:05:20Z,0.3849999999999909,446.85,446.76,False
2023-07-24T19:05:50Z,-7.380000000007271,446.34,446.27,False
2023-07-24T19:06:30Z,0.13999999999987267,446.5,446.41,False
2023-07-24T19:06:40Z,-21.699999999991462,446.43,446.38,False
2023-07-24T19:07:00Z,6.447800000000541,446.57,446.49,False
2023-07-24T19:07:50Z,-1.999999999998181,446.16,446.07,False
2023-07-24T19:08:00Z,-0.044999999999504325,446.11,446.03,False
2023-07-24T19:08:20Z,0.02250000000003638,446.04,445.88,False
2023-07-24T19:08:50Z,-0.24999999999977263,446.09,446.0,False
2023-07-24T19:09:20Z,-17.947499999996808,446.23,446.14,False
2023-07-24T19:10:40Z,-0.1386000000002241,446.38,446.25,False
2023-07-24T19:11:10Z,0.049500000000080036,446.17,446.04,False
2023-07-24T19:12:20Z,-27.955199999988054,446.05,445.94,False
2023-07-24T19:12:40Z,0.3363000000027796,445.96,445.83,False
2023-07-24T19:16:10Z,2.7375000000006366,445.86,445.74,False
2023-07-24T19:16:50Z,0.31199999999898864,446.16,446.1,False
2023-07-24T19:18:10Z,0.24999999999977263,446.13,446.06,False
2023-07-24T19:20:10Z,-0.8400000000051477,445.65,445.57,False
2023-07-24T19:21:50Z,-0.09900000000016007,445.5,445.4,False
2023-07-24T19:22:00Z,0.2500000000011937,445.48,445.33,False
2023-07-24T19:22:10Z,-6.870000000006769,445.34,445.27,False
2023-07-24T19:23:50Z,0.7920000000012806,445.37,445.23,False
2023-07-24T19:24:40Z,0.8359999999993306,445.35,445.24,False
2023-07-24T19:25:40Z,3.1299999999971533,445.31,445.2,False
2023-07-24T19:26:30Z,-0.13999999999998636,444.8,444.64,False
2023-07-24T19:27:00Z,-25.70749999998725,444.71,444.58,False
2023-07-24T19:28:20Z,-20.90400000000841,444.63,444.57,False
2023-07-24T19:29:10Z,0.1856000000012159,444.24,444.15,False
2023-07-24T19:31:00Z,-1.9800000000032014,444.49,444.38,False
2023-07-24T19:34:40Z,-2.980000000002292,443.93,443.84,False
2023-07-24T19:36:50Z,2.970000000004802,444.42,444.32,False
2023-07-24T19:37:10Z,0.6237000000010084,444.37,444.25,False
2023-07-24T19:39:00Z,-0.16100000000022874,444.57,444.43,False
2023-07-24T19:39:10Z,-4.950000000002319,444.55,444.43,False
2023-07-24T19:40:00Z,10.000000000002274,444.4,444.29,False
2023-07-24T19:40:20Z,-0.10070000000064283,444.6,444.46,False
2023-07-24T19:44:00Z,-15.64500000001118,444.83,444.75,False
2023-07-24T19:45:10Z,-2.9800000000057594,444.89,444.81,False
2023-07-24T19:45:20Z,0.0190000000000623,444.9,444.78,False
2023-07-24T19:45:30Z,-0.2199999999997999,444.94,444.8,False
2023-07-24T19:45:40Z,1.060599999995361,444.93,444.9,False
2023-07-24T19:46:00Z,-13.600000000017758,445.14,445.06,False
2023-07-24T19:47:30Z,12.839999999982865,445.25,445.21,False
2023-07-24T19:49:10Z,-0.32999999999969987,445.37,445.25,False
2023-07-24T19:50:20Z,-0.030000000000313776,444.72,444.65,False
2023-07-24T19:50:30Z,-1.1879999999950996,444.64,444.52,False
2023-07-24T19:51:40Z,0.9999999999990905,444.79,444.69,False
2023-07-24T19:53:30Z,-0.24999999999977263,445.16,445.1,False
2023-07-24T19:54:00Z,-7.999999999992724,444.99,444.93,False
2023-07-24T19:54:30Z,-4.202499999999532,444.62,444.51,False
2023-07-24T19:54:40Z,-2.140000000010218,444.63,444.47,False
2023-07-24T19:55:00Z,2.7000000000052182,444.49,444.33,False
2023-07-24T19:55:30Z,0.03619999999091306,444.75,444.66,False
2023-07-24T19:55:40Z,7.400000000005207,444.8,444.77,False
2023-07-24T19:56:10Z,-0.6783000000007746,445.13,445.07,False
2023-07-24T19:56:50Z,2.0109999999976935,445.34,445.28,False
2023-07-24T19:57:10Z,-19.692999999996346,445.39,445.35,False
2023-07-24T19:57:20Z,-17.999999999989313,445.34,445.27,False
2023-07-24T19:57:30Z,0.3149999999997135,445.42,445.35,False
2023-07-24T19:57:50Z,2.737100000006137,445.36,445.3,False
2023-07-24T19:58:00Z,-3.3999999999969077,445.32,445.25,False
2023-07-24T19:59:50Z,37595.56999999989,446.14,446.08,True
