,_id_x,CurTime,GetTime_x,Symbol,TradeTime,Last,Ask,AskSize,Bid,BidSize,Volume,VWAP,Open,High,Low,PreviousClose,PreviousVolume,NetChange,NetChangePct,_id_y,GetTime_y,EarliestTime,LatestTime,Side,Price,TotalSize,BiggestSize,SmallestSize,NumParticipants,TotalOrderCount,Dif
9411,64809616323df6bf8bf76032,2023-06-07T14:37:10Z,2023-06-07T14:37:09Z,TSLA,2023-06-07T14:37:09Z,228.01,228.03,100.0,228.0,100.0,60309746.0,228.707050094824,228.0,230.82961,225.8,221.31,146911576.0,6.7,0.0303,64809616323df6bf8bf760a6,2023-06-07T14:37:09Z,2023-06-07T14:37:09Z,2023-06-07T14:37:09Z,Ask,227.89,-100.0,100.0,100.0,1.0,1.0,0.12000000000000455
9412,64809616323df6bf8bf76032,2023-06-07T14:37:10Z,2023-06-07T14:37:09Z,TSLA,2023-06-07T14:37:09Z,228.01,228.03,100.0,228.0,100.0,60309746.0,228.707050094824,228.0,230.82961,225.8,221.31,146911576.0,6.7,0.0303,64809616323df6bf8bf760af,2023-06-07T14:37:09Z,2023-06-07T14:37:09Z,2023-06-07T14:37:09Z,Ask,227.9,-100.0,100.0,100.0,1.0,1.0,0.10999999999998522
9413,64809616323df6bf8bf76032,2023-06-07T14:37:10Z,2023-06-07T14:37:09Z,TSLA,2023-06-07T14:37:09Z,228.01,228.03,100.0,228.0,100.0,60309746.0,228.707050094824,228.0,230.82961,225.8,221.31,146911576.0,6.7,0.0303,64809616323df6bf8bf760b4,2023-06-07T14:37:09Z,2023-06-07T14:37:09Z,2023-06-07T14:37:09Z,Ask,227.98,-500.0,200.0,100.0,3.0,3.0,0.030000000000001137
9421,64809620323df6bf8bf760fa,2023-06-07T14:37:20Z,2023-06-07T14:37:19Z,TSLA,2023-06-07T14:37:19Z,227.79,227.79,100.0,227.76,200.0,60406622.0,228.705560593546,228.0,230.82961,225.8,221.31,146911576.0,6.48,0.0293,64809620323df6bf8bf760f4,2023-06-07T14:37:19Z,2023-06-07T14:37:19Z,2023-06-07T14:37:19Z,Bid,227.8,223.0,123.0,100.0,2.0,3.0,0.010000000000019327
9455,6480962a323df6bf8bf761d0,2023-06-07T14:37:30Z,2023-06-07T14:37:29Z,TSLA,2023-06-07T14:37:29Z,227.68,227.68,200.0,227.65,400.0,60511802.0,228.703569238723,228.0,230.82961,225.8,221.31,146911576.0,6.37,0.0288,6480962a323df6bf8bf76234,2023-06-07T14:37:29Z,2023-06-07T14:37:29Z,2023-06-07T14:37:29Z,Ask,227.66,-15.0,15.0,15.0,1.0,1.0,0.020000000000010232
9456,6480962a323df6bf8bf761d0,2023-06-07T14:37:30Z,2023-06-07T14:37:29Z,TSLA,2023-06-07T14:37:29Z,227.68,227.68,200.0,227.65,400.0,60511802.0,228.703569238723,228.0,230.82961,225.8,221.31,146911576.0,6.37,0.0288,6480962a323df6bf8bf7623d,2023-06-07T14:37:29Z,2023-06-07T14:37:29Z,2023-06-07T14:37:29Z,Ask,227.67,-100.0,100.0,100.0,1.0,1.0,0.010000000000019327
9481,64809634323df6bf8bf7629a,2023-06-07T14:37:40Z,2023-06-07T14:37:39Z,TSLA,2023-06-07T14:37:38Z,227.53,227.54,100.0,227.52,300.0,60658638.0,228.700593779536,228.0,230.82961,225.8,221.31,146911576.0,6.22,0.0281,64809634323df6bf8bf7631f,2023-06-07T14:37:39Z,2023-06-07T14:37:39Z,2023-06-07T14:37:39Z,Ask,227.48,-100.0,100.0,100.0,1.0,1.0,0.05000000000001137
9482,64809634323df6bf8bf7629a,2023-06-07T14:37:40Z,2023-06-07T14:37:39Z,TSLA,2023-06-07T14:37:38Z,227.53,227.54,100.0,227.52,300.0,60658638.0,228.700593779536,228.0,230.82961,225.8,221.31,146911576.0,6.22,0.0281,64809634323df6bf8bf76326,2023-06-07T14:37:39Z,2023-06-07T14:37:39Z,2023-06-07T14:37:39Z,Ask,227.49,-100.0,100.0,100.0,1.0,1.0,0.03999999999999204
9504,6480963e323df6bf8bf76374,2023-06-07T14:37:50Z,2023-06-07T14:37:49Z,TSLA,2023-06-07T14:37:49Z,227.525,227.53,300.0,227.52,100.0,60768551.0,228.698208657072,228.0,230.82961,225.8,221.31,146911576.0,6.215,0.0281,6480963e323df6bf8bf763cb,2023-06-07T14:37:49Z,2023-06-07T14:37:49Z,2023-06-07T14:37:49Z,Ask,227.47,-233.0,233.0,233.0,1.0,3.0,0.05500000000000682
9505,6480963e323df6bf8bf76374,2023-06-07T14:37:50Z,2023-06-07T14:37:49Z,TSLA,2023-06-07T14:37:49Z,227.525,227.53,300.0,227.52,100.0,60768551.0,228.698208657072,228.0,230.82961,225.8,221.31,146911576.0,6.215,0.0281,6480963e323df6bf8bf763d4,2023-06-07T14:37:49Z,2023-06-07T14:37:49Z,2023-06-07T14:37:49Z,Ask,227.49,-400.0,400.0,400.0,1.0,1.0,0.03499999999999659
9506,6480963e323df6bf8bf76374,2023-06-07T14:37:50Z,2023-06-07T14:37:49Z,TSLA,2023-06-07T14:37:49Z,227.525,227.53,300.0,227.52,100.0,60768551.0,228.698208657072,228.0,230.82961,225.8,221.31,146911576.0,6.215,0.0281,6480963e323df6bf8bf763de,2023-06-07T14:37:49Z,2023-06-07T14:37:49Z,2023-06-07T14:37:49Z,Ask,227.5,-300.0,300.0,300.0,1.0,1.0,0.025000000000005684
9507,6480963e323df6bf8bf76374,2023-06-07T14:37:50Z,2023-06-07T14:37:49Z,TSLA,2023-06-07T14:37:49Z,227.525,227.53,300.0,227.52,100.0,60768551.0,228.698208657072,228.0,230.82961,225.8,221.31,146911576.0,6.215,0.0281,6480963e323df6bf8bf763e8,2023-06-07T14:37:49Z,2023-06-07T14:37:49Z,2023-06-07T14:37:49Z,Ask,227.51,-100.0,100.0,100.0,1.0,1.0,0.01500000000001478
9518,64809648323df6bf8bf76443,2023-06-07T14:38:00Z,2023-06-07T14:37:59Z,TSLA,2023-06-07T14:37:58Z,227.36,227.37,100.0,227.35,100.0,60878654.0,228.69575542923,228.0,230.82961,225.8,221.31,146911576.0,6.05,0.0273,64809648323df6bf8bf7643d,2023-06-07T14:37:59Z,2023-06-07T14:37:59Z,2023-06-07T14:37:59Z,Bid,227.39,671.0,300.0,100.0,4.0,6.0,0.029999999999972715
9565,6480965c323df6bf8bf765e9,2023-06-07T14:38:20Z,2023-06-07T14:38:19Z,TSLA,2023-06-07T14:38:19Z,227.33,227.36,100.0,227.32,900.0,61094736.0,228.690645621154,228.0,230.82961,225.8,221.31,146911576.0,6.02,0.0272,6480965c323df6bf8bf765e3,2023-06-07T14:38:19Z,2023-06-07T14:38:19Z,2023-06-07T14:38:19Z,Bid,227.34,100.0,100.0,100.0,1.0,1.0,0.009999999999990905
9603,64809666323df6bf8bf766be,2023-06-07T14:38:30Z,2023-06-07T14:38:28Z,TSLA,2023-06-07T14:38:28Z,227.2416,227.26,100.0,227.24,300.0,61180960.0,228.688576097371,228.0,230.82961,225.8,221.31,146911576.0,5.9316,0.0268,64809666323df6bf8bf76722,2023-06-07T14:38:29Z,2023-06-07T14:38:29Z,2023-06-07T14:38:29Z,Ask,227.21,-230.0,130.0,100.0,2.0,4.0,0.03159999999999741
9604,64809666323df6bf8bf766be,2023-06-07T14:38:30Z,2023-06-07T14:38:28Z,TSLA,2023-06-07T14:38:28Z,227.2416,227.26,100.0,227.24,300.0,61180960.0,228.688576097371,228.0,230.82961,225.8,221.31,146911576.0,5.9316,0.0268,64809666323df6bf8bf7672a,2023-06-07T14:38:29Z,2023-06-07T14:38:29Z,2023-06-07T14:38:29Z,Ask,227.23,-300.0,300.0,300.0,1.0,1.0,0.011600000000015598
9690,6480968e323df6bf8bf769e0,2023-06-07T14:39:10Z,2023-06-07T14:39:09Z,TSLA,2023-06-07T14:39:09Z,227.08,227.09,100.0,227.05,300.0,61702026.0,228.674275251467,228.0,230.82961,225.8,221.31,146911576.0,5.77,0.0261,6480968e323df6bf8bf76a59,2023-06-07T14:39:10Z,2023-06-07T14:39:10Z,2023-06-07T14:39:10Z,Ask,227.0,-200.0,100.0,100.0,2.0,2.0,0.0800000000000125
9691,6480968e323df6bf8bf769e0,2023-06-07T14:39:10Z,2023-06-07T14:39:09Z,TSLA,2023-06-07T14:39:09Z,227.08,227.09,100.0,227.05,300.0,61702026.0,228.674275251467,228.0,230.82961,225.8,221.31,146911576.0,5.77,0.0261,6480968e323df6bf8bf76a63,2023-06-07T14:39:10Z,2023-06-07T14:39:10Z,2023-06-07T14:39:10Z,Ask,227.02,-400.0,400.0,400.0,1.0,1.0,0.060000000000002274
9692,6480968e323df6bf8bf769e0,2023-06-07T14:39:10Z,2023-06-07T14:39:09Z,TSLA,2023-06-07T14:39:09Z,227.08,227.09,100.0,227.05,300.0,61702026.0,228.674275251467,228.0,230.82961,225.8,221.31,146911576.0,5.77,0.0261,6480968e323df6bf8bf76a6a,2023-06-07T14:39:10Z,2023-06-07T14:39:10Z,2023-06-07T14:39:10Z,Ask,227.04,-100.0,100.0,100.0,1.0,1.0,0.040000000000020464
9767,648096ac323df6bf8bf76c55,2023-06-07T14:39:40Z,2023-06-07T14:39:39Z,TSLA,2023-06-07T14:39:39Z,227.43,227.44,300.0,227.4,100.0,62057610.0,228.664340395068,228.0,230.82961,225.8,221.31,146911576.0,6.12,0.0277,648096ac323df6bf8bf76ccc,2023-06-07T14:39:39Z,2023-06-07T14:39:39Z,2023-06-07T14:39:39Z,Ask,227.39,-100.0,100.0,100.0,1.0,1.0,0.040000000000020464
9768,648096ac323df6bf8bf76c55,2023-06-07T14:39:40Z,2023-06-07T14:39:39Z,TSLA,2023-06-07T14:39:39Z,227.43,227.44,300.0,227.4,100.0,62057610.0,228.664340395068,228.0,230.82961,225.8,221.31,146911576.0,6.12,0.0277,648096ac323df6bf8bf76cd5,2023-06-07T14:39:39Z,2023-06-07T14:39:39Z,2023-06-07T14:39:39Z,Ask,227.4,-236.0,236.0,236.0,1.0,2.0,0.030000000000001137
9769,648096ac323df6bf8bf76c55,2023-06-07T14:39:40Z,2023-06-07T14:39:39Z,TSLA,2023-06-07T14:39:39Z,227.43,227.44,300.0,227.4,100.0,62057610.0,228.664340395068,228.0,230.82961,225.8,221.31,146911576.0,6.12,0.0277,648096ac323df6bf8bf76cdc,2023-06-07T14:39:39Z,2023-06-07T14:39:39Z,2023-06-07T14:39:39Z,Ask,227.41,-300.0,300.0,300.0,1.0,1.0,0.020000000000010232
9770,648096ac323df6bf8bf76c55,2023-06-07T14:39:40Z,2023-06-07T14:39:39Z,TSLA,2023-06-07T14:39:39Z,227.43,227.44,300.0,227.4,100.0,62057610.0,228.664340395068,228.0,230.82961,225.8,221.31,146911576.0,6.12,0.0277,648096ac323df6bf8bf76ce3,2023-06-07T14:39:39Z,2023-06-07T14:39:39Z,2023-06-07T14:39:39Z,Ask,227.42,-100.0,100.0,100.0,1.0,1.0,0.010000000000019327
9831,648096ca323df6bf8bf76ebe,2023-06-07T14:40:10Z,2023-06-07T14:40:09Z,TSLA,2023-06-07T14:40:09Z,227.82,227.79,300.0,227.75,4300.0,62477047.0,228.656929910838,228.0,230.82961,225.8,221.31,146911576.0,6.51,0.0294,648096ca323df6bf8bf76f1b,2023-06-07T14:40:09Z,2023-06-07T14:40:09Z,2023-06-07T14:40:09Z,Ask,227.78,-240.0,140.0,100.0,2.0,3.0,0.03999999999999204
9832,648096ca323df6bf8bf76ebe,2023-06-07T14:40:10Z,2023-06-07T14:40:09Z,TSLA,2023-06-07T14:40:09Z,227.82,227.79,300.0,227.75,4300.0,62477047.0,228.656929910838,228.0,230.82961,225.8,221.31,146911576.0,6.51,0.0294,648096ca323df6bf8bf76f24,2023-06-07T14:40:09Z,2023-06-07T14:40:09Z,2023-06-07T14:40:09Z,Ask,227.79,-100.0,100.0,100.0,1.0,1.0,0.030000000000001137
9833,648096ca323df6bf8bf76ebe,2023-06-07T14:40:10Z,2023-06-07T14:40:09Z,TSLA,2023-06-07T14:40:09Z,227.82,227.79,300.0,227.75,4300.0,62477047.0,228.656929910838,228.0,230.82961,225.8,221.31,146911576.0,6.51,0.0294,648096ca323df6bf8bf76f2b,2023-06-07T14:40:09Z,2023-06-07T14:40:09Z,2023-06-07T14:40:09Z,Ask,227.8,-400.0,300.0,100.0,2.0,2.0,0.01999999999998181
9864,648096de323df6bf8bf7705d,2023-06-07T14:40:30Z,2023-06-07T14:40:29Z,TSLA,2023-06-07T14:40:29Z,227.63,227.67,100.0,227.63,200.0,62607063.0,228.654674426593,228.0,230.82961,225.8,221.31,146911576.0,6.32,0.0286,648096de323df6bf8bf77057,2023-06-07T14:40:29Z,2023-06-07T14:40:29Z,2023-06-07T14:40:29Z,Bid,227.66,50.0,50.0,50.0,1.0,2.0,0.030000000000001137
9865,648096de323df6bf8bf7705d,2023-06-07T14:40:30Z,2023-06-07T14:40:29Z,TSLA,2023-06-07T14:40:29Z,227.63,227.67,100.0,227.63,200.0,62607063.0,228.654674426593,228.0,230.82961,225.8,221.31,146911576.0,6.32,0.0286,648096de323df6bf8bf77063,2023-06-07T14:40:29Z,2023-06-07T14:40:29Z,2023-06-07T14:40:29Z,Bid,227.65,200.0,200.0,200.0,1.0,1.0,0.020000000000010232
9919,648096f2323df6bf8bf7720c,2023-06-07T14:40:50Z,2023-06-07T14:40:49Z,TSLA,2023-06-07T14:40:49Z,227.4882,227.49,100.0,227.46,100.0,62723543.0,228.652594030241,228.0,230.82961,225.8,221.31,146911576.0,6.1782,0.0279,648096f2323df6bf8bf7726b,2023-06-07T14:40:49Z,2023-06-07T14:40:49Z,2023-06-07T14:40:49Z,Ask,227.46,-27.0,27.0,27.0,1.0,1.0,0.028199999999998226
9932,648096fc323df6bf8bf772d6,2023-06-07T14:41:00Z,2023-06-07T14:40:59Z,TSLA,2023-06-07T14:40:59Z,227.4281,227.43,100.0,227.41,100.0,62799559.0,228.650958874876,228.0,230.82961,225.8,221.31,146911576.0,6.1181,0.0276,648096fc323df6bf8bf772d0,2023-06-07T14:40:59Z,2023-06-07T14:40:59Z,2023-06-07T14:40:59Z,Bid,227.54,166.0,100.0,66.0,2.0,4.0,0.11189999999999145
9933,648096fc323df6bf8bf772d6,2023-06-07T14:41:00Z,2023-06-07T14:40:59Z,TSLA,2023-06-07T14:40:59Z,227.4281,227.43,100.0,227.41,100.0,62799559.0,228.650958874876,228.0,230.82961,225.8,221.31,146911576.0,6.1181,0.0276,648096fc323df6bf8bf772dd,2023-06-07T14:40:59Z,2023-06-07T14:40:59Z,2023-06-07T14:40:59Z,Bid,227.53,200.0,100.0,100.0,2.0,2.0,0.10190000000000055
9934,648096fc323df6bf8bf772d6,2023-06-07T14:41:00Z,2023-06-07T14:40:59Z,TSLA,2023-06-07T14:40:59Z,227.4281,227.43,100.0,227.41,100.0,62799559.0,228.650958874876,228.0,230.82961,225.8,221.31,146911576.0,6.1181,0.0276,648096fc323df6bf8bf772ed,2023-06-07T14:40:59Z,2023-06-07T14:40:59Z,2023-06-07T14:40:59Z,Bid,227.48,100.0,100.0,100.0,1.0,1.0,0.05189999999998918
9935,648096fc323df6bf8bf772d6,2023-06-07T14:41:00Z,2023-06-07T14:40:59Z,TSLA,2023-06-07T14:40:59Z,227.4281,227.43,100.0,227.41,100.0,62799559.0,228.650958874876,228.0,230.82961,225.8,221.31,146911576.0,6.1181,0.0276,648096fc323df6bf8bf772f7,2023-06-07T14:40:59Z,2023-06-07T14:40:59Z,2023-06-07T14:40:59Z,Bid,227.47,100.0,100.0,100.0,1.0,1.0,0.04189999999999827
9982,64809710323df6bf8bf77475,2023-06-07T14:41:20Z,2023-06-07T14:41:19Z,TSLA,2023-06-07T14:41:19Z,227.525,227.57,100.0,227.55,100.0,62959465.0,228.647772660237,228.0,230.82961,225.8,221.31,146911576.0,6.215,0.0281,64809710323df6bf8bf7746f,2023-06-07T14:41:19Z,2023-06-07T14:41:19Z,2023-06-07T14:41:19Z,Bid,227.54,126.0,126.0,126.0,1.0,2.0,0.014999999999986358
10042,64809724323df6bf8bf77626,2023-06-07T14:41:40Z,2023-06-07T14:41:39Z,TSLA,2023-06-07T14:41:39Z,227.83,227.84,300.0,227.81,200.0,63145103.0,228.644698801628,228.0,230.82961,225.8,221.31,146911576.0,6.52,0.0295,64809724323df6bf8bf77682,2023-06-07T14:41:39Z,2023-06-07T14:41:39Z,2023-06-07T14:41:39Z,Ask,227.78,-156.0,100.0,56.0,2.0,3.0,0.05000000000001137
10043,64809724323df6bf8bf77626,2023-06-07T14:41:40Z,2023-06-07T14:41:39Z,TSLA,2023-06-07T14:41:39Z,227.83,227.84,300.0,227.81,200.0,63145103.0,228.644698801628,228.0,230.82961,225.8,221.31,146911576.0,6.52,0.0295,64809724323df6bf8bf7768b,2023-06-07T14:41:39Z,2023-06-07T14:41:39Z,2023-06-07T14:41:39Z,Ask,227.81,-500.0,500.0,500.0,1.0,1.0,0.020000000000010232
10065,6480972e323df6bf8bf776f1,2023-06-07T14:41:50Z,2023-06-07T14:41:49Z,TSLA,2023-06-07T14:41:49Z,228.04,228.04,200.0,228.0,100.0,63265613.0,228.643225774794,228.0,230.82961,225.8,221.31,146911576.0,6.73,0.0304,6480972e323df6bf8bf7776e,2023-06-07T14:41:49Z,2023-06-07T14:41:49Z,2023-06-07T14:41:49Z,Ask,228.02,-49.0,49.0,49.0,1.0,4.0,0.01999999999998181
10066,6480972e323df6bf8bf776f1,2023-06-07T14:41:50Z,2023-06-07T14:41:49Z,TSLA,2023-06-07T14:41:49Z,228.04,228.04,200.0,228.0,100.0,63265613.0,228.643225774794,228.0,230.82961,225.8,221.31,146911576.0,6.73,0.0304,6480972e323df6bf8bf77779,2023-06-07T14:41:49Z,2023-06-07T14:41:49Z,2023-06-07T14:41:49Z,Ask,228.03,-800.0,400.0,100.0,3.0,3.0,0.009999999999990905
10152,64809756323df6bf8bf77a2e,2023-06-07T14:42:30Z,2023-06-07T14:42:29Z,TSLA,2023-06-07T14:42:29Z,227.72,227.75,100.0,227.71,100.0,63707830.0,228.638585010397,228.0,230.82961,225.8,221.31,146911576.0,6.41,0.029,64809756323df6bf8bf77a28,2023-06-07T14:42:29Z,2023-06-07T14:42:29Z,2023-06-07T14:42:29Z,Bid,227.76,18.0,18.0,18.0,1.0,1.0,0.03999999999999204
10153,64809756323df6bf8bf77a2e,2023-06-07T14:42:30Z,2023-06-07T14:42:29Z,TSLA,2023-06-07T14:42:29Z,227.72,227.75,100.0,227.71,100.0,63707830.0,228.638585010397,228.0,230.82961,225.8,221.31,146911576.0,6.41,0.029,64809756323df6bf8bf77a39,2023-06-07T14:42:29Z,2023-06-07T14:42:29Z,2023-06-07T14:42:29Z,Bid,227.75,200.0,100.0,100.0,2.0,2.0,0.030000000000001137
10177,64809760323df6bf8bf77afa,2023-06-07T14:42:40Z,2023-06-07T14:42:39Z,TSLA,2023-06-07T14:42:39Z,227.635,227.65,100.0,227.62,400.0,63761435.0,228.637761757222,228.0,230.82961,225.8,221.31,146911576.0,6.325,0.0286,64809760323df6bf8bf77af4,2023-06-07T14:42:39Z,2023-06-07T14:42:39Z,2023-06-07T14:42:39Z,Bid,227.67,151.0,100.0,51.0,2.0,3.0,0.03499999999999659
10178,64809760323df6bf8bf77afa,2023-06-07T14:42:40Z,2023-06-07T14:42:39Z,TSLA,2023-06-07T14:42:39Z,227.635,227.65,100.0,227.62,400.0,63761435.0,228.637761757222,228.0,230.82961,225.8,221.31,146911576.0,6.325,0.0286,64809760323df6bf8bf77b02,2023-06-07T14:42:39Z,2023-06-07T14:42:39Z,2023-06-07T14:42:39Z,Bid,227.65,100.0,100.0,100.0,1.0,1.0,0.01500000000001478
10236,64809774323df6bf8bf77c93,2023-06-07T14:43:00Z,2023-06-07T14:42:58Z,TSLA,2023-06-07T14:42:58Z,227.3701,227.4,100.0,227.37,100.0,63907771.0,228.635017767916,228.0,230.82961,225.8,221.31,146911576.0,6.0601,0.0274,64809774323df6bf8bf77d03,2023-06-07T14:42:59Z,2023-06-07T14:42:59Z,2023-06-07T14:42:59Z,Ask,227.32,-21.0,21.0,21.0,1.0,2.0,0.05010000000001469
10237,64809774323df6bf8bf77c93,2023-06-07T14:43:00Z,2023-06-07T14:42:58Z,TSLA,2023-06-07T14:42:58Z,227.3701,227.4,100.0,227.37,100.0,63907771.0,228.635017767916,228.0,230.82961,225.8,221.31,146911576.0,6.0601,0.0274,64809774323df6bf8bf77d09,2023-06-07T14:42:59Z,2023-06-07T14:42:59Z,2023-06-07T14:42:59Z,Ask,227.35,-300.0,300.0,300.0,1.0,1.0,0.02010000000001355
10238,64809774323df6bf8bf77c93,2023-06-07T14:43:00Z,2023-06-07T14:42:58Z,TSLA,2023-06-07T14:42:58Z,227.3701,227.4,100.0,227.37,100.0,63907771.0,228.635017767916,228.0,230.82961,225.8,221.31,146911576.0,6.0601,0.0274,64809774323df6bf8bf77d12,2023-06-07T14:42:59Z,2023-06-07T14:42:59Z,2023-06-07T14:42:59Z,Ask,227.36,-100.0,100.0,100.0,1.0,1.0,0.010099999999994225
10251,6480977e323df6bf8bf77d60,2023-06-07T14:43:10Z,2023-06-07T14:43:09Z,TSLA,2023-06-07T14:43:09Z,227.4,227.42,100.0,227.4,100.0,64078590.0,228.631144395825,228.0,230.82961,225.8,221.31,146911576.0,6.09,0.0275,6480977e323df6bf8bf77d5a,2023-06-07T14:43:09Z,2023-06-07T14:43:09Z,2023-06-07T14:43:09Z,Bid,227.41,70.0,70.0,70.0,1.0,1.0,0.009999999999990905
10277,64809788323df6bf8bf77e30,2023-06-07T14:43:20Z,2023-06-07T14:43:19Z,TSLA,2023-06-07T14:43:19Z,227.66,227.67,100.0,227.64,100.0,64161291.0,228.629604110504,228.0,230.82961,225.8,221.31,146911576.0,6.35,0.0287,64809788323df6bf8bf77e2a,2023-06-07T14:43:19Z,2023-06-07T14:43:19Z,2023-06-07T14:43:19Z,Bid,227.72,300.0,200.0,100.0,2.0,2.0,0.060000000000002274
10278,64809788323df6bf8bf77e30,2023-06-07T14:43:20Z,2023-06-07T14:43:19Z,TSLA,2023-06-07T14:43:19Z,227.66,227.67,100.0,227.64,100.0,64161291.0,228.629604110504,228.0,230.82961,225.8,221.31,146911576.0,6.35,0.0287,64809788323df6bf8bf77e35,2023-06-07T14:43:19Z,2023-06-07T14:43:19Z,2023-06-07T14:43:19Z,Bid,227.68,11.0,11.0,11.0,1.0,1.0,0.020000000000010232
10365,648097a6323df6bf8bf7809b,2023-06-07T14:43:50Z,2023-06-07T14:43:49Z,TSLA,2023-06-07T14:43:49Z,227.475,227.49,100.0,227.46,300.0,64298573.0,228.627141141843,228.0,230.82961,225.8,221.31,146911576.0,6.165,0.0279,648097a6323df6bf8bf78114,2023-06-07T14:43:49Z,2023-06-07T14:43:49Z,2023-06-07T14:43:49Z,Ask,227.44,-200.0,100.0,100.0,2.0,2.0,0.03499999999999659
10377,648097b0323df6bf8bf78165,2023-06-07T14:44:00Z,2023-06-07T14:43:59Z,TSLA,2023-06-07T14:43:58Z,227.41,227.41,100.0,227.4,400.0,64339537.0,228.626336945601,228.0,230.82961,225.8,221.31,146911576.0,6.1,0.0276,648097b0323df6bf8bf7815f,2023-06-07T14:43:59Z,2023-06-07T14:43:59Z,2023-06-07T14:43:59Z,Bid,227.47,268.0,168.0,100.0,2.0,3.0,0.060000000000002274
10378,648097b0323df6bf8bf78165,2023-06-07T14:44:00Z,2023-06-07T14:43:59Z,TSLA,2023-06-07T14:43:58Z,227.41,227.41,100.0,227.4,400.0,64339537.0,228.626336945601,228.0,230.82961,225.8,221.31,146911576.0,6.1,0.0276,648097b0323df6bf8bf7816f,2023-06-07T14:43:59Z,2023-06-07T14:43:59Z,2023-06-07T14:43:59Z,Bid,227.46,300.0,200.0,100.0,2.0,2.0,0.05000000000001137
10379,648097b0323df6bf8bf78165,2023-06-07T14:44:00Z,2023-06-07T14:43:59Z,TSLA,2023-06-07T14:43:58Z,227.41,227.41,100.0,227.4,400.0,64339537.0,228.626336945601,228.0,230.82961,225.8,221.31,146911576.0,6.1,0.0276,648097b0323df6bf8bf78176,2023-06-07T14:43:59Z,2023-06-07T14:43:59Z,2023-06-07T14:43:59Z,Bid,227.45,100.0,100.0,100.0,1.0,1.0,0.03999999999999204
10413,648097ba323df6bf8bf78234,2023-06-07T14:44:10Z,2023-06-07T14:44:09Z,TSLA,2023-06-07T14:44:09Z,227.095,227.11,100.0,227.08,4100.0,64446557.0,228.623817976685,228.0,230.82961,225.8,221.31,146911576.0,5.785,0.0261,648097ba323df6bf8bf782ab,2023-06-07T14:44:09Z,2023-06-07T14:44:09Z,2023-06-07T14:44:09Z,Ask,226.99,-16.0,16.0,16.0,1.0,1.0,0.10499999999998977
10414,648097ba323df6bf8bf78234,2023-06-07T14:44:10Z,2023-06-07T14:44:09Z,TSLA,2023-06-07T14:44:09Z,227.095,227.11,100.0,227.08,4100.0,64446557.0,228.623817976685,228.0,230.82961,225.8,221.31,146911576.0,5.785,0.0261,648097ba323df6bf8bf782b4,2023-06-07T14:44:09Z,2023-06-07T14:44:09Z,2023-06-07T14:44:09Z,Ask,227.01,-100.0,100.0,100.0,1.0,1.0,0.08500000000000796
10415,648097ba323df6bf8bf78234,2023-06-07T14:44:10Z,2023-06-07T14:44:09Z,TSLA,2023-06-07T14:44:09Z,227.095,227.11,100.0,227.08,4100.0,64446557.0,228.623817976685,228.0,230.82961,225.8,221.31,146911576.0,5.785,0.0261,648097ba323df6bf8bf782bb,2023-06-07T14:44:09Z,2023-06-07T14:44:09Z,2023-06-07T14:44:09Z,Ask,227.02,-400.0,400.0,400.0,1.0,1.0,0.07499999999998863
10440,648097c4323df6bf8bf78302,2023-06-07T14:44:20Z,2023-06-07T14:44:19Z,TSLA,2023-06-07T14:44:19Z,227.1024,227.11,200.0,227.1,100.0,64587629.0,228.620187477539,228.0,230.82961,225.8,221.31,146911576.0,5.7924,0.0262,648097c4323df6bf8bf78377,2023-06-07T14:44:19Z,2023-06-07T14:44:19Z,2023-06-07T14:44:19Z,Ask,227.07,-139.0,100.0,39.0,2.0,4.0,0.032399999999995543
10453,648097ce323df6bf8bf783d7,2023-06-07T14:44:30Z,2023-06-07T14:44:29Z,TSLA,2023-06-07T14:44:29Z,227.0,227.04,100.0,227.01,100.0,64716386.0,228.616539443541,228.0,230.82961,225.8,221.31,146911576.0,5.69,0.0257,648097ce323df6bf8bf783d1,2023-06-07T14:44:29Z,2023-06-07T14:44:29Z,2023-06-07T14:44:29Z,Bid,227.03,140.0,100.0,40.0,2.0,2.0,0.030000000000001137
10454,648097ce323df6bf8bf783d7,2023-06-07T14:44:30Z,2023-06-07T14:44:29Z,TSLA,2023-06-07T14:44:29Z,227.0,227.04,100.0,227.01,100.0,64716386.0,228.616539443541,228.0,230.82961,225.8,221.31,146911576.0,5.69,0.0257,648097ce323df6bf8bf783dd,2023-06-07T14:44:29Z,2023-06-07T14:44:29Z,2023-06-07T14:44:29Z,Bid,227.01,300.0,300.0,300.0,1.0,1.0,0.009999999999990905
10502,648097e2323df6bf8bf7856f,2023-06-07T14:44:50Z,2023-06-07T14:44:49Z,TSLA,2023-06-07T14:44:49Z,226.8699,226.87,100.0,226.86,1500.0,64921336.0,228.611264330505,228.0,230.82961,225.8,221.31,146911576.0,5.5599,0.0251,648097e2323df6bf8bf78569,2023-06-07T14:44:49Z,2023-06-07T14:44:49Z,2023-06-07T14:44:49Z,Bid,226.92,257.0,200.0,57.0,2.0,3.0,0.05009999999998627
