Symbol,Last,Ask,AskSize,Bid,BidSize,Volume,TradeTime
TSLA,200.04,200.05,200,199.98,100,5152257,2023-05-30T13:28:49Z
TSLA,,200.01,300,199.97,,5152643,
TSLA,,,,200,200,5152658,
TSLA,199.9,199.9,6400,199.86,,5157676,2023-05-30T13:28:52Z
TSLA,199.87,,5600,199.87,1900,5158829,2023-05-30T13:28:53Z
TSLA,199.9,200,2100,199.9,1100,5164503,2023-05-30T13:28:54Z
TSLA,,,,199.91,1500,5164555,
TSLA,,,2200,,,5164596,
TSLA,,,,199.92,2000,5164598,
TSLA,,,2100,199.93,1500,5164700,
TSLA,,,,199.94,,5164751,
TSLA,,,,199.95,,5164752,
TSLA,,,,199.96,1400,5164767,
TSLA,199.99,,2000,199.97,1500,5165000,2023-05-30T13:29:05Z
TSLA,199.98,,1900,199.98,1000,5165314,2023-05-30T13:29:06Z
TSLA,199.99,,1800,199.94,500,5166513,2023-05-30T13:29:07Z
TSLA,,,1900,199.97,,5166524,
TSLA,,,,,100,5166556,
TSLA,200.01,200.05,100,200.02,,5169205,2023-05-30T13:29:10Z
TSLA,200.04,200.04,1000,200,,5170890,2023-05-30T13:29:11Z
TSLA,200.1,200.12,100,,200,5172093,2023-05-30T13:29:12Z
TSLA,,,,,,5172230,
TSLA,,,,,1600,5172552,
TSLA,,,,,,5172691,
TSLA,,200.11,500,,,5172729,
TSLA,,200.1,1000,200.04,100,5173731,2023-05-30T13:29:17Z
TSLA,200.11,200.11,300,200.01,,5174221,2023-05-30T13:29:18Z
TSLA,,200.1,100,,,5174301,
TSLA,,200.11,300,,,5174449,
TSLA,,200.1,100,,,5174649,
TSLA,200.1,200.11,200,200.05,,5175508,2023-05-30T13:29:21Z
TSLA,200.05,,,,,5175854,2023-05-30T13:29:23Z
TSLA,200.12,200.12,100,,200,5176278,2023-05-30T13:29:24Z
TSLA,,200.2,200,,100,5176666,
TSLA,,,300,,,5177096,
TSLA,,,,200.1,,5177097,
TSLA,,200.19,100,,,5177132,
TSLA,,,,,,5177222,
TSLA,,,,,,5177248,
TSLA,200.1,200.2,600,200.08,,5177778,2023-05-30T13:29:31Z
TSLA,,,,,200,5177786,
TSLA,,,,,,5177788,
TSLA,,,,,,5177840,
TSLA,,200.19,100,,100,5177946,
TSLA,200.08,200.08,,200.06,1500,5178381,2023-05-30T13:29:36Z
TSLA,,200.19,,,,5178553,2023-05-30T13:29:37Z
TSLA,200.064,200.12,900,,1400,5178655,2023-05-30T13:29:38Z
TSLA,,200.11,200,,1100,5179159,2023-05-30T13:29:39Z
TSLA,,,,,,5179160,
TSLA,,,,,,5179166,
TSLA,200.07,,,,300,5180317,2023-05-30T13:29:42Z
TSLA,200.05,,,200.05,100,5181380,2023-05-30T13:29:43Z
TSLA,,,,200.06,,5181928,2023-05-30T13:29:44Z
TSLA,,,100,200.05,,5182080,
TSLA,200.12,200.12,200,200.11,,5183261,2023-05-30T13:29:45Z
TSLA,200.2,200.2,600,,,5184030,2023-05-30T13:29:47Z
TSLA,,,,,,5184280,
TSLA,200.11,200.12,100,200.05,,5184802,2023-05-30T13:29:49Z
TSLA,,,,,,5184840,
TSLA,200.05,200.11,,,,5185940,2023-05-30T13:29:51Z
TSLA,,,,,,5185954,
TSLA,,,,,,5186085,2023-05-30T13:29:52Z
TSLA,,200.05,,200.01,,5186432,
TSLA,,200.11,,,,5186537,
TSLA,,,,,,5186541,
TSLA,200.1,,,,,5187186,2023-05-30T13:29:56Z
TSLA,200.01,200.19,,,,5187733,2023-05-30T13:29:58Z
