Symbol,Last,Ask,AskSize,Bid,BidSize,Volume,TradeTime
GOOGL,,,,,,34925725,2023-05-31T20:04:55Z
GOOGL,,,200,,,34925729,
GOOGL,,,100,123.03,200,,
GOOGL,,123.11,200,,,,
GOOGL,,,,,,34936113,2023-05-31T20:05:03Z
GOOGL,,,,,,34944056,2023-05-31T20:05:05Z
GOOGL,,,,,,34977282,2023-05-31T20:05:09Z
GOOGL,,,,,,34977783,2023-05-31T20:05:11Z
GOOGL,,,,123.02,300,,
GOOGL,,,,,,35006904,2023-05-31T20:05:13Z
GOOGL,,,,123.04,200,,
GOOGL,,,,,100,35008219,2023-05-31T20:05:20Z
GOOGL,,,,,,35008388,2023-05-31T20:05:22Z
GOOGL,,123.08,300,123.02,200,35008483,
GOOGL,,,,,300,,
GOOGL,,,,,,35008484,
GOOGL,,,,,,35014254,2023-05-31T20:05:28Z
GOOGL,,,,,,35016331,2023-05-31T20:05:31Z
GOOGL,,,,,,35021875,2023-05-31T20:05:35Z
GOOGL,,,,,,35022288,2023-05-31T20:05:36Z
GOOGL,,,,,,35029226,2023-05-31T20:05:38Z
GOOGL,,,,,,35039075,2023-05-31T20:05:39Z
GOOGL,,,,,,35040810,2023-05-31T20:05:41Z
GOOGL,,,,,,35040812,
GOOGL,,,,,,35041112,2023-05-31T20:05:45Z
GOOGL,,,,,,35211793,2023-05-31T20:05:46Z
GOOGL,,,200,,,35211837,
GOOGL,,,,,,35214270,2023-05-31T20:05:49Z
GOOGL,,,,,,35219704,2023-05-31T20:05:50Z
GOOGL,,,,,,35414775,2023-05-31T20:05:52Z
GOOGL,,,,,,35421765,2023-05-31T20:05:54Z
GOOGL,,,,,,35421791,
GOOGL,,,,,,35428035,2023-05-31T20:05:57Z
GOOGL,,,,,,35485547,2023-05-31T20:06:00Z
GOOGL,,,,,,35487037,
GOOGL,,,,,,35487066,
GOOGL,,,,,,35531066,2023-05-31T20:06:04Z
GOOGL,,,,,,35531892,2023-05-31T20:06:06Z
GOOGL,,,,,,35531914,
GOOGL,,,,,,35537235,2023-05-31T20:06:07Z
GOOGL,,,,,,35537237,
GOOGL,,,,,,35537238,
GOOGL,,,,,,35537239,
GOOGL,,,,,,35537259,
GOOGL,123.08,123.14,100,123.11,,35537664,2023-05-31T20:06:26Z
GOOGL,123.12,123.13,,123.05,200,35538086,
GOOGL,,,,,,35538088,
GOOGL,,,,,100,35538100,
GOOGL,,123.11,300,,,,
GOOGL,,,,,,35538101,
GOOGL,122.96,123.05,,122.96,,35538855,2023-05-31T20:06:53Z
GOOGL,,,200,123,300,35538877,
GOOGL,,,,,,35538893,
GOOGL,,,,123.01,100,,
GOOGL,,,,,200,35538894,
GOOGL,123.01,,,123,,35539394,2023-05-31T20:06:59Z
GOOGL,,,,,,35539435,
GOOGL,123,,,122.97,,35540235,2023-05-31T20:07:06Z
GOOGL,,122.99,100,122.92,,,
GOOGL,,,,,,35540237,
GOOGL,,122.98,200,,,,
GOOGL,,,,,,35540238,
GOOGL,122.95,122.97,300,122.9,,35542464,2023-05-31T20:07:27Z
GOOGL,,,,122.91,100,35542514,
GOOGL,,,,,200,,
GOOGL,,,,122.9,300,35542533,
GOOGL,,122.9,100,122.85,,35542681,
GOOGL,122.87,,,,,35550448,2023-05-31T20:07:35Z
GOOGL,,122.88,300,122.79,100,35550590,
GOOGL,,,,,,35550591,
GOOGL,,122.86,,122.74,200,35800791,2023-05-31T20:07:44Z
GOOGL,,,,122.78,100,,
GOOGL,,122.84,400,122.77,300,,
GOOGL,,,300,,,,
GOOGL,,,,,,35800796,
GOOGL,,122.82,,122.75,,35800797,
GOOGL,,,,,,35800800,
GOOGL,,,,,,35800802,
GOOGL,,,,,,35800804,
GOOGL,,,,,,35800806,
GOOGL,,,,,,35800808,
GOOGL,122.8194,,,,,35801308,2023-05-31T20:08:29Z
GOOGL,122.82,,200,,,35801518,2023-05-31T20:08:40Z
GOOGL,122.84,122.96,100,122.82,,35801938,2023-05-31T20:08:46Z
GOOGL,,,,,,35801939,
GOOGL,,,,,,35801954,
GOOGL,,,,,,35801957,
GOOGL,,,,,,35801958,
GOOGL,122.99,122.98,300,122.91,200,35802209,2023-05-31T20:09:12Z
GOOGL,122.98,,,,300,35802419,
GOOGL,,,200,,,35802629,2023-05-31T20:09:13Z
GOOGL,,,300,,,,
GOOGL,,122.96,,,,,
GOOGL,,122.92,,122.87,,35802651,
GOOGL,,122.91,100,,,,
GOOGL,122.87,,,,,35852867,2023-05-31T20:09:46Z
GOOGL,,122.92,300,,,,
GOOGL,,122.91,100,,,,
GOOGL,,,,,,35852868,
GOOGL,,122.92,300,,,,
GOOGL,122.8823,,,,,35854569,2023-05-31T20:10:00Z
GOOGL,,,,,,35861056,2023-05-31T20:10:02Z
GOOGL,,,,,,35861065,
GOOGL,,,,,,35861071,
GOOGL,,,,,,35861081,
GOOGL,122.87,,,,,35865689,2023-05-31T20:10:50Z
GOOGL,,,,122.88,100,,
GOOGL,,,,,,35865690,
GOOGL,,,,,,35865691,
GOOGL,,,,,,35865701,
