,Buy Threshold,Sell Threshold,2023-06-08,2023-06-09,2023-06-12,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-20,2023-06-21,2023-06-22,2023-06-23,Sum
4593,0.024999999999999994,-0.21500000000000002,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,1.3299999999999557,0.1199999999999477,0.08000000000004093,0.7199999999999704,2.6299999999999955,1.089999999999975,-3.9399999999999977,4.199999999999875
4591,0.024999999999999994,-0.20500000000000002,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,1.3299999999999557,0.1199999999999477,0.08000000000004093,0.7199999999999704,2.6299999999999955,1.089999999999975,-3.9399999999999977,4.199999999999875
4588,0.024999999999999994,-0.19,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,1.3299999999999557,0.1199999999999477,0.08000000000004093,0.7199999999999704,2.6299999999999955,1.089999999999975,-3.9399999999999977,4.199999999999875
4589,0.024999999999999994,-0.195,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,1.3299999999999557,0.1199999999999477,0.08000000000004093,0.7199999999999704,2.6299999999999955,1.089999999999975,-3.9399999999999977,4.199999999999875
4597,0.024999999999999994,-0.235,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,1.3299999999999557,0.1199999999999477,0.08000000000004093,0.7199999999999704,2.6299999999999955,1.089999999999975,-3.9399999999999977,4.199999999999875
4596,0.024999999999999994,-0.22999999999999998,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,1.3299999999999557,0.1199999999999477,0.08000000000004093,0.7199999999999704,2.6299999999999955,1.089999999999975,-3.9399999999999977,4.199999999999875
4595,0.024999999999999994,-0.22499999999999998,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,1.3299999999999557,0.1199999999999477,0.08000000000004093,0.7199999999999704,2.6299999999999955,1.089999999999975,-3.9399999999999977,4.199999999999875
4594,0.024999999999999994,-0.21999999999999997,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,1.3299999999999557,0.1199999999999477,0.08000000000004093,0.7199999999999704,2.6299999999999955,1.089999999999975,-3.9399999999999977,4.199999999999875
4590,0.024999999999999994,-0.2,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,1.3299999999999557,0.1199999999999477,0.08000000000004093,0.7199999999999704,2.6299999999999955,1.089999999999975,-3.9399999999999977,4.199999999999875
4592,0.024999999999999994,-0.21000000000000002,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,1.3299999999999557,0.1199999999999477,0.08000000000004093,0.7199999999999704,2.6299999999999955,1.089999999999975,-3.9399999999999977,4.199999999999875
4574,0.024999999999999994,-0.12,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,0.5999999999997954,0.1199999999999477,0.08000000000004093,0.4499999999999318,2.6299999999999955,1.089999999999975,-3.1299999999999955,4.009999999999678
4573,0.024999999999999994,-0.11499999999999999,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,0.5999999999997954,0.1199999999999477,0.08000000000004093,0.4499999999999318,2.6299999999999955,1.089999999999975,-3.1299999999999955,4.009999999999678
4584,0.024999999999999994,-0.16999999999999998,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,0.9099999999998829,0.1199999999999477,0.08000000000004093,0.7199999999999704,2.6299999999999955,1.089999999999975,-3.9399999999999977,3.779999999999802
4585,0.024999999999999994,-0.175,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,0.9099999999998829,0.1199999999999477,0.08000000000004093,0.7199999999999704,2.6299999999999955,1.089999999999975,-3.9399999999999977,3.779999999999802
4586,0.024999999999999994,-0.18,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,0.9099999999998829,0.1199999999999477,0.08000000000004093,0.7199999999999704,2.6299999999999955,1.089999999999975,-3.9399999999999977,3.779999999999802
4583,0.024999999999999994,-0.16499999999999998,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,0.9099999999998829,0.1199999999999477,0.08000000000004093,0.7199999999999704,2.6299999999999955,1.089999999999975,-3.9399999999999977,3.779999999999802
4582,0.024999999999999994,-0.15999999999999998,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,0.9099999999998829,0.1199999999999477,0.08000000000004093,0.7199999999999704,2.6299999999999955,1.089999999999975,-3.9399999999999977,3.779999999999802
4580,0.024999999999999994,-0.15000000000000002,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,0.41999999999993065,0.1199999999999477,0.08000000000004093,0.7199999999999704,2.6299999999999955,1.089999999999975,-3.490000000000009,3.7399999999998386
4397,0.035,-0.235,0.28000000000000114,-1.4800000000000182,1.0,1.1800000000000068,1.4399999999999693,0.1199999999999477,0.10000000000002274,0.7199999999999704,3.2099999999999795,1.0299999999999727,-3.9399999999999977,3.6599999999998545
4391,0.035,-0.20500000000000002,0.28000000000000114,-1.4800000000000182,1.0,1.1800000000000068,1.4399999999999693,0.1199999999999477,0.10000000000002274,0.7199999999999704,3.2099999999999795,1.0299999999999727,-3.9399999999999977,3.6599999999998545
4396,0.035,-0.22999999999999998,0.28000000000000114,-1.4800000000000182,1.0,1.1800000000000068,1.4399999999999693,0.1199999999999477,0.10000000000002274,0.7199999999999704,3.2099999999999795,1.0299999999999727,-3.9399999999999977,3.6599999999998545
4394,0.035,-0.21999999999999997,0.28000000000000114,-1.4800000000000182,1.0,1.1800000000000068,1.4399999999999693,0.1199999999999477,0.10000000000002274,0.7199999999999704,3.2099999999999795,1.0299999999999727,-3.9399999999999977,3.6599999999998545
4393,0.035,-0.21500000000000002,0.28000000000000114,-1.4800000000000182,1.0,1.1800000000000068,1.4399999999999693,0.1199999999999477,0.10000000000002274,0.7199999999999704,3.2099999999999795,1.0299999999999727,-3.9399999999999977,3.6599999999998545
4392,0.035,-0.21000000000000002,0.28000000000000114,-1.4800000000000182,1.0,1.1800000000000068,1.4399999999999693,0.1199999999999477,0.10000000000002274,0.7199999999999704,3.2099999999999795,1.0299999999999727,-3.9399999999999977,3.6599999999998545
4390,0.035,-0.2,0.28000000000000114,-1.4800000000000182,1.0,1.1800000000000068,1.4399999999999693,0.1199999999999477,0.10000000000002274,0.7199999999999704,3.2099999999999795,1.0299999999999727,-3.9399999999999977,3.6599999999998545
4389,0.035,-0.195,0.28000000000000114,-1.4800000000000182,1.0,1.1800000000000068,1.4399999999999693,0.1199999999999477,0.10000000000002274,0.7199999999999704,3.2099999999999795,1.0299999999999727,-3.9399999999999977,3.6599999999998545
4388,0.035,-0.19,0.28000000000000114,-1.4800000000000182,1.0,1.1800000000000068,1.4399999999999693,0.1199999999999477,0.10000000000002274,0.7199999999999704,3.2099999999999795,1.0299999999999727,-3.9399999999999977,3.6599999999998545
4395,0.035,-0.22499999999999998,0.28000000000000114,-1.4800000000000182,1.0,1.1800000000000068,1.4399999999999693,0.1199999999999477,0.10000000000002274,0.7199999999999704,3.2099999999999795,1.0299999999999727,-3.9399999999999977,3.6599999999998545
4575,0.024999999999999994,-0.125,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,0.5999999999997954,0.1199999999999477,0.08000000000004093,0.4499999999999318,2.6299999999999955,1.089999999999975,-3.490000000000009,3.6499999999996646
4572,0.024999999999999994,-0.10999999999999999,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,0.06999999999982265,0.1199999999999477,0.08000000000004093,0.4499999999999318,2.6299999999999955,1.089999999999975,-3.1299999999999955,3.4799999999997056
4579,0.024999999999999994,-0.14500000000000002,0.6899999999999977,-1.450000000000017,1.75,1.1800000000000068,0.41999999999993065,0.1199999999999477,0.08000000000004093,0.4499999999999318,2.6299999999999955,1.089999999999975,-3.490000000000009,3.4699999999998
