,_id_x,CurTime,GetTime_x,Symbol,TradeTime,Last,Ask,AskSize,Bid,BidSize,Volume,VWAP,Open,High,Low,PreviousClose,PreviousVolume,NetChange,NetChangePct,_id_y,GetTime_y,EarliestTime,LatestTime,Side,Price,TotalSize,BiggestSize,SmallestSize,NumParticipants,TotalOrderCount,Dif
950,647f36aea359804ef4bc818d,2023-06-06T13:37:50Z,2023-06-06T13:37:48Z,TSLA,2023-06-06T13:37:48Z,214.0825,214.09,100.0,214.05,100.0,9293117.0,214.768662447887,216.14,216.86,213.52,217.61,151143052.0,-3.5275,-0.0162,647f36aea359804ef4bc8227,2023-06-06T13:37:50Z,2023-06-06T13:37:50Z,2023-06-06T13:37:50Z,Ask,213.97,-100.0,100.0,100.0,1.0,1.0,0.11250000000001137
951,647f36aea359804ef4bc818d,2023-06-06T13:37:50Z,2023-06-06T13:37:48Z,TSLA,2023-06-06T13:37:48Z,214.0825,214.09,100.0,214.05,100.0,9293117.0,214.768662447887,216.14,216.86,213.52,217.61,151143052.0,-3.5275,-0.0162,647f36aea359804ef4bc822b,2023-06-06T13:37:50Z,2023-06-06T13:37:50Z,2023-06-06T13:37:50Z,Ask,213.98,-300.0,200.0,100.0,2.0,2.0,0.10250000000002046
952,647f36aea359804ef4bc818d,2023-06-06T13:37:50Z,2023-06-06T13:37:48Z,TSLA,2023-06-06T13:37:48Z,214.0825,214.09,100.0,214.05,100.0,9293117.0,214.768662447887,216.14,216.86,213.52,217.61,151143052.0,-3.5275,-0.0162,647f36aea359804ef4bc8235,2023-06-06T13:37:50Z,2023-06-06T13:37:49Z,2023-06-06T13:37:49Z,Ask,214.01,-200.0,200.0,200.0,1.0,1.0,0.07250000000001933
980,647f36c2a359804ef4bc832e,2023-06-06T13:38:10Z,2023-06-06T13:38:09Z,TSLA,2023-06-06T13:38:09Z,214.36,214.44,100.0,214.36,200.0,9523410.0,214.75163295679,216.14,216.86,213.52,217.61,151143052.0,-3.25,-0.0149,647f36c2a359804ef4bc832d,2023-06-06T13:38:09Z,2023-06-06T13:38:09Z,2023-06-06T13:38:09Z,Bid,214.4,31.0,31.0,31.0,1.0,3.0,0.03999999999999204
981,647f36c2a359804ef4bc832e,2023-06-06T13:38:10Z,2023-06-06T13:38:09Z,TSLA,2023-06-06T13:38:09Z,214.36,214.44,100.0,214.36,200.0,9523410.0,214.75163295679,216.14,216.86,213.52,217.61,151143052.0,-3.25,-0.0149,647f36c2a359804ef4bc8341,2023-06-06T13:38:09Z,2023-06-06T13:38:09Z,2023-06-06T13:38:09Z,Bid,214.39,1300.0,1200.0,100.0,2.0,2.0,0.029999999999972715
998,647f36cca359804ef4bc83fb,2023-06-06T13:38:20Z,2023-06-06T13:38:19Z,TSLA,2023-06-06T13:38:19Z,214.1929,214.22,100.0,214.19,100.0,9703310.0,214.740242915134,216.14,216.86,213.52,217.61,151143052.0,-3.4171,-0.0157,647f36cca359804ef4bc83fa,2023-06-06T13:38:19Z,2023-06-06T13:38:19Z,2023-06-06T13:38:19Z,Bid,214.2,4.0,4.0,4.0,1.0,1.0,0.0070999999999799
1046,647f36e0a359804ef4bc85a1,2023-06-06T13:38:40Z,2023-06-06T13:38:39Z,TSLA,2023-06-06T13:38:39Z,214.16,214.24,400.0,214.16,100.0,10013756.0,214.712587557542,216.14,216.86,213.52,217.61,151143052.0,-3.45,-0.0159,647f36e0a359804ef4bc85a0,2023-06-06T13:38:39Z,2023-06-06T13:38:39Z,2023-06-06T13:38:39Z,Bid,214.17,224.0,124.0,100.0,2.0,4.0,0.009999999999990905
1122,647f36fea359804ef4bc881a,2023-06-06T13:39:10Z,2023-06-06T13:39:09Z,TSLA,2023-06-06T13:39:08Z,214.0745,214.1,100.0,214.06,100.0,10326382.0,214.69464385755,216.14,216.86,213.52,217.61,151143052.0,-3.5355,-0.0162,647f36fea359804ef4bc8886,2023-06-06T13:39:10Z,2023-06-06T13:39:10Z,2023-06-06T13:39:10Z,Ask,214.03,-8.0,8.0,8.0,1.0,1.0,0.04449999999999932
1123,647f36fea359804ef4bc881a,2023-06-06T13:39:10Z,2023-06-06T13:39:09Z,TSLA,2023-06-06T13:39:08Z,214.0745,214.1,100.0,214.06,100.0,10326382.0,214.69464385755,216.14,216.86,213.52,217.61,151143052.0,-3.5355,-0.0162,647f36fea359804ef4bc8891,2023-06-06T13:39:10Z,2023-06-06T13:39:10Z,2023-06-06T13:39:10Z,Ask,214.04,-300.0,200.0,100.0,2.0,2.0,0.03450000000000841
1124,647f36fea359804ef4bc881a,2023-06-06T13:39:10Z,2023-06-06T13:39:09Z,TSLA,2023-06-06T13:39:08Z,214.0745,214.1,100.0,214.06,100.0,10326382.0,214.69464385755,216.14,216.86,213.52,217.61,151143052.0,-3.5355,-0.0162,647f36fea359804ef4bc8895,2023-06-06T13:39:10Z,2023-06-06T13:39:09Z,2023-06-06T13:39:09Z,Ask,214.05,-100.0,100.0,100.0,1.0,1.0,0.024499999999989086
1208,647f3726a359804ef4bc8b7b,2023-06-06T13:39:50Z,2023-06-06T13:39:49Z,TSLA,2023-06-06T13:39:49Z,213.97,213.97,100.0,213.95,100.0,10664087.0,214.667354241951,216.14,216.86,213.52,217.61,151143052.0,-3.64,-0.0167,647f3726a359804ef4bc8be8,2023-06-06T13:39:49Z,2023-06-06T13:39:49Z,2023-06-06T13:39:49Z,Ask,213.86,-19.0,19.0,19.0,1.0,2.0,0.10999999999998522
1209,647f3726a359804ef4bc8b7b,2023-06-06T13:39:50Z,2023-06-06T13:39:49Z,TSLA,2023-06-06T13:39:49Z,213.97,213.97,100.0,213.95,100.0,10664087.0,214.667354241951,216.14,216.86,213.52,217.61,151143052.0,-3.64,-0.0167,647f3726a359804ef4bc8bef,2023-06-06T13:39:49Z,2023-06-06T13:39:49Z,2023-06-06T13:39:49Z,Ask,213.87,-100.0,100.0,100.0,1.0,1.0,0.09999999999999432
1210,647f3726a359804ef4bc8b7b,2023-06-06T13:39:50Z,2023-06-06T13:39:49Z,TSLA,2023-06-06T13:39:49Z,213.97,213.97,100.0,213.95,100.0,10664087.0,214.667354241951,216.14,216.86,213.52,217.61,151143052.0,-3.64,-0.0167,647f3726a359804ef4bc8bfa,2023-06-06T13:39:49Z,2023-06-06T13:39:49Z,2023-06-06T13:39:49Z,Ask,213.89,-100.0,100.0,100.0,1.0,1.0,0.0800000000000125
1211,647f3726a359804ef4bc8b7b,2023-06-06T13:39:50Z,2023-06-06T13:39:49Z,TSLA,2023-06-06T13:39:49Z,213.97,213.97,100.0,213.95,100.0,10664087.0,214.667354241951,216.14,216.86,213.52,217.61,151143052.0,-3.64,-0.0167,647f3726a359804ef4bc8c03,2023-06-06T13:39:49Z,2023-06-06T13:39:49Z,2023-06-06T13:39:49Z,Ask,213.9,-100.0,100.0,100.0,1.0,1.0,0.06999999999999318
1212,647f3726a359804ef4bc8b7b,2023-06-06T13:39:50Z,2023-06-06T13:39:49Z,TSLA,2023-06-06T13:39:49Z,213.97,213.97,100.0,213.95,100.0,10664087.0,214.667354241951,216.14,216.86,213.52,217.61,151143052.0,-3.64,-0.0167,647f3726a359804ef4bc8c0c,2023-06-06T13:39:50Z,2023-06-06T13:39:49Z,2023-06-06T13:39:49Z,Ask,213.92,-200.0,200.0,200.0,1.0,1.0,0.05000000000001137
1213,647f3726a359804ef4bc8b7b,2023-06-06T13:39:50Z,2023-06-06T13:39:49Z,TSLA,2023-06-06T13:39:49Z,213.97,213.97,100.0,213.95,100.0,10664087.0,214.667354241951,216.14,216.86,213.52,217.61,151143052.0,-3.64,-0.0167,647f3726a359804ef4bc8c18,2023-06-06T13:39:50Z,2023-06-06T13:39:49Z,2023-06-06T13:39:49Z,Ask,213.94,-200.0,200.0,200.0,1.0,1.0,0.030000000000001137
1223,647f3730a359804ef4bc8c59,2023-06-06T13:40:00Z,2023-06-06T13:40:00Z,TSLA,2023-06-06T13:39:59Z,213.77,213.83,100.0,213.77,200.0,10759332.0,214.659522707212,216.14,216.86,213.52,217.61,151143052.0,-3.84,-0.0176,647f3730a359804ef4bc8c58,2023-06-06T13:39:59Z,2023-06-06T13:39:59Z,2023-06-06T13:39:59Z,Bid,213.88,11.0,11.0,11.0,1.0,1.0,0.10999999999998522
1224,647f3730a359804ef4bc8c59,2023-06-06T13:40:00Z,2023-06-06T13:40:00Z,TSLA,2023-06-06T13:39:59Z,213.77,213.83,100.0,213.77,200.0,10759332.0,214.659522707212,216.14,216.86,213.52,217.61,151143052.0,-3.84,-0.0176,647f3730a359804ef4bc8c6c,2023-06-06T13:40:00Z,2023-06-06T13:39:59Z,2023-06-06T13:39:59Z,Bid,213.87,100.0,100.0,100.0,1.0,1.0,0.09999999999999432
1225,647f3730a359804ef4bc8c59,2023-06-06T13:40:00Z,2023-06-06T13:40:00Z,TSLA,2023-06-06T13:39:59Z,213.77,213.83,100.0,213.77,200.0,10759332.0,214.659522707212,216.14,216.86,213.52,217.61,151143052.0,-3.84,-0.0176,647f3730a359804ef4bc8c78,2023-06-06T13:40:00Z,2023-06-06T13:39:55Z,2023-06-06T13:39:57Z,Bid,213.85,300.0,200.0,100.0,2.0,2.0,0.07999999999998408
1226,647f3730a359804ef4bc8c59,2023-06-06T13:40:00Z,2023-06-06T13:40:00Z,TSLA,2023-06-06T13:39:59Z,213.77,213.83,100.0,213.77,200.0,10759332.0,214.659522707212,216.14,216.86,213.52,217.61,151143052.0,-3.84,-0.0176,647f3730a359804ef4bc8c7d,2023-06-06T13:40:00Z,2023-06-06T13:39:57Z,2023-06-06T13:39:57Z,Bid,213.83,500.0,300.0,200.0,2.0,2.0,0.060000000000002274
1265,647f3744a359804ef4bc8e00,2023-06-06T13:40:20Z,2023-06-06T13:40:20Z,TSLA,2023-06-06T13:40:19Z,213.73,213.77,100.0,213.74,100.0,11027248.0,214.635929302459,216.14,216.86,213.52,217.61,151143052.0,-3.88,-0.0178,647f3744a359804ef4bc8dff,2023-06-06T13:40:19Z,2023-06-06T13:40:19Z,2023-06-06T13:40:19Z,Bid,213.74,7.0,7.0,7.0,1.0,1.0,0.010000000000019327
1313,647f3758a359804ef4bc8fb8,2023-06-06T13:40:40Z,2023-06-06T13:40:39Z,TSLA,2023-06-06T13:40:39Z,214.01,214.04,100.0,214.0,300.0,11246804.0,214.620014473725,216.14,216.86,213.52,217.61,151143052.0,-3.6,-0.0165,647f3758a359804ef4bc8fb7,2023-06-06T13:40:39Z,2023-06-06T13:40:39Z,2023-06-06T13:40:39Z,Bid,214.02,14.0,14.0,14.0,1.0,2.0,0.010000000000019327
