Symbol,Open,High,Low,Last,Ask,AskSize,Bid,BidSize,Volume,TradeTime
AAPL,177.325,179.35001,177.05,179.0203,179.03,600,179.02,200,46480129,2023-05-31T19:43:38Z
AAPL,177.325,179.35001,177.05,179.06,179.07,800,179.05,1000,46504053,2023-05-31T19:43:48Z
AAPL,177.325,179.35001,177.05,179.075,179.08,300,179.07,500,46529188,2023-05-31T19:43:58Z
AAPL,177.325,179.35001,177.05,179.09,179.1,5400,179.08,700,46577267,2023-05-31T19:44:08Z
AAPL,177.325,179.35001,177.05,179.09,179.09,200,179.08,1000,46602432,2023-05-31T19:44:18Z
AAPL,177.325,179.35001,177.05,179.13,179.14,700,179.12,700,46641593,2023-05-31T19:44:29Z
AAPL,177.325,179.35001,177.05,179.1604,179.17,500,179.15,600,46727334,2023-05-31T19:44:39Z
AAPL,177.325,179.35001,177.05,179.1001,179.11,200,179.1,400,46751723,2023-05-31T19:44:49Z
AAPL,177.325,179.35001,177.05,179.11,179.12,200,179.11,400,46776915,2023-05-31T19:44:58Z
AAPL,177.325,179.35001,177.05,179.13,179.13,100,179.12,1000,46831356,2023-05-31T19:45:09Z
AAPL,177.325,179.35001,177.05,179.19,179.19,400,179.18,300,46946582,2023-05-31T19:45:19Z
AAPL,177.325,179.35001,177.05,179.28,179.28,700,179.27,200,47049618,2023-05-31T19:45:29Z
AAPL,177.325,179.35001,177.05,179.26,179.27,300,179.26,300,47116911,2023-05-31T19:45:38Z
AAPL,177.325,179.35001,177.05,179.265,179.27,400,179.26,400,47133266,2023-05-31T19:45:48Z
AAPL,177.325,179.35001,177.05,179.2601,179.27,400,179.26,900,47153418,2023-05-31T19:45:59Z
AAPL,177.325,179.35001,177.05,179.265,179.27,700,179.26,400,47173122,2023-05-31T19:46:08Z
AAPL,177.325,179.35001,177.05,179.27,179.28,300,179.27,300,47217753,2023-05-31T19:46:18Z
AAPL,177.325,179.35001,177.05,179.26,179.26,200,179.25,600,47248951,2023-05-31T19:46:28Z
AAPL,177.325,179.35001,177.05,179.2574,179.26,700,179.25,400,47278776,2023-05-31T19:46:38Z
AAPL,177.325,179.35001,177.05,179.255,179.26,900,179.25,200,47303659,2023-05-31T19:46:48Z
AAPL,177.325,179.35001,177.05,179.17,179.16,200,179.14,700,47474082,2023-05-31T19:47:00Z
AAPL,177.325,179.35001,177.05,179.2,179.2,200,179.19,300,47516874,2023-05-31T19:47:08Z
AAPL,177.325,179.35001,177.05,179.22,179.23,1100,179.21,300,47538747,2023-05-31T19:47:18Z
AAPL,177.325,179.35001,177.05,179.18,179.18,900,179.16,500,47583733,2023-05-31T19:47:29Z
AAPL,177.325,179.35001,177.05,179.14,179.15,1000,179.13,300,47613076,2023-05-31T19:47:38Z
AAPL,177.325,179.35001,177.05,179.17,179.17,500,179.16,300,47649262,2023-05-31T19:47:48Z
AAPL,177.325,179.35001,177.05,179.16,179.17,300,179.16,1400,47664384,2023-05-31T19:47:59Z
AAPL,177.325,179.35001,177.05,179.155,179.16,100,179.15,900,47714873,2023-05-31T19:48:08Z
AAPL,177.325,179.35001,177.05,179.165,179.17,400,179.16,1600,47741134,2023-05-31T19:48:18Z
AAPL,177.325,179.35001,177.05,179.15,179.16,300,179.15,1000,47767483,2023-05-31T19:48:29Z
AAPL,177.325,179.35001,177.05,179.2,179.2,300,179.19,1200,47790289,2023-05-31T19:48:38Z
AAPL,177.325,179.35001,177.05,179.23,179.23,400,179.22,600,47814927,2023-05-31T19:48:48Z
AAPL,177.325,179.35001,177.05,179.205,179.21,300,179.2,900,47841795,2023-05-31T19:48:58Z
AAPL,177.325,179.35001,177.05,179.18,179.19,100,179.18,900,47870875,2023-05-31T19:49:08Z
AAPL,177.325,179.35001,177.05,179.18,179.18,2500,179.17,400,47890681,2023-05-31T19:49:19Z
AAPL,177.325,179.35001,177.05,179.19,179.19,700,179.18,300,47916121,2023-05-31T19:49:28Z
AAPL,177.325,179.35001,177.05,179.185,179.19,300,179.18,800,47932011,2023-05-31T19:49:38Z
AAPL,177.325,179.35001,177.05,179.205,179.21,4900,179.2,800,47956998,2023-05-31T19:49:49Z
AAPL,177.325,179.35001,177.05,179.22,179.22,300,179.21,400,47988478,2023-05-31T19:49:59Z
AAPL,177.325,179.35001,177.05,178.43,178.43,100,178.41,500,48530262,2023-05-31T19:50:09Z
AAPL,177.325,179.35001,177.05,178.27,178.27,100,178.26,200,49003249,2023-05-31T19:50:19Z
AAPL,177.325,179.35001,177.05,178.38,178.39,400,178.38,1900,49212742,2023-05-31T19:50:29Z
AAPL,177.325,179.35001,177.05,178.09,178.11,600,178.09,1100,49412574,2023-05-31T19:50:39Z
AAPL,177.325,179.35001,177.05,178.07,178.08,500,178.06,200,49607334,2023-05-31T19:50:49Z
AAPL,177.325,179.35001,177.05,178.035,178.04,100,178.03,300,49717588,2023-05-31T19:50:59Z
AAPL,177.325,179.35001,177.05,178.1374,178.14,100,178.12,300,49846767,2023-05-31T19:51:09Z
AAPL,177.325,179.35001,177.05,178.22,178.22,100,178.21,400,49923219,2023-05-31T19:51:18Z
AAPL,177.325,179.35001,177.05,178.28,178.29,500,178.27,100,50030038,2023-05-31T19:51:29Z
AAPL,177.325,179.35001,177.05,178.23,178.23,4400,178.22,800,50120116,2023-05-31T19:51:39Z
AAPL,177.325,179.35001,177.05,178.255,178.26,500,178.25,800,50199952,2023-05-31T19:51:49Z
AAPL,177.325,179.35001,177.05,178.2,178.21,800,178.19,200,50312828,2023-05-31T19:51:58Z
AAPL,177.325,179.35001,177.05,178.22,178.22,200,178.21,300,50411087,2023-05-31T19:52:08Z
AAPL,177.325,179.35001,177.05,178.135,178.14,100,178.13,200,50524463,2023-05-31T19:52:19Z
AAPL,177.325,179.35001,177.05,178.15,178.16,300,178.14,500,50596159,2023-05-31T19:52:28Z
AAPL,177.325,179.35001,177.05,178.015,178.03,1100,178.01,200,50702167,2023-05-31T19:52:38Z
AAPL,177.325,179.35001,177.05,177.94,177.95,400,177.94,400,50851854,2023-05-31T19:52:48Z
AAPL,177.325,179.35001,177.05,177.91,177.92,100,177.91,800,50926165,2023-05-31T19:52:59Z
AAPL,177.325,179.35001,177.05,177.91,177.92,700,177.91,100,51072220,2023-05-31T19:53:09Z
AAPL,177.325,179.35001,177.05,177.945,177.95,300,177.94,300,51151015,2023-05-31T19:53:18Z
AAPL,177.325,179.35001,177.05,177.8157,177.83,700,177.81,300,51302529,2023-05-31T19:53:29Z
AAPL,177.325,179.35001,177.05,177.79,177.8,600,177.79,200,51373956,2023-05-31T19:53:39Z
AAPL,177.325,179.35001,177.05,177.81,177.81,2200,177.8,300,51429362,2023-05-31T19:53:49Z
AAPL,177.325,179.35001,177.05,177.87,177.87,400,177.86,600,51501506,2023-05-31T19:53:59Z
AAPL,177.325,179.35001,177.05,177.84,177.85,1800,177.83,800,51632094,2023-05-31T19:54:09Z
AAPL,177.325,179.35001,177.05,177.925,177.93,100,177.92,700,51743672,2023-05-31T19:54:19Z
AAPL,177.325,179.35001,177.05,177.775,177.78,1700,177.77,400,51929370,2023-05-31T19:54:29Z
AAPL,177.325,179.35001,177.05,177.74,177.74,400,177.73,100,52124765,2023-05-31T19:54:39Z
AAPL,177.325,179.35001,177.05,177.68,177.69,1800,177.67,400,52469338,2023-05-31T19:54:48Z
AAPL,177.325,179.35001,177.05,177.535,177.54,300,177.53,300,52685046,2023-05-31T19:54:59Z
AAPL,177.325,179.35001,176.78999,176.84,176.84,200,176.82,100,53296445,2023-05-31T19:55:09Z
AAPL,177.325,179.35001,176.75999,177.15,177.16,900,177.14,700,53529257,2023-05-31T19:55:19Z
AAPL,177.325,179.35001,176.75999,177.26,177.26,600,177.24,700,53713169,2023-05-31T19:55:29Z
