Symbol,Last,Ask,AskSize,Bid,BidSize,Volume,TradeTime
MSFT,333,333,6000,332.8,100,29503070,2023-05-30T23:59:51Z
MSFT,333,333,6000,332.8,100,29503070,2023-05-30T23:59:51Z
MSFT,,,,,,0,
MSFT,,,,,,,
MSFT,333,333,6000,332.8,100,0,2023-05-30T23:59:51Z
MSFT,,0,0,0,0,,
MSFT,331.42,330.91,300,330.51,100,2180,2023-05-31T08:00:00Z
MSFT,,,,,,2188,
MSFT,,,,,,2200,
MSFT,330.91,331,200,,,2500,2023-05-31T08:00:04Z
MSFT,330.8,331.26,,,,3363,2023-05-31T08:00:05Z
MSFT,331.01,331.64,,,,3564,2023-05-31T08:00:06Z
MSFT,,331.72,,,,3566,
MSFT,,331.62,,,,,
MSFT,,331.5,100,,,3567,
MSFT,,331.44,200,,,,
MSFT,,331.43,,,,,
MSFT,,331.2,300,,,,
MSFT,,,,,,3571,
MSFT,331.2,331.28,200,,200,3905,2023-05-31T08:00:17Z
MSFT,,,,,100,,
MSFT,330.51,330.9,100,330.37,400,5616,2023-05-31T08:00:23Z
MSFT,,,,330.38,,5667,
MSFT,,,,,,5882,2023-05-31T08:00:25Z
MSFT,,,,330.41,,,
MSFT,,,,,200,,
MSFT,,,,,,5982,2023-05-31T08:00:29Z
MSFT,,,,,,6003,
MSFT,,331.39,200,,,6237,2023-05-31T08:00:31Z
MSFT,,331.07,,330.42,400,,
MSFT,,,,,200,,
MSFT,,331.05,,,,6282,
MSFT,,,,330.43,400,,
MSFT,,,,,200,,
MSFT,,331.14,,,,,
MSFT,,,,,,6301,
MSFT,,331.09,,,,,
MSFT,,331.15,,,,,
MSFT,,331.13,,,,,
MSFT,,,,,,6314,
MSFT,,331.11,,,,6337,
MSFT,,331.08,,,,6358,
MSFT,,,,,,6364,
MSFT,,,,,,6377,
MSFT,,331.11,,,,,
MSFT,,331.08,,,,,
MSFT,,331.06,,,,,
MSFT,,331.05,,,,,
MSFT,,331.15,,,,,
MSFT,,331.14,,,,,
MSFT,,331.05,,,,,
MSFT,,331.04,,,,,
MSFT,,331.03,,,,,
MSFT,,331.12,,,,,
MSFT,,331.11,,,,,
MSFT,,331.1,,,,,
MSFT,,331.01,,,,,
MSFT,,331,,,,,
MSFT,,,,,,6383,
MSFT,,331.06,,,,,
MSFT,330.65,,,,,6883,2023-05-31T08:02:06Z
MSFT,,,,,,6895,
MSFT,,331.04,,,,,
MSFT,,331.02,,,,,
MSFT,,331.01,,,,,
MSFT,,330.99,,,,,
MSFT,,,,,,6945,
MSFT,,331.05,,,,,
MSFT,,331.04,,,,,
MSFT,,330.97,,,,,
MSFT,,330.95,,,,,
MSFT,,,,,,7141,2023-05-31T08:02:59Z
MSFT,,330.93,,,,,
MSFT,,,,330.52,,,
MSFT,,330.91,,,,,
MSFT,,,,,,7149,
MSFT,,331.09,,,,,
MSFT,,331.08,,,,7194,
MSFT,,330.91,,,,,
MSFT,,331.05,,,,,
MSFT,,330.91,,,,7199,
MSFT,,330.89,,,,,
MSFT,,,,,,7219,
MSFT,,,,,,7220,
MSFT,,331.04,,,,,
MSFT,,330.9,,,,,
MSFT,,330.89,,,,,
MSFT,,330.88,,,,,
MSFT,,,,330.6,1200,,
MSFT,,,,,1100,7296,
MSFT,,330.87,,,,,
MSFT,330.6,,,,700,7696,2023-05-31T08:04:04Z
MSFT,,,,,600,7746,
MSFT,,,,330.29,100,8443,2023-05-31T08:04:09Z
MSFT,,330.94,,,200,,
MSFT,,,,330.3,,,
MSFT,,330.89,,,,,
MSFT,,330.87,,330.29,100,,
MSFT,,,,330.3,200,,
MSFT,,330.96,,,,8454,
MSFT,,330.89,,,,,
MSFT,,,,330.34,,,
MSFT,,,,330.38,,,
MSFT,,,,330.4,,,
MSFT,,331.07,,330.68,100,,
MSFT,,331.05,,,,,
MSFT,,330.96,,,,,
MSFT,330.68,331.05,,,,8654,2023-05-31T08:05:20Z
MSFT,,330.97,,,,,
MSFT,,330.98,300,,,,
MSFT,,330.97,200,,,,
MSFT,,330.98,300,,,,
MSFT,,330.97,200,,,,
MSFT,,330.98,300,,,,
MSFT,,330.97,200,,,,
MSFT,,,300,,,,
MSFT,,330.96,200,,,,
MSFT,,,,,,8656,
MSFT,,,,,,8689,
MSFT,,330.95,,,,,
MSFT,330.72,,,,,8789,2023-05-31T08:06:25Z
MSFT,,,,,,8794,
MSFT,,330.88,100,,,,
MSFT,,,,,,8833,
MSFT,,,,,,8883,
MSFT,,,,,,8885,
MSFT,,,,,,8889,
MSFT,,,,330.72,,8897,
MSFT,,330.87,200,,,8907,
MSFT,330.87,330.98,300,,300,10270,2023-05-31T08:08:25Z
MSFT,,,,,100,,
MSFT,330.98,331.21,200,330.78,,11224,2023-05-31T08:08:34Z
MSFT,,,100,330.74,200,,
MSFT,,,,330.72,100,,
MSFT,,,200,,,,
MSFT,,,,,,11229,
MSFT,,,100,330.78,200,11237,
MSFT,,,,330.82,,,
MSFT,,,,,,11242,
MSFT,,,,,,11252,
MSFT,331.3,331.5,200,330.89,,12332,2023-05-31T08:08:58Z
MSFT,,331.46,,,,,
MSFT,,331.43,,330.83,,,
MSFT,,331.39,,,,12420,
MSFT,,331.48,,330.88,,,
MSFT,,331.43,,,,12421,
MSFT,,331.4,,,,,
MSFT,,,,330.81,,,
MSFT,,,,330.83,,,
MSFT,,331.37,,330.76,,,
MSFT,,,,,,12424,
MSFT,,,,331.18,100,,
MSFT,,,,,,12426,
MSFT,,331.5,100,,,,
MSFT,,331.43,200,,,,
MSFT,,331.42,,331.24,,12476,
MSFT,,331.5,100,,,,
MSFT,,,,,,12477,
MSFT,331.5,331.87,500,,,13030,2023-05-31T08:09:28Z
MSFT,,331.86,200,,,,
MSFT,,,,,200,,
MSFT,,,,331.26,100,,
MSFT,,,,331.49,300,13090,
MSFT,,,,331.6,100,,
MSFT,,331.8,,331.5,200,13190,
MSFT,,331.78,,,,,
MSFT,331.87,332.04,,,,14190,2023-05-31T08:10:20Z
MSFT,,331.92,,,,,
MSFT,,,,,300,,
MSFT,,,,,200,,
MSFT,,,,,,14200,
MSFT,,331.82,,,,,
MSFT,,,,,,14210,
MSFT,,331.94,,,,,
MSFT,,332.4,,331.51,,,
MSFT,,332.52,,331.61,,,
MSFT,,332.5,,,,,
MSFT,,332.45,,,,,
MSFT,,332.27,,331.55,,,
MSFT,,332.46,,331.62,,,
MSFT,,332.45,,,,,
MSFT,,332.32,,331.51,,,
MSFT,,332.22,,331.5,,,
MSFT,,332.25,,,,,
MSFT,,,,331.51,,,
MSFT,,332.12,,331.53,,14220,
MSFT,,,,,,14230,
MSFT,,,,331.81,300,,
MSFT,331.81,332.24,,,,14358,2023-05-31T08:11:06Z
MSFT,,,,,,14597,2023-05-31T08:11:07Z
MSFT,,,,,200,14747,2023-05-31T08:11:08Z
MSFT,,332.18,,,,14797,
MSFT,,,,,,14862,
MSFT,,332.17,,,,14911,
MSFT,,,,,,15011,
MSFT,,,,,,15012,
MSFT,,,,,100,15017,
MSFT,,,,,,15027,
MSFT,,,,,,15028,
MSFT,,,,,,15038,
MSFT,,,,,,15053,
MSFT,,,,,,15062,
MSFT,,332.24,,,,15065,
MSFT,,,,,,15066,
MSFT,332.24,332.59,,332.24,200,16112,2023-05-31T08:11:48Z
MSFT,,,100,,,,
MSFT,,332.55,200,,,,
MSFT,,,300,331.83,,16386,2023-05-31T08:11:51Z
MSFT,,,,331.81,100,,
MSFT,,,100,,200,,
MSFT,,,,331.82,,,
MSFT,,332.53,300,,,,
MSFT,,,100,331.86,,,
MSFT,,332.52,300,331.81,100,,
MSFT,,,,,,16393,
MSFT,,,,,200,,
MSFT,,,,,100,,
MSFT,,332.5,,,,,
MSFT,,,,,,16398,
MSFT,,332.48,,,200,,
MSFT,,,,331.85,,,
MSFT,,,,331.94,,,
MSFT,,,,331.96,,,
MSFT,,,100,331.81,,16403,
MSFT,,,,,,16453,
MSFT,,,,,100,16483,
MSFT,,,,,,16484,
MSFT,,,300,,,,
MSFT,,,100,331.82,,,
MSFT,,,,331.83,,,
MSFT,,,,331.86,200,,
MSFT,,,,,,16504,
MSFT,,,,331.75,,16506,
MSFT,,,,331.76,,,
MSFT,,,,331.77,,16581,
MSFT,,,,331.72,,,
MSFT,,,,331.74,,,
MSFT,,,,331.8,,,
MSFT,,,,331.82,,16591,
MSFT,,,,331.75,,,
MSFT,,,,,,16601,
MSFT,,,,331.91,,,
MSFT,,,,331.86,,,
MSFT,,,,331.88,,,
MSFT,,,,331.85,,16611,
MSFT,,,,331.9,,,
MSFT,,,,,,16661,
MSFT,,,,331.81,,16667,
MSFT,,,,331.85,,,
MSFT,,,,332,100,,
MSFT,,,,,,16677,
MSFT,332.48,333,,332.48,400,17208,2023-05-31T08:14:10Z
MSFT,,332.89,200,,,,
MSFT,,,,,,17221,
MSFT,,332.48,100,332.01,200,18037,2023-05-31T08:14:19Z
MSFT,,,,332,100,,
MSFT,,,,,,18039,
MSFT,,,,332.01,,,
MSFT,,,,332.05,,,
MSFT,,,200,,,,
MSFT,,,,,,18041,
MSFT,,,100,,,,
MSFT,,,,331.95,200,,
MSFT,,,,332.05,100,,
MSFT,,,,,,18051,
MSFT,,,,332.15,,,
MSFT,,,,,,18081,
MSFT,,,,,,18106,
MSFT,,,,,,18120,
MSFT,,,,,,18122,
MSFT,332.47,332.79,,,,18948,2023-05-31T08:16:12Z
MSFT,,332.78,200,332.16,200,,
MSFT,,332.79,100,332.15,100,18949,
MSFT,,,,,,18969,
MSFT,,,,,200,,
MSFT,,332.88,200,,,,
MSFT,,332.99,,332.21,,,
MSFT,,332.94,,332.23,,,
MSFT,,332.92,,,100,,
MSFT,,,,,,18984,
MSFT,,,,,,18993,
MSFT,,332.9,,,,,
MSFT,,332.88,,,,,
MSFT,,332.87,,,,,
MSFT,,332.86,,,,,
MSFT,,332.95,,,,,
MSFT,,,,,,18997,
MSFT,,332.91,,,,,
MSFT,,,,332.18,200,18999,
MSFT,,,,332.29,,,
MSFT,,,,332.22,,19002,
MSFT,,,,332.23,,,
MSFT,,,,332.2,,19026,
MSFT,332.91,333,100,332.57,100,19344,2023-05-31T08:17:00Z
MSFT,,333.31,200,,,19426,
MSFT,,333.12,,,,,
MSFT,,333.18,,,,19428,
MSFT,,333.16,,,,,
MSFT,,333.15,,,,,
MSFT,,333.13,,,,19433,
MSFT,,,,332.74,200,,
MSFT,,333.11,,,,,
MSFT,,,,,100,19533,
MSFT,,,,,,19537,
MSFT,,,,,,19538,
MSFT,,333.18,,,,,
MSFT,,332.9,100,,,,
MSFT,,332.85,,,,19541,
MSFT,,,,,,19624,
MSFT,,,,,,19999,
MSFT,,,,,,20029,
MSFT,,,,,,20064,
MSFT,,,,,,20199,
MSFT,,,,,,20310,
MSFT,,332.9,,,,,
MSFT,332.9,,,,,21310,2023-05-31T08:18:18Z
MSFT,,,,,,21326,
MSFT,,332.95,,,,,
MSFT,,,,,,21331,
MSFT,,332.9,,,,21341,
MSFT,,332.95,,,,,
MSFT,,,,,,21381,
MSFT,,,,,,21411,
MSFT,,,,332.6,200,21461,
MSFT,,,,332.61,,,
MSFT,,,,332.5,,21494,
MSFT,,,,332.55,,,
MSFT,,,,332.6,,,
MSFT,,,,332.61,,,
MSFT,,,,332.62,,,
MSFT,,,,332.56,,21550,
MSFT,,,,332.59,,21556,
MSFT,,,,332.74,100,,
MSFT,,,,,,21606,
MSFT,,,,332.5,200,21994,
MSFT,,,,332.62,,,
MSFT,,,,332.51,,22005,
MSFT,,,,332.62,,,
MSFT,,,200,332.47,,22008,
MSFT,,,,332.52,,,
MSFT,,332.92,,,,,
MSFT,,,600,,,,
MSFT,,332.91,200,332.53,,,
MSFT,,332.92,700,,,,
MSFT,,,,332.74,100,,
MSFT,,332.88,500,,,,
MSFT,,,,,,22055,
MSFT,332.88,,300,,,22205,2023-05-31T08:20:19Z
MSFT,,,,,,22215,
MSFT,,,,,,22217,
MSFT,,332.92,700,,,,
MSFT,,332.75,400,,,22256,
MSFT,,,,332.55,200,22446,
MSFT,,332.66,200,332.06,100,,
MSFT,,,,332.2,700,,
MSFT,,332.5,500,,,,
MSFT,,,,,,22447,
MSFT,,332.4,400,,,,
MSFT,,,,,,22462,
MSFT,332.4,332.5,500,,,22908,2023-05-31T08:21:21Z
MSFT,,,,332.4,100,,
MSFT,,,,332.2,700,23008,2023-05-31T08:21:29Z
MSFT,,,,,,23018,
MSFT,,332.3,,,,,
MSFT,332.3,332.5,,332.3,400,23618,2023-05-31T08:21:44Z
MSFT,,,,,,23624,
MSFT,,,,,,23629,
MSFT,,,,,,23634,
