{'Time': '2023-06-09T13:34:40Z', 'Last': 326.33, 'Ask': 326.36, 'Bid': 326.3, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-09T13:34:50Z', 'Last': 181.71, 'Ask': 181.72, 'Bid': 181.71, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-09T13:35:00Z', 'Last': 16.72, 'Ask': 16.75, 'Bid': 16.71, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-09T13:35:10Z', 'Last': 181.73, 'Ask': 181.73, 'Bid': 181.72, 'BUY': 124.44, 'SELL': 389.89, 'BUYTOCOVER': 247.73, 'SELLSHORT': 389.89}
{'Time': '2023-06-09T13:35:20Z', 'Last': 181.74, 'Ask': 181.75, 'Bid': 181.73, 'BUY': 390.44, 'SELL': 390.26, 'BUYTOCOVER': 326.9, 'SELLSHORT': 124.38}
{'Time': '2023-06-09T13:35:30Z', 'Last': 181.72, 'Ask': 181.72, 'Bid': 181.7, 'BUY': 378.25, 'SELL': 376.84, 'BUYTOCOVER': 16.74, 'SELLSHORT': 124.49}
{'Time': '2023-06-09T13:35:40Z', 'Last': 327.04, 'Ask': 327.09, 'Bid': 327.01, 'BUY': 390.51, 'SELL': 27.6, 'BUYTOCOVER': 123.36, 'SELLSHORT': 376.68}
{'Time': '2023-06-09T13:35:50Z', 'Last': 16.72, 'Ask': 16.74, 'Bid': 16.71, 'BUY': 124.49, 'SELL': 376.83, 'BUYTOCOVER': 123.44, 'SELLSHORT': 376.83}
{'Time': '2023-06-09T13:36:00Z', 'Last': 327.35, 'Ask': 327.4, 'Bid': 327.34, 'BUY': 378.1, 'SELL': 261.41, 'BUYTOCOVER': 123.46, 'SELLSHORT': 390.4}
{'Time': '2023-06-09T13:36:10Z', 'Last': 181.74, 'Ask': 181.75, 'Bid': 181.74, 'BUY': 124.69, 'SELL': 124.68, 'BUYTOCOVER': 246.29, 'SELLSHORT': 260.6}
{'Time': '2023-06-09T13:36:20Z', 'Last': 124.58, 'Ask': 124.58, 'Bid': 124.58, 'BUY': 27.67, 'SELL': 16.73, 'BUYTOCOVER': 16.75, 'SELLSHORT': 246.11}
{'Time': '2023-06-09T13:36:30Z', 'Last': 181.7912, 'Ask': 181.8, 'Bid': 181.79, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-09T13:36:40Z', 'Last': 181.6596, 'Ask': 181.66, 'Bid': 181.65, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-09T13:36:50Z', 'Last': 327.4725, 'Ask': 327.5, 'Bid': 327.45, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-09T13:37:00Z', 'Last': 327.52, 'Ask': 327.54, 'Bid': 327.49, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-09T13:37:10Z', 'Last': 327.558, 'Ask': 327.56, 'Bid': 327.51, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-09T13:37:20Z', 'Last': 327.54, 'Ask': 327.58, 'Bid': 327.53, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-09T13:37:30Z', 'Last': 16.77, 'Ask': 16.77, 'Bid': 16.76, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-09T13:37:40Z', 'Last': 16.77, 'Ask': 16.77, 'Bid': 16.76, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-09T13:37:50Z', 'Last': 327.81, 'Ask': 327.83, 'Bid': 327.76, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-09T13:38:00Z', 'Last': 181.65, 'Ask': 181.66, 'Bid': 181.63, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-09T13:38:10Z', 'Last': 16.75, 'Ask': 16.75, 'Bid': 16.74, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-09T13:38:20Z', 'Last': 16.74, 'Ask': 16.75, 'Bid': 16.74, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-09T13:38:30Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-09T13:38:40Z', 'Last': 246.355, 'Ask': 246.41, 'Bid': 246.3, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:30:00Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:30:10Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:30:20Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:30:30Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:30:40Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:30:50Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:31:00Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:31:10Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:31:20Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:31:30Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:31:40Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:31:50Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:32:00Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:32:10Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:32:20Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:32:30Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:32:40Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:32:50Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:33:00Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:33:10Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:33:20Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:33:30Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:33:40Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:33:50Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:34:00Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:34:10Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:34:20Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:34:30Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:34:40Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:34:50Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:35:00Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:35:10Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:35:20Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:35:30Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:35:40Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:35:50Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:36:00Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:36:10Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:36:20Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:36:30Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:36:40Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:36:50Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:37:00Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:37:10Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:37:20Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:37:30Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:37:40Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:37:50Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:38:00Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:38:10Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:38:20Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:38:30Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:38:40Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:38:50Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:39:00Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:39:10Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:39:20Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:39:30Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:39:40Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:39:50Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:40:00Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:40:10Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:40:20Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:40:30Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:40:40Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:40:50Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:41:00Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:41:10Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:41:20Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:41:30Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:41:40Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:41:50Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:42:00Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:42:10Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:42:20Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:42:30Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:42:40Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:42:50Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:43:00Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:43:10Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:43:20Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:43:30Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:43:40Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:43:50Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:44:00Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:44:10Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:44:20Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:44:30Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:44:40Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:44:50Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:45:00Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:45:10Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:45:20Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:45:30Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:45:40Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:45:50Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:46:00Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:46:10Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:46:20Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
{'Time': '2023-06-12T13:46:30Z', 'Last': None, 'Ask': None, 'Bid': None, 'BUY': None, 'SELL': None, 'BUYTOCOVER': None, 'SELLSHORT': None}
