Symbol,Last,Ask,AskSize,Bid,BidSize,Volume,TradeTime
AAPL,177.66,177.67,6200,177.66,600,55964401,2023-05-30T23:59:47Z
AAPL,,,,,,0,
AAPL,177.66,177.67,6200,177.66,600,0,2023-05-30T23:59:47Z
AAPL,,0,0,0,0,,
AAPL,177.26,177.12,400,176.7,400,1539,2023-05-31T08:00:00Z
AAPL,,,300,,,1557,
AAPL,,177.13,400,176.85,,,
AAPL,,,,,,1564,
AAPL,,,,176.71,,1576,
AAPL,,177.11,,176.83,,1596,
AAPL,,,,,,1619,
AAPL,,,,,,1622,
AAPL,,,,,,1626,
AAPL,,,,,,1627,
AAPL,,177.06,300,176.8,,1635,
AAPL,,177.09,400,,,,
AAPL,,,,176.79,,,
AAPL,,,,176.8,,1655,
AAPL,,,,176.81,,,
AAPL,,,,176.79,,,
AAPL,,,,176.82,,,
AAPL,,177.07,,176.75,,1893,
AAPL,,,,176.76,,,
AAPL,,177.1,,,,,
AAPL,,,,176.7,200,,
AAPL,,,,176.77,400,,
AAPL,,177.13,,,,,
AAPL,,,,176.75,,,
AAPL,,,,176.74,,,
AAPL,,,,,,1894,
AAPL,,,,176.8,,,
AAPL,,,,,,1903,
AAPL,,,,176.77,,,
AAPL,,177.12,,176.73,,,
AAPL,,,,176.75,,,
AAPL,,,,176.78,,,
AAPL,,177.11,,176.7,200,1974,
AAPL,,177.15,,176.71,400,,
AAPL,,177.09,,176.7,,1997,
AAPL,,177.08,,176.74,,2009,
AAPL,,177.07,,,,2016,
AAPL,,,,,,2045,
AAPL,,,,176.76,,2051,
AAPL,,177.06,,,,,
AAPL,,,,176.73,,,
AAPL,,,,176.77,,,
AAPL,,,,,,2052,
AAPL,,177.05,,,,,
AAPL,,,,176.78,,,
AAPL,,177,7000,,,,
AAPL,,,,176.72,,,
AAPL,,,7400,,,2053,
AAPL,,,,,,2062,
AAPL,,176.99,400,,,,
AAPL,,,,,,2147,
AAPL,,176.98,,,,,
AAPL,,176.97,,,,,
AAPL,,,300,,,2151,
AAPL,176.97,177,7400,,,2351,2023-05-31T08:01:55Z
AAPL,,,,176.84,,,
AAPL,,,7000,,,2352,
AAPL,,176.9,400,,,,
AAPL,,,300,176.83,,2426,
AAPL,,,,,,2467,
AAPL,176.9,,200,176.72,,2733,2023-05-31T08:02:41Z
AAPL,,,100,,,2768,
AAPL,,,400,,,,
AAPL,,176.88,,,,,
AAPL,,,,,,2788,
AAPL,,176.87,500,,,,
AAPL,,,,,,2790,
AAPL,,,,176.7,200,,
AAPL,,,,,,2866,
AAPL,,,,,,2877,
AAPL,,,,,,2878,
AAPL,,,,,,2886,
AAPL,,176.8,100,,,,
AAPL,,,,,,2891,
AAPL,,176.82,400,,,2991,
AAPL,,176.86,,,,,
AAPL,,176.84,,,,,
AAPL,,,,,,2996,
AAPL,,176.82,,,,,
AAPL,,,,176.75,100,,
AAPL,,,,,,3004,
AAPL,,,,176.7,200,3079,
AAPL,,,,,,3130,
AAPL,,,,,,3200,
AAPL,,,,,,3205,
AAPL,,,,,,3220,
AAPL,,,,,,3221,
AAPL,,,300,,,3261,
AAPL,,,,,,3262,
AAPL,,,,,,3304,
AAPL,,,,,,3309,
AAPL,,,,,,3339,
AAPL,,,,,,3359,
AAPL,,,,,,3364,
AAPL,,176.83,100,,,3367,
AAPL,,,,,,3382,
AAPL,,,,,,3609,
AAPL,,,,,,3635,
AAPL,,,,,,3643,
AAPL,,,,,,3654,
AAPL,,,500,,,,
AAPL,,176.82,400,,,,
AAPL,,176.8,,,,,
AAPL,,,,,,3656,
AAPL,,,,,400,,
AAPL,,,,,,3657,
AAPL,,176.83,100,,,3666,
AAPL,,,500,,,,
AAPL,,,,,,3678,
AAPL,,,,,,3681,
AAPL,,,,,,3856,
AAPL,,,,,,3865,
AAPL,,,,,,3897,
AAPL,,,100,176.79,100,,
AAPL,,,,,,3902,
AAPL,,,,,,3911,
AAPL,,,,,,3921,
AAPL,,,,,,3922,
AAPL,176.83,176.88,400,176.83,,4072,2023-05-31T08:07:03Z
AAPL,,,,176.79,,,
AAPL,,,,,,4078,
AAPL,,,,176.8,200,,
AAPL,,176.89,,,,4128,
AAPL,,,,,,4129,
AAPL,176.81,176.88,,,,4379,2023-05-31T08:07:45Z
AAPL,,,,176.83,,4380,
AAPL,,176.91,,,100,4643,
AAPL,,176.9,,176.79,,4743,
AAPL,,,,,200,,
AAPL,,,,,,4773,
AAPL,,,,,100,,
AAPL,,176.93,,,,,
AAPL,,,,,,4973,
AAPL,,176.88,,,,5123,2023-05-31T08:08:14Z
AAPL,,,,,200,,
AAPL,176.88,176.98,,,,5583,2023-05-31T08:08:17Z
AAPL,,176.95,,,,5593,
AAPL,,176.93,,,,,
AAPL,,177,7700,176.8,100,5643,
AAPL,,176.99,600,,,,
AAPL,,,,,,5649,
AAPL,,,500,,,,
AAPL,,176.97,400,,,,
AAPL,,,500,,,,
AAPL,,176.96,400,,,5679,
AAPL,,176.95,,,,,
AAPL,176.94,,300,,,5933,2023-05-31T08:09:03Z
AAPL,,176.97,100,,,,
AAPL,,,400,,400,,
AAPL,,176.96,,,100,,
AAPL,,,,,400,,
AAPL,,176.99,,,,,
AAPL,,176.97,,,,,
AAPL,,176.96,,,100,5934,
AAPL,,,,176.79,,,
AAPL,,177,7400,,,,
AAPL,,176.99,400,,,,
AAPL,,176.93,,,,,
AAPL,,,,,,5935,
AAPL,,,,,,5936,
AAPL,,176.91,,,,,
AAPL,,,,,200,,
AAPL,,176.9,,,,5948,
AAPL,,176.91,,,,5954,
AAPL,,176.9,,,,5957,
AAPL,176.8,,,,,6957,2023-05-31T08:10:40Z
AAPL,,176.88,,,,,
AAPL,,176.86,,,,,
AAPL,176.79,,,176.7,,7251,2023-05-31T08:10:47Z
AAPL,,,,,500,,
AAPL,,176.85,,,,,
AAPL,,176.88,,,,,
AAPL,,,,,200,,
AAPL,,176.86,,,,,
AAPL,,,,,,7476,
AAPL,176.71,176.87,,,,7914,2023-05-31T08:11:07Z
AAPL,,176.85,,,,,
AAPL,,176.88,,,,,
AAPL,,176.87,,,,,
AAPL,,176.86,,,,7915,
AAPL,,176.85,,,,,
AAPL,,176.88,,,,,
AAPL,,176.87,,,,,
AAPL,,176.86,,,,,
AAPL,,176.89,,,,,
AAPL,,176.88,,,,,
AAPL,,176.87,,,,,
AAPL,,176.86,,,,,
AAPL,,176.9,,,,,
AAPL,,176.88,,,,,
AAPL,,176.84,,,,,
AAPL,,,,,,7917,
AAPL,,176.9,,,,,
AAPL,,176.88,,,,,
AAPL,,176.84,,,,,
AAPL,,176.81,,,,,
AAPL,,,,,,7919,
AAPL,,176.84,,,,,
AAPL,,176.83,,,,,
AAPL,,176.87,,,,,
AAPL,,176.83,,,,7920,
AAPL,,,,,,7924,
AAPL,,176.82,,,,,
AAPL,,,,,,7931,
AAPL,176.7,176.8,,,100,8571,2023-05-31T08:13:52Z
AAPL,,176.83,,,,,
AAPL,,176.86,,176.67,,8682,
AAPL,,176.85,,,,,
AAPL,,176.7,100,,,,
AAPL,,176.83,,,,8782,
AAPL,,176.82,400,,,,
AAPL,,176.75,,,,,
AAPL,176.67,176.78,,176.55,,8936,2023-05-31T08:14:10Z
AAPL,,176.76,,,,,
AAPL,,176.71,,,,,
AAPL,,176.7,,,,,
AAPL,,176.74,,,,8937,
AAPL,,176.73,,,,,
AAPL,,176.72,,,,,
AAPL,,176.73,,,,,
AAPL,,176.75,,,,,
AAPL,,,,,,8947,
AAPL,,176.71,,,,,
AAPL,,176.75,,,,,
AAPL,,176.74,,,,,
AAPL,,176.73,,,,,
AAPL,,176.72,,,,,
AAPL,,,,,,8948,
AAPL,,176.75,,,,,
AAPL,,176.74,,,,,
AAPL,,176.76,,,,,
AAPL,,,,,500,,
AAPL,,176.79,,,100,,
AAPL,,176.78,,,,8949,
AAPL,,176.76,,,500,,
AAPL,,,,,100,,
AAPL,,,,,,8954,
AAPL,,,,,500,9034,
AAPL,,,,176.6,100,,
AAPL,,,,176.55,500,,
AAPL,,,,176.6,200,,
AAPL,,176.79,,,,,
AAPL,,176.77,,,,,
AAPL,,176.74,,,,,
AAPL,,,,,600,,
AAPL,,,,,200,,
AAPL,,176.76,,,,9086,
AAPL,,176.75,,,,,
AAPL,,,,176.62,100,9091,
AAPL,,176.85,,,,9151,
AAPL,,,,176.6,200,,
AAPL,,176.83,,,,,
AAPL,,176.85,,,,,
AAPL,,176.84,,,,,
AAPL,,,,,,9154,
AAPL,,176.83,,,,,
AAPL,,176.82,,,,,
AAPL,,,,,,9156,
AAPL,,176.81,,,,,
AAPL,,176.84,,,,,
AAPL,,176.83,,,,,
AAPL,,176.81,,,,,
AAPL,,,,,,9157,
AAPL,,176.83,,,,,
AAPL,,176.81,,,,,
AAPL,,176.77,,176.61,100,,
AAPL,,,,,,9158,
AAPL,,,,176.65,400,9165,
AAPL,,176.81,,,,,
AAPL,,176.8,,,,,
AAPL,176.72,176.78,500,,,9719,2023-05-31T08:17:40Z
AAPL,,,100,,,,
AAPL,,,500,,,,
AAPL,,,100,,,9724,
AAPL,,,,,,9874,
AAPL,,176.92,400,,200,10230,
AAPL,,176.91,,,,,
AAPL,,176.88,,,,10232,
AAPL,,,,176.62,400,,
AAPL,176.88,176.96,,176.64,,11166,2023-05-31T08:18:05Z
AAPL,,,,176.65,,,
AAPL,,176.95,,176.66,500,,
AAPL,,,,,,11175,
AAPL,,,,176.67,100,,
AAPL,,,,176.66,500,,
AAPL,,,,176.67,100,,
AAPL,,,,176.69,,,
AAPL,,,,176.7,,,
AAPL,176.9,,,176.71,400,11585,2023-05-31T08:18:19Z
AAPL,,176.93,,,,,
AAPL,,176.9,500,176.65,,,
AAPL,,,,176.66,100,,
AAPL,,,1000,,,,
AAPL,,,,,,11587,
AAPL,,,,176.67,500,,
AAPL,,,,,400,11588,
AAPL,,176.89,100,,,,
AAPL,,176.9,1000,,,,
AAPL,,,,,,11593,
AAPL,,,,,500,,
AAPL,,,,176.69,100,,
AAPL,,,,176.67,,,
AAPL,,,,176.69,,,
AAPL,,176.89,400,176.63,400,,
AAPL,,,,176.66,,,
AAPL,,,,176.67,,,
AAPL,,,,176.65,100,,
AAPL,,,,176.64,500,,
AAPL,,,,176.65,,,
AAPL,,,,176.67,100,,
AAPL,,,,176.65,500,11594,
AAPL,,,,,400,,
AAPL,,,,176.64,100,,
AAPL,,,,176.67,400,,
AAPL,,176.87,,176.69,,,
AAPL,,176.86,,176.67,100,,
AAPL,,,,176.74,200,,
AAPL,,,,,,11597,
AAPL,,,,,,11602,
AAPL,,176.77,100,,,,
AAPL,176.75,,,,,11702,2023-05-31T08:20:54Z
AAPL,,,,,,11733,
AAPL,,176.76,7000,176.65,300,12348,2023-05-31T08:21:02Z
AAPL,,,,,200,,
AAPL,,,,,,12352,
AAPL,,,,176.66,100,,
AAPL,,,7200,,,,
AAPL,,,,176.65,800,12354,
AAPL,,,,176.69,200,,
AAPL,,,,,100,,
AAPL,,176.7,7000,,,,
AAPL,176.7,,6800,,,12554,2023-05-31T08:22:04Z
AAPL,176.69,,,176.58,400,12772,2023-05-31T08:22:14Z
AAPL,,,6700,,,12773,
AAPL,,,,176.59,,,
AAPL,176.7,,6500,,,13023,2023-05-31T08:22:19Z
AAPL,,,,176.6,100,,
AAPL,,,,,,13048,
AAPL,,,,,300,,
AAPL,,176.69,200,,200,,
AAPL,,,,,,13049,
AAPL,,,,176.57,100,,
AAPL,,,,176.6,300,,
AAPL,176.69,176.7,6500,,,13505,2023-05-31T08:23:35Z
AAPL,,,,,100,,
AAPL,,,,176.57,,,
AAPL,,,,,,13506,
AAPL,,,,,,13550,
AAPL,,,,,,13559,
AAPL,,,,176.58,,13575,
AAPL,,,,176.57,,,
AAPL,,,,176.58,,,
AAPL,,,,176.57,,13594,
AAPL,,,,176.58,,,
AAPL,,,,176.59,,,
AAPL,,,,176.6,,,
AAPL,,,,176.68,200,,
AAPL,,,,,,13677,
AAPL,,,,176.67,100,13678,
AAPL,176.7,,6000,,,14178,2023-05-31T08:25:40Z
AAPL,,,5900,,,14179,
AAPL,,,,176.68,,,
AAPL,,,5600,,,14483,2023-05-31T08:25:46Z
AAPL,,,5100,,,14983,2023-05-31T08:25:48Z
AAPL,,,,176.63,,15082,
AAPL,,,5000,176.62,400,15132,
AAPL,,,4600,,,15532,2023-05-31T08:25:59Z
AAPL,,,,176.61,100,15533,
AAPL,,,,,500,,
AAPL,,,,176.62,400,,
AAPL,,,,176.61,100,,
AAPL,,,4500,,,15603,
AAPL,,,,176.64,400,,
AAPL,,,4300,,,15803,2023-05-31T08:26:44Z
AAPL,,,,176.61,100,,
AAPL,,,,,,15806,
AAPL,,,,,,15851,
AAPL,,,,,,15853,
AAPL,,,,,,15854,
AAPL,,,,,,15855,
AAPL,,,4200,,,15976,2023-05-31T08:28:50Z
AAPL,,,,,,15977,
AAPL,,,,,,15978,
AAPL,,,,,,15979,
AAPL,,,,176.62,,,
AAPL,,,,,,15980,
AAPL,,176.69,500,,,,
AAPL,,,1000,,,15989,
AAPL,,,900,,,15990,
AAPL,,,,176.61,,15997,
AAPL,,,,176.63,,16047,
AAPL,,,,176.61,,,
AAPL,,,,176.63,,,
AAPL,176.69,,800,176.62,,16147,2023-05-31T08:30:48Z
AAPL,,,,176.63,,,
AAPL,,,,,,16152,
AAPL,,,,176.64,,,
AAPL,,,,176.62,,,
AAPL,,,,176.63,,,
AAPL,,,,176.64,,,
AAPL,,,,176.62,,,
AAPL,,,,176.63,,,
AAPL,,,,,,16153,
AAPL,,,,176.61,,16158,
AAPL,,,,176.63,,,
AAPL,,,,176.62,200,16162,
AAPL,,,,,100,,
AAPL,,,,176.63,,,
AAPL,,,,,,16167,
AAPL,,,,176.61,,,
AAPL,,,,176.62,,,
AAPL,,,,176.61,,16168,
AAPL,,,,176.62,,,
AAPL,,,,176.6,300,16303,
AAPL,,,,176.61,100,,
AAPL,,,,176.6,300,,
AAPL,,,,176.61,100,,
AAPL,,,,176.6,300,16532,
AAPL,,,900,,,,
AAPL,176.63,,,,,16757,2023-05-31T08:32:25Z
AAPL,,,,,,16767,
AAPL,,,,,,16916,2023-05-31T08:32:39Z
AAPL,,,,,,16972,
AAPL,176.6,,,,200,17180,2023-05-31T08:32:42Z
AAPL,,176.67,400,176.52,500,18235,2023-05-31T08:32:46Z
AAPL,,,,,400,,
AAPL,,,,176.53,,,
AAPL,,176.68,,,,18236,
AAPL,,,,176.54,100,,
AAPL,,,,,,18243,
AAPL,,176.67,,,,,
AAPL,,176.66,,,,,
AAPL,,,,176.5,,18472,
AAPL,,176.62,,,,,
AAPL,,,,,,18473,
AAPL,,,,176.51,,,
AAPL,,,,,200,,
AAPL,,176.65,,,,18480,
AAPL,,176.68,,,,,
AAPL,,176.67,,,,,
AAPL,,176.66,,,,,
AAPL,,,,,100,18499,
AAPL,,,,,,18504,
AAPL,,176.6,100,,,,
AAPL,,,,,200,,
AAPL,,176.61,,,,,
AAPL,,176.63,400,,300,18505,
AAPL,,,,176.52,100,,
AAPL,,176.66,100,,,,
AAPL,,176.6,,,,,
AAPL,,,,176.51,300,18525,
AAPL,176.55,,,176.52,100,18670,2023-05-31T08:34:47Z
