,TradeTime,Last,Ask,Bid,VolumeSum,Sign,Sign Change,Balance Change,Short Balance Change,Rounded Last,Last Balance Change
0,2023-06-07T13:30:08Z,126.91,126.92,126.89,100.0,True,1,-126.92,-126.92,126.91,-126.91
1,2023-06-07T13:30:18Z,127.18,127.17,127.14,-125.0,False,-1,127.14,127.14,127.18,127.18
2,2023-06-07T13:30:29Z,127.14,127.16,127.14,-1600.0,False,0,,,127.14,
3,2023-06-07T13:34:58Z,127.145,127.16,127.13,801.0,True,1,-127.16,-127.16,127.14,-127.14
4,2023-06-07T13:35:48Z,127.31,127.31,127.3,100.0,True,0,,,127.31,
5,2023-06-07T13:37:09Z,127.13,127.13,127.12,-1001.0,False,-1,127.12,127.12,127.13,127.13
6,2023-06-07T13:38:28Z,127.03,127.03,127.01,-419.0,False,0,,,127.03,
7,2023-06-07T13:39:28Z,126.995,126.96,126.95,-1324.0,False,0,,,126.99,
8,2023-06-07T13:40:28Z,126.9663,126.97,126.95,-1700.0,False,0,,,126.96,
9,2023-06-07T13:40:39Z,126.93,126.95,126.94,2337.0,True,1,-126.95,-126.95,126.93,-126.93
10,2023-06-07T13:43:09Z,126.8621,126.87,126.85,1173.0,True,0,,,126.86,
11,2023-06-07T13:45:19Z,126.516,126.52,126.5,-2017.0,False,-1,126.5,126.5,126.51,126.51
12,2023-06-07T13:46:29Z,126.245,126.28,126.27,1124.0,True,1,-126.28,-126.28,126.24,-126.24
13,2023-06-07T13:47:59Z,126.0,126.01,125.99,1300.0,True,0,,,126.0,
14,2023-06-07T13:49:49Z,126.045,126.05,126.04,-1079.0,False,-1,126.04,126.04,126.04,126.04
15,2023-06-07T13:51:49Z,126.11,126.13,126.11,800.0,True,1,-126.13,-126.13,126.11,-126.11
16,2023-06-07T13:57:07Z,126.0115,126.02,126.0,-1300.0,False,-1,126.0,126.0,126.01,126.01
17,2023-06-07T13:58:48Z,126.0209,126.05,126.02,100.0,True,1,-126.05,-126.05,126.02,-126.02
18,2023-06-07T13:58:59Z,126.02,126.04,126.01,1420.0,True,0,,,126.02,
19,2023-06-07T14:02:19Z,126.14,126.15,126.14,-1761.0,False,-1,126.14,126.14,126.14,126.14
20,2023-06-07T14:02:39Z,126.0919,126.11,126.1,447.0,True,1,-126.11,-126.11,126.09,-126.09
21,2023-06-07T14:07:59Z,125.975,125.98,125.97,1499.0,True,0,,,125.97,
22,2023-06-07T14:09:29Z,125.95,125.93,125.91,-1200.0,False,-1,125.91,125.91,125.95,125.95
23,2023-06-07T14:15:49Z,125.265,125.27,125.26,-100.0,False,0,,,125.26,
24,2023-06-07T14:21:59Z,125.32,125.34,125.33,9.0,True,1,-125.34,-125.34,125.32,-125.32
25,2023-06-07T14:24:28Z,124.73,124.74,124.73,600.0,True,0,,,124.73,
26,2023-06-07T14:28:19Z,124.515,124.52,124.51,-1849.0,False,-1,124.51,124.51,124.51,124.51
27,2023-06-07T14:30:29Z,124.57,124.59,124.57,1.0,True,1,-124.59,-124.59,124.57,-124.57
28,2023-06-07T14:30:38Z,124.58,124.58,124.56,-2267.0,False,-1,124.56,124.56,124.58,124.58
29,2023-06-07T14:30:59Z,124.565,124.57,124.56,1260.0,True,1,-124.57,-124.57,124.56,-124.56
30,2023-06-07T14:31:48Z,124.515,124.52,124.51,2100.0,True,0,,,124.51,
31,2023-06-07T14:35:39Z,124.09,124.1,124.09,-1500.0,False,-1,124.09,124.09,124.09,124.09
32,2023-06-07T14:37:49Z,123.82,123.83,123.81,-2001.0,False,0,,,123.82,
33,2023-06-07T14:39:09Z,123.92,123.92,123.91,-501.0,False,0,,,123.92,
34,2023-06-07T14:40:38Z,124.14,124.15,124.14,800.0,True,1,-124.15,-124.15,124.14,-124.14
35,2023-06-07T14:45:49Z,123.78,123.79,123.78,1939.0,True,0,,,123.78,
36,2023-06-07T14:45:59Z,123.83,123.84,123.83,1200.0,True,0,,,123.83,
