Symbol,Last,Ask,AskSize,Bid,BidSize,Volume,TradeTime
MSFT,332.3,332.31,,332.28,,9666313,2023-05-30T14:33:51Z
MSFT,332.26,332.3,200,332.26,,9667359,2023-05-30T14:33:52Z
MSFT,332.28,,100,332.27,,9667615,2023-05-30T14:33:53Z
MSFT,,,,332.26,,9667763,
MSFT,,,,332.28,,9668256,
MSFT,332.31,332.33,400,332.31,200,9668460,2023-05-30T14:33:56Z
MSFT,332.33,,,,100,9669873,2023-05-30T14:33:57Z
MSFT,332.34,332.35,200,332.33,,9670939,2023-05-30T14:33:58Z
MSFT,332.38,332.39,,332.36,,9672784,2023-05-30T14:33:59Z
MSFT,332.365,332.38,100,332.35,600,9673823,2023-05-30T14:34:00Z
MSFT,332.38,332.4,,332.36,100,9675365,2023-05-30T14:34:01Z
MSFT,332.3805,332.39,,332.37,500,9675876,2023-05-30T14:34:02Z
MSFT,332.38,,,,600,9676472,2023-05-30T14:34:03Z
MSFT,332.37,,,332.36,100,9678327,2023-05-30T14:34:04Z
MSFT,332.39,332.38,,,400,9678679,2023-05-30T14:34:05Z
MSFT,332.3599,332.36,,332.34,100,9681593,2023-05-30T14:34:06Z
MSFT,332.38,332.39,,332.36,400,9683099,2023-05-30T14:34:07Z
MSFT,,,200,,,9683199,
MSFT,332.43,332.47,100,332.44,100,9685401,2023-05-30T14:34:09Z
MSFT,332.48,332.48,,332.47,,9686314,2023-05-30T14:34:10Z
MSFT,332.44,332.46,,332.43,200,9687416,2023-05-30T14:34:11Z
MSFT,332.445,,200,,100,9688012,2023-05-30T14:34:12Z
MSFT,332.46,332.48,,332.46,200,9689032,2023-05-30T14:34:13Z
MSFT,,,,332.45,100,9689509,
MSFT,332.465,,100,332.47,,9689880,2023-05-30T14:34:15Z
MSFT,,332.49,,332.46,,9690591,2023-05-30T14:34:16Z
MSFT,332.475,332.47,,,400,9690921,2023-05-30T14:34:17Z
MSFT,332.46,332.48,200,332.45,600,9697768,2023-05-30T14:34:18Z
MSFT,332.4563,332.49,,332.46,100,9700537,2023-05-30T14:34:19Z
MSFT,332.475,,,,200,9700693,2023-05-30T14:34:20Z
MSFT,332.45,332.46,100,332.43,500,9703551,2023-05-30T14:34:21Z
MSFT,332.43,332.44,200,332.4,100,9705036,2023-05-30T14:34:22Z
MSFT,,332.4,100,332.37,,9705426,
MSFT,332.36,332.38,,332.35,,9722496,2023-05-30T14:34:24Z
MSFT,332.34,332.35,,332.33,,9727069,2023-05-30T14:34:25Z
MSFT,332.31,332.32,,332.31,,9728175,2023-05-30T14:34:26Z
MSFT,332.33,332.35,,332.33,,9729429,2023-05-30T14:34:27Z
MSFT,332.32,332.33,,332.32,,9731289,2023-05-30T14:34:28Z
MSFT,332.33,,,332.31,,9731809,2023-05-30T14:34:29Z
MSFT,,332.34,,332.32,200,9733673,2023-05-30T14:34:30Z
MSFT,332.3362,332.35,,,,9733797,2023-05-30T14:34:31Z
MSFT,332.41,332.44,,332.42,100,9734463,2023-05-30T14:34:32Z
MSFT,332.425,,200,332.41,,9740143,2023-05-30T14:34:33Z
MSFT,,,100,332.4,300,9740194,
MSFT,332.41,332.42,,,200,9741800,2023-05-30T14:34:35Z
MSFT,332.36,332.38,200,332.35,100,9744343,2023-05-30T14:34:36Z
MSFT,,,100,,200,9745583,2023-05-30T14:34:37Z
MSFT,332.355,332.36,200,332.34,100,9747149,2023-05-30T14:34:38Z
MSFT,332.3469,332.35,100,,,9747330,2023-05-30T14:34:39Z
MSFT,332.335,332.33,,332.31,,9747972,2023-05-30T14:34:40Z
MSFT,332.32,332.34,,,200,9748285,2023-05-30T14:34:41Z
MSFT,332.33,,200,332.32,100,9752130,2023-05-30T14:34:42Z
MSFT,332.23,332.28,100,332.24,,9755414,2023-05-30T14:34:43Z
MSFT,332.27,,,332.25,,9755661,2023-05-30T14:34:44Z
MSFT,332.2502,332.29,200,,200,9756300,2023-05-30T14:34:45Z
MSFT,,,,,100,9756319,
MSFT,332.24,332.24,100,332.22,,9761434,2023-05-30T14:34:47Z
MSFT,332.28,332.28,,332.26,,9763622,2023-05-30T14:34:48Z
MSFT,332.31,332.35,,332.32,200,9765305,2023-05-30T14:34:49Z
MSFT,332.38,332.4,700,332.37,100,9766678,2023-05-30T14:34:50Z
MSFT,332.4,332.43,300,332.41,,9768345,2023-05-30T14:34:51Z
MSFT,332.4501,332.48,200,332.45,,9769251,2023-05-30T14:34:52Z
MSFT,332.4698,332.47,100,,300,9769551,2023-05-30T14:34:53Z
MSFT,332.46,332.5,1600,,400,9770420,2023-05-30T14:34:54Z
MSFT,332.485,,,332.47,200,9770812,2023-05-30T14:34:55Z
MSFT,332.558,332.56,200,332.54,100,9776002,2023-05-30T14:34:56Z
MSFT,332.53,332.52,,332.49,,9777485,2023-05-30T14:34:57Z
MSFT,,332.5,,332.47,,9777598,
MSFT,332.4884,,,332.48,,9777751,2023-05-30T14:34:59Z
MSFT,332.49,,,332.47,300,9778530,2023-05-30T14:35:00Z
MSFT,332.47,332.47,100,332.45,100,9779674,2023-05-30T14:35:01Z
MSFT,332.4623,332.48,200,,200,9780538,2023-05-30T14:35:02Z
