"_id",buy_and_hold_gain,buy_and_hold_perf,duration,end_date,long,macd_min_len,macd_threshold,model_gain,model_perf,model_run_date,model_score,predict_action,predict_date,predict_macd_accum,predict_macd_len,predict_vol,run_id,short,signal,start_date,symbol
6393fe58be0915624e51d349,1915.1669336922764,1.1984633485251648,41.74520547945205,2022-11-30,7,0,0.5,3343.5072462034236,1.214567694103056,2022-12-09-22-32-00,1.0134374952706808,0.9637247920036316,2022-12-02,0.1917263168969962,2,0.21224455535411835,13106,3,19,1981-03-13,AAPL
6393fef1be0915624e51d399,1915.1673029110118,1.198463354059879,41.74520547945205,2022-11-30,7,0,0.5,1458.9911776774625,1.190678184877069,2022-12-09-22-35-16,0.9935040406897405,0.0,2022-12-02,0.19172631677973465,2,0.38036027550697327,13107,3,19,1981-03-13,AAPL
6393ff9bbe0915624e51d3f1,1915.1673029110118,1.198463354059879,41.74520547945205,2022-11-30,7,0,0.5,34161.840973344,1.284104258688102,2022-12-09-22-37-34,1.071458926414486,0.6420897841453552,2022-12-02,0.19172631677936564,2,0.0,13108,3,19,1981-03-13,AAPL
6394004bbe0915624e51d44c,1915.167487520433,1.1984633568272367,41.74520547945205,2022-11-30,7,0,0.5,25739.827636803046,1.2754263409071789,2022-12-09-22-40-29,1.0642180535946388,0.3138262629508972,2022-12-02,0.19172631677936666,2,1.0,13109,3,19,1981-03-13,AAPL
639400e6be0915624e51d49c,1386.5731721394295,1.190274253362495,41.534246575342465,2022-11-09,7,5,0.5,957.0783928167311,1.179697974877755,2022-12-09-22-43-20,0.9911144188367829,0.9853781461715698,2022-11-21,12.605845288372734,8,0.4568173885345459,13200,3,19,1981-05-08,AAPL
63940186be0915624e51d4ef,1386.5731721394295,1.190274253362495,41.534246575342465,2022-11-09,7,5,0.5,331.5065327206049,1.1499651285936145,2022-12-09-22-45-55,0.9661345907004136,0.8728895783424377,2022-11-21,12.605845288366266,8,0.0,13201,3,19,1981-05-08,AAPL
63940220be0915624e51d540,1386.5732783482033,1.1902742555576151,41.534246575342465,2022-11-09,7,5,0.5,2252.3831156670035,1.204259133818952,2022-12-09-22-48-33,1.011749290716857,0.0,2022-11-21,12.605845288366254,8,1.0,13202,3,19,1981-05-08,AAPL
639402c7be0915624e51d596,1386.5732783482033,1.1902742555576151,41.534246575342465,2022-11-09,7,5,0.5,2339.6375555605223,1.2053616330784462,2022-12-09-22-51-09,1.012675547211397,0.24058055877685547,2022-11-21,12.605845288366266,8,0.16790024936199188,13203,3,19,1981-05-08,AAPL
6394035bbe0915624e51d5e5,1386.5738093923162,1.1902742665332182,41.534246575342465,2022-11-09,7,5,0.5,4334.526557621555,1.2233898935194554,2022-12-09-22-53-50,1.0278218457017385,0.0,2022-11-21,12.605845288367812,8,0.0,13204,3,19,1981-05-08,AAPL
639403f7be0915624e51d634,1386.5734907657998,1.190274259947856,41.534246575342465,2022-11-09,7,5,0.5,1164.0256533558688,1.1852711127125057,2022-12-09-22-56-25,0.99579664334204,0.0,2022-11-21,12.605845286825046,8,0.5186633467674255,13205,3,19,1981-05-08,AAPL
63940491be0915624e51d685,1386.5729597219308,1.1902742489722553,41.534246575342465,2022-11-09,7,5,0.5,6758.030893142772,1.2365415985763828,2022-12-09-22-59-00,1.0388711674171538,0.0,2022-11-21,12.605845286829881,8,0.0,13206,3,19,1981-05-08,AAPL
63940529be0915624e51d6d4,1386.5732783482033,1.1902742555576151,41.534246575342465,2022-11-09,7,5,0.5,1440.754268547288,1.191373248999104,2022-12-09-23-01-22,1.0009233111078035,0.0,2022-11-21,12.605845288366254,8,0.671373724937439,13207,3,19,1981-05-08,AAPL
639405ccbe0915624e51d728,1386.573065930672,1.1902742511673752,41.534246575342465,2022-11-09,7,5,0.5,6595.686409176377,1.2358178928209411,2022-12-09-23-04-07,1.0382631495295294,0.0,2022-11-21,12.605845288367812,8,1.0,13208,3,19,1981-05-08,AAPL
63940670be0915624e51d780,1386.5729597219308,1.1902742489722553,41.534246575342465,2022-11-09,7,5,0.5,1158.0588860657351,1.1851244645856949,2022-12-09-23-06-56,0.9956734471984023,0.0,2022-11-21,12.605845286825051,8,1.0,13209,3,19,1981-05-08,AAPL
6394071fbe0915624e51d7d9,1891.0741695800364,1.1980573285514435,41.75342465753425,2022-12-02,7,0,1,10970.612451459036,1.2495799829974332,2022-12-09-23-09-45,1.0430051661286401,0.0,2022-12-08,-3.7549783710078515,4,0.14570972323417664,14100,3,19,1981-03-12,AAPL
639407d2be0915624e51d837,1891.0739893183659,1.1980573258162985,41.75342465753425,2022-12-02,7,0,1,16127.325832265871,1.2611643061153854,2022-12-09-23-12-34,1.0526744246199478,0.0,2022-12-08,-3.754978371007127,4,0.0,14101,3,19,1981-03-12,AAPL
6394088fbe0915624e51d897,1891.0747103652536,1.1980573367568799,41.75342465753425,2022-12-02,7,0,1,7722.683541332949,1.2391176968171862,2022-12-09-23-15-43,1.0342724499074945,0.5141376256942749,2022-12-08,-3.7549783711798166,4,0.0,14102,3,19,1981-03-12,AAPL
6394093ebe0915624e51d8f3,1891.0745301034801,1.1980573340217342,41.75342465753425,2022-12-02,7,0,1,9120.300015517912,1.244064043889376,2022-12-09-23-18-48,1.0384010919687814,0.0,2022-12-08,-3.754978371007126,4,0.0,14103,3,19,1981-03-12,AAPL
639409fcbe0915624e51d953,1891.0741695800364,1.1980573285514435,41.75342465753425,2022-12-02,7,0,1,10266.931853487196,1.2475976002093603,2022-12-09-23-21-40,1.0413505017475377,0.3548327684402466,2022-12-08,-3.754978371007127,4,0.528560996055603,14104,3,19,1981-03-12,AAPL
63940a8bbe0915624e51d99f,1891.0748906270614,1.198057339492026,41.75342465753425,2022-12-02,7,0,1,10293.743067030298,1.2476755303282188,2022-12-09-23-24-55,1.0414155393073514,0.47542786598205566,2022-12-08,-3.754978371007127,4,0.0,14105,3,19,1981-03-12,AAPL
63940b4dbe0915624e51da03,1891.0745301034801,1.1980573340217342,41.75342465753425,2022-12-02,7,0,1,6519.3911242754475,1.2341011558915287,2022-12-09-23-27-21,1.0300852228405462,0.0,2022-12-08,-3.7549783710076765,4,0.0,14106,3,19,1981-03-12,AAPL
63940bfcbe0915624e51da5e,1891.0745301034801,1.1980573340217342,41.75342465753425,2022-12-02,7,0,1,3556.2813713488486,1.2163171294106507,2022-12-09-23-30-32,1.015241169909307,0.0,2022-12-08,-3.7549783710078515,4,0.0,14107,3,19,1981-03-12,AAPL
63940ca0be0915624e51dab3,1891.0748906270614,1.198057339492026,41.75342465753425,2022-12-02,7,0,1,6843.930537719399,1.2355379011162455,2022-12-09-23-33-13,1.0312844472369838,0.0,2022-12-08,-3.7549783710078515,4,0.0,14108,3,19,1981-03-12,AAPL
63940d5ebe0915624e51db15,1891.0745301034801,1.1980573340217342,41.75342465753425,2022-12-02,7,0,1,8212.44276825279,1.2409438373442179,2022-12-09-23-36-12,1.0357967036339728,1.3760501146316528,2022-12-08,-3.7549783711797664,4,0.9906240701675415,14109,3,19,1981-03-12,AAPL
63940e03be0915624e51db6a,1522.8839445317383,1.1928257873782333,41.56164383561644,2022-11-16,7,5,1,2824.587654719919,1.210687916904844,2022-12-09-23-39-13,1.01497463394539,0.0,2022-12-09,-4.546695780657646,5,0.0,14200,3,19,1981-05-05,AAPL
63940ea4be0915624e51dbbf,1522.8834800059085,1.1928257786238123,41.56164383561644,2022-11-16,7,5,1,2502.137779779023,1.2071620205517057,2022-12-09-23-41-54,1.0120187224193238,0.0,2022-12-09,-4.546695780657646,5,1.0,14201,3,19,1981-05-05,AAPL
63940f4bbe0915624e51dc14,1522.88406066324,1.192825789566839,41.56164383561644,2022-11-16,7,5,1,5593.353896275333,1.2307544551784813,2022-12-09-23-44-35,1.0317973219085208,0.0,2022-12-09,-4.546695780657644,5,0.0,14202,3,19,1981-05-05,AAPL
63940ff4be0915624e51dc6c,1522.8838284002543,1.1928257851896278,41.56164383561644,2022-11-16,7,5,1,8204.436065192098,1.2421514226106727,2022-12-09-23-47-30,1.0413519208198567,0.0,2022-12-09,-4.546695780451424,5,0.4324623644351959,14203,3,19,1981-05-05,AAPL
6394109abe0915624e51dcc3,1522.8838284002543,1.1928257851896278,41.56164383561644,2022-11-16,7,5,1,3882.4734836432963,1.2199899949606217,2022-12-09-23-50-16,1.0227729900780738,0.24054305255413055,2022-12-09,-4.546695780657644,5,1.0,14204,3,19,1981-05-05,AAPL
63941148be0915624e51dd1d,1522.8835961373393,1.1928257808124174,41.56164383561644,2022-11-16,7,5,1,2023.367640081363,1.2010090928195114,2022-12-09-23-53-02,1.0068604419343792,1.08829665184021,2022-12-09,-4.546695780452287,5,1.0,14205,3,19,1981-05-05,AAPL
639411e6be0915624e51dd6e,1522.8837122687878,1.1928257830010225,41.56164383561644,2022-11-16,7,5,1,3283.3592253116435,1.215080055359083,2022-12-09-23-55-53,1.018656766709109,0.0,2022-12-09,-4.546695780657002,5,0.0,14206,3,19,1981-05-05,AAPL
6394128ebe0915624e51ddc6,1522.8837122687878,1.1928257830010225,41.56164383561644,2022-11-16,7,5,1,476.77239826612276,1.1599570142176998,2022-12-09-23-58-37,0.9724446191122492,1.188071370124817,2022-12-09,-4.546695780657001,5,0.1108546257019043,14207,3,19,1981-05-05,AAPL
6394133cbe0915624e51de1f,1522.8839445317383,1.1928257873782333,41.56164383561644,2022-11-16,7,5,1,3992.3313360381353,1.2208093248975027,2022-12-10-00-01-23,1.0234598696770094,0.0,2022-12-09,-4.546695780657001,5,0.0,14208,3,19,1981-05-05,AAPL
639413dfbe0915624e51de73,1522.8834800059085,1.1928257786238123,41.56164383561644,2022-11-16,7,5,1,4159.9476703378405,1.2220179692446773,2022-12-10-00-04-14,1.0244731386125345,0.0,2022-12-09,-4.546695780452079,5,0.0,14209,3,19,1981-05-05,AAPL
63941470be0915624e51debf,1743.4381957481191,1.1963180362755133,41.63835616438356,2022-11-10,13,0,0,2892.5293100844383,1.210952609343889,2022-12-10-00-06-40,1.0122330121461158,0.0,2022-11-23,8.541974127593427,9,1.0,21100,6,9,1981-04-01,AAPL
63941531be0915624e51df24,1743.4383499430826,1.1963180388165835,41.63835616438356,2022-11-10,13,0,0,996.3131622833994,1.1803489783459507,2022-12-10-00-09-14,0.9866514923686768,0.40072837471961975,2022-11-23,8.541974127593427,9,0.10157102346420288,21101,6,9,1981-04-01,AAPL
639415ffbe0915624e51df8e,1743.4378873582746,1.1963180311933732,41.63835616438356,2022-11-10,13,0,0,12546.280789320012,1.2543861187156273,2022-12-10-00-12-26,1.048539005522076,1.2093220949172974,2022-11-23,8.54197412794616,9,0.0,21102,6,9,1981-04-01,AAPL
639416d3be0915624e51dffb,1743.4378873582746,1.1963180311933732,41.63835616438356,2022-11-10,13,0,0,1968.326964391822,1.1998089208126408,2022-12-10-00-15-52,1.0029180280897256,0.48939672112464905,2022-11-23,8.541974127946313,9,0.0,21103,6,9,1981-04-01,AAPL
639417acbe0915624e51e06c,1743.4386583330909,1.1963180438987249,41.63835616438356,2022-11-10,13,0,0,19876.825603984027,1.2683247543278426,2022-12-10-00-19-25,1.0601902736453364,0.3259619474411011,2022-11-23,8.541974127946313,9,0.9758117198944092,21104,6,9,1981-04-01,AAPL
6394187abe0915624e51e0d5,1743.4383499430826,1.1963180388165835,41.63835616438356,2022-11-10,13,0,0,5495.822314977455,1.2297641093407738,2022-12-10-00-23-00,1.0279575074846115,2.480534553527832,2022-11-23,8.54197412794616,9,0.21637171506881714,21105,6,9,1981-04-01,AAPL
6394194dbe0915624e51e141,1743.4380415531832,1.1963180337344432,41.63835616438356,2022-11-10,13,0,0,1509.4287083902502,1.1921842339493145,2022-12-10-00-26-30,0.9965445645149855,0.0,2022-11-23,8.54197412759337,9,0.6412405967712402,21106,6,9,1981-04-01,AAPL
63941a25be0915624e51e1b1,1743.4381957481191,1.1963180362755133,41.63835616438356,2022-11-10,13,0,0,19499.684874366914,1.26774138111658,2022-12-10-00-29-59,1.0597026398293121,0.2938104271888733,2022-11-23,8.54197412759337,9,0.0,21107,6,9,1981-04-01,AAPL
63941affbe0915624e51e221,1743.4380415531832,1.1963180337344432,41.63835616438356,2022-11-10,13,0,0,57682.338901147945,1.3011959985911716,2022-12-10-00-33-35,1.0876672940633854,0.9487748146057129,2022-11-23,8.54197412759337,9,0.0,21108,6,9,1981-04-01,AAPL
63941bb3be0915624e51e27f,1743.4383499430826,1.1963180388165835,41.63835616438356,2022-11-10,13,0,0,5081.3813478684215,1.2274506406741938,2022-12-10-00-37-18,1.0260236833747045,0.0,2022-11-23,8.541974127946313,9,0.5302066802978516,21109,6,9,1981-04-01,AAPL
63941c48be0915624e51e2cb,1342.1713867386975,1.189668960192921,41.46849315068493,2022-11-10,13,5,0,2632.4448631752534,1.209152047456542,2022-12-10-00-39-55,1.0163768980409993,0.012013502418994904,2022-11-23,8.54197412759337,9,0.9931631684303284,21200,6,9,1981-06-02,AAPL
63941d12be0915624e51e335,1342.1714781232981,1.1896689621462386,41.46849315068493,2022-11-10,13,5,0,3622.898709241074,1.2185000435064883,2022-12-10-00-42-36,1.0242345411014477,0.9619354009628296,2022-11-23,8.541974127593427,9,0.0,21201,6,9,1981-06-02,AAPL
63941dd3be0915624e51e399,1342.172117815851,1.189668975819467,41.46849315068493,2022-11-10,13,5,0,2939.361174904318,1.21237188577117,2022-12-10-00-45-56,1.0190833840447633,0.3351258635520935,2022-11-23,8.541974127593427,9,0.0,21202,6,9,1981-06-02,AAPL
63941e7cbe0915624e51e3f0,1342.1717522771746,1.189668968006193,41.46849315068493,2022-11-10,13,5,0,481.71542654536523,1.160632351143798,2022-12-10-00-49-06,0.9755926920485634,0.0,2022-11-23,8.541974127593425,9,0.0,21203,6,9,1981-06-02,AAPL
63941f45be0915624e51e457,1342.1712953541091,1.1896689582396032,41.46849315068493,2022-11-10,13,5,0,2813.8434672386625,1.211096671420885,2022-12-10-00-51-57,1.0180114922162795,0.0,2022-11-23,8.541974127946313,9,0.38475874066352844,21204,6,9,1981-06-02,AAPL
63942000be0915624e51e4b9,1342.1716608925367,1.1896689660528745,41.46849315068493,2022-11-10,13,5,0,1065.9102851563264,1.1830757577589122,2022-12-10-00-55-17,0.9944579471415166,0.18876412510871887,2022-11-23,8.541974127946313,9,0.05454385653138161,21205,6,9,1981-06-02,AAPL
