"2009-12-09","500000","1399614.745483"
"2009-12-23","489431.559848","1439499.0385470001"
"2010-01-12","389433.729848","1436851.627383"
"2010-01-13","378679.42235999997","1449088.9535219998"
"2010-02-11","278731.78374399996","1406321.0781860002"
"2010-03-10","268406.38362399995","1484315.5848359996"
"2010-04-07","256943.38362399995","1535231.9027290002"
"2010-04-14","243787.76049699995","1573741.3078999997"
"2010-04-15","143966.20160199993","1573528.1958009996"
"2010-06-02","130646.58047599993","1458665.933118"
"2010-06-30","139444.98047599994","1385464.247511"
"2010-07-14","131320.75547899993","1460421.001826"
"2010-07-28","120045.88958899993","1464834.1285689997"
"2010-08-04","109447.74942299993","1507593.1656639997"
"2010-09-15","101031.54942299993","1542693.706475"
"2010-09-21","121931.97692299994","1580423.297925"
"2010-10-20","132183.05692299994","1590380.96697"
"2010-11-23","54293.84192299993","1655935.512462"
"2010-12-29","63277.028554999924","1692819.1526049997"
"2011-01-25","73637.16836699992","1706481.459458"
"2011-01-26","58247.62922599992","1715353.0226079999"
"2011-03-30","41731.98940999992","1739907.1682910002"
"2011-04-06","31496.54952199992","1776238.544824"
"2011-04-27","19250.06935999992","1827567.318372"
"2011-05-25","32900.78900399992","1788603.6142409998"
"2011-06-08","42374.36900399992","1748921.8746429998"
"2011-07-20","20864.78390099992","1905272.3875059998"
"2011-08-10","7870.783900999919","1735115.267714"
"2011-11-03","39459.11421699992","1956365.956697"
"2011-11-30","33123.35415099992","1866310.115751"
"2012-01-11","18352.46415099992","1874318.765248"
"2012-02-07","45534.82498099992","1988223.3483199999"
"2012-02-22","59472.038756999915","2030366.9165419994"
"2012-03-07","69741.27875699992","2049969.7077590001"
"2012-04-18","55119.27905699992","2135671.235519"
"2012-05-10","78005.96925899992","2073064.986402"
"2012-05-16","111385.86087099992","2031376.9639029999"
"2012-06-20","92332.92337099992","2111023.981977"
"2012-07-19","71179.20337099992","2119777.64607"
"2012-08-23","97482.85646999993","2196309.782844"
"2012-09-06","90093.75640499992","2265293.076968"
"2012-10-18","75439.00913699993","2297125.789802"
"2012-10-25","95201.84957699993","2223651.460296"
"2012-12-04","77444.84923699993","2239959.779169"
"2013-01-23","97931.22563299994","2303791.0955809997"
"2013-02-19","7832.937175999934","2322972.7658100002"
"2013-03-20","17106.836740999934","2245244.801061"
"2013-05-15","26961.836740999934","2289300.5321739996"
"2013-08-21","45000.865525999936","2337795.39347"
"2013-09-26","80662.94552599994","2452035.729523001"
"2013-12-04","91897.90534399994","2655484.7454089997"
"2014-01-16","84020.59522099994","2731956.8781649997"
"2014-01-23","113492.92210999994","2734746.471502"
"2014-02-04","13536.158965999944","2602401.622966"
"2014-03-13","32115.471861999948","2728538.2859859997"
"2014-04-24","879.1214769999497","2621100.877215"
"2014-05-15","13078.761476999949","2568963.794055"
"2014-05-29","3957.48131999995","2677378.8455740004"
"2014-06-12","23342.40165599995","2696184.287716"
"2014-10-16","82607.83204899995","2663334.0918089994"
"2014-10-23","42658.60128699995","2787692.925458"
"2014-11-06","33022.71113799995","2909067.4717249996"
"2014-11-13","71036.03113799995","2947658.9008359998"
"2014-12-23","51631.31041799995","2926113.6162520004"
"2015-01-06","57894.41055599995","2824052.382599"
"2015-01-15","70844.69006399995","2808448.5234069997"
"2015-01-20","72236.08096599995","2867301.7194419997"
"2015-02-03","51317.08096599995","3026204.803355"
"2015-02-17","99604.19032899995","3133981.0828190004"
"2015-03-03","63308.29195499995","3206732.8323999997"
"2015-05-05","19940.29195499995","3242285.445835999"
"2015-05-12","6617.28141399995","3262444.647241"
"2015-05-26","21752.64141399995","3296253.1456540003"
"2015-06-09","75132.62057599996","3266731.178349001"
"2015-07-07","95966.52083599995","3248212.514015"
"2015-08-25","15411.308993999948","3077056.491506"
"2015-09-08","3519.5886259999497","3297028.097757"
"2015-09-24","20389.22862599995","3333149.7304090005"
"2016-01-05","49414.46788799995","3554533.108257"
"2016-02-16","6675.269855999948","3162344.866359"
"2016-03-03","19884.50956199995","3396296.8157389998"
"2016-04-12","6943.469429999948","3557705.954564"
"2016-07-07","24320.149721999944","3724938.8720629998"
"2016-07-12","15209.789837999944","3812907.6715890006"
"2016-09-13","25576.689837999944","3806014.233441"
"2016-09-27","13009.969493999944","3908219.943408"
"2016-10-04","26787.369113999943","3909121.946211"
"2016-11-08","11938.089581999942","3875313.76674"
"2017-01-03","1578.7793199999414","3882014.716814001"
"2017-11-29","1124.2793199999414","5287768.984111"
"2017-12-27","17496.07912799994","5316431.437759"
"2018-02-21","81980.47176699994","5812817.476696999"
"2018-04-25","156997.90189499993","5733614.911286"
"2018-05-02","97131.66952199992","5978147.382854999"
"2018-06-27","89337.28486199993","6298493.447548"
"2018-07-05","94328.28486199993","6433483.656020001"
"2018-09-06","46712.788235999935","7019338.881322"
"2018-09-13","22926.368437999936","7213975.554105999"
"2018-09-27","12765.368437999936","7292723.699772"
"2018-10-11","328.9278019999365","6564490.596705999"
"2018-11-08","56144.92780199993","6687860.796839"
"2019-01-09","34075.70693399993","6058834.605031"
"2019-03-14","34677.31693399993","6628699.929872001"
"2019-05-29","100831.05879899993","6599849.639929"
"2019-06-18","874.0999977304018","6876474.855642529"
"2019-07-18","5865.099997730402","7105298.3373081405"
"2019-07-31","164295.83747789398","7002984.852883549"
"2019-08-20","64316.49967882171","6781537.10217783"
"2019-08-21","40866.37924119964","6864026.2270252425"
"2019-11-06","6096.6188347054995","7208702.391965123"
"2019-12-04","148703.50408861175","7264081.081525059"
"2019-12-24","48717.40547105804","7115225.15403101"
