Date,Open,High,Low,Close,Volume
2023-05-25 04:00:00.065000-04:00,,,,185.5,50
2023-05-25 04:00:13.041000-04:00,,,,185.34,100
2023-05-25 04:00:23.145000-04:00,,,,185.56,1
2023-05-25 04:00:33.887000-04:00,,,,185.62,30
2023-05-25 04:00:45.518000-04:00,,,,185.55,7
2023-05-25 04:00:56.574000-04:00,,,,185.78,3
2023-05-25 04:01:07.955000-04:00,,,,185.48,46
2023-05-25 04:01:20.991000-04:00,,,,185.59,44
2023-05-25 04:01:34.123000-04:00,,,,185.6,20
2023-05-25 04:01:44.366000-04:00,,,,185.59,5
2023-05-25 04:01:53.928000-04:00,,,,185.67,39
2023-05-25 04:02:05.873000-04:00,,,,185.53,11
2023-05-25 04:02:16.022000-04:00,,,,185.51,2
2023-05-25 04:02:26.576000-04:00,,,,185.64,20
2023-05-25 04:02:37.746000-04:00,,,,185.7,1
2023-05-25 04:02:47.623000-04:00,,,,185.58,2
2023-05-25 04:03:02.272000-04:00,,,,185.66,4
2023-05-25 04:03:19.150000-04:00,,,,185.69,13
2023-05-25 04:03:28.737000-04:00,,,,185.65,139
2023-05-25 04:03:38.585000-04:00,,,,185.69,1
2023-05-25 04:03:49.308000-04:00,,,,185.69,100
2023-05-25 04:04:03.454000-04:00,,,,185.8,15
2023-05-25 04:04:12.985000-04:00,,,,185.81,2
2023-05-25 04:04:24.994000-04:00,,,,185.9,50
2023-05-25 04:04:34.819000-04:00,,,,185.84,13
2023-05-25 04:04:47-04:00,,,,185.88,10
2023-05-25 04:04:57.123000-04:00,,,,185.96,14
2023-05-25 04:05:07.319000-04:00,,,,186.0,20
2023-05-25 04:05:17.247000-04:00,,,,185.95,7
2023-05-25 04:05:27.220000-04:00,,,,185.96,30
2023-05-25 04:05:40.691000-04:00,,,,185.97,3
2023-05-25 04:05:51.997000-04:00,,,,185.95,45
2023-05-25 04:06:01.664000-04:00,,,,185.89,1
2023-05-25 04:06:12.880000-04:00,,,,185.8,10
2023-05-25 04:06:25.225000-04:00,,,,185.82,77
2023-05-25 04:06:37.597000-04:00,,,,185.8,1
2023-05-25 04:06:47.365000-04:00,,,,185.71,20
2023-05-25 04:06:59.788000-04:00,,,,185.72,1
2023-05-25 04:07:12.964000-04:00,,,,185.79,20
2023-05-25 04:07:32.769000-04:00,,,,185.81,49
2023-05-25 04:07:49.114000-04:00,,,,185.84,1
2023-05-25 04:08:00.377000-04:00,,,,185.87,5
2023-05-25 04:08:12.825000-04:00,,,,185.84,40
2023-05-25 04:08:23.914000-04:00,,,,185.85,40
2023-05-25 04:08:35.794000-04:00,,,,185.83,5
2023-05-25 04:08:47.232000-04:00,,,,185.83,5
2023-05-25 04:08:57.038000-04:00,,,,185.85,10
2023-05-25 04:09:08.553000-04:00,,,,185.89,1
2023-05-25 04:09:19.937000-04:00,,,,186.06,6
2023-05-25 04:09:32.215000-04:00,,,,185.98,3
2023-05-25 04:09:44.688000-04:00,,,,186.0,7
2023-05-25 04:09:55.609000-04:00,,,,186.06,30
2023-05-25 04:10:11.596000-04:00,,,,186.07,3
2023-05-25 04:10:22.794000-04:00,,,,186.06,2
2023-05-25 04:10:33.140000-04:00,,,,185.97,100
2023-05-25 04:10:43.646000-04:00,,,,185.98,1
2023-05-25 04:10:56.946000-04:00,,,,185.9,2
2023-05-25 04:11:08.345000-04:00,,,,185.83,50
2023-05-25 04:11:20.499000-04:00,,,,185.88,6
2023-05-25 04:11:35.724000-04:00,,,,185.85,46
2023-05-25 04:11:45.389000-04:00,,,,185.95,20
2023-05-25 04:11:55.738000-04:00,,,,185.97,2
2023-05-25 04:12:21.876000-04:00,,,,185.96,5
2023-05-25 04:12:31.604000-04:00,,,,185.96,1
2023-05-25 04:12:41.236000-04:00,,,,185.94,3
2023-05-25 04:12:52.889000-04:00,,,,185.93,12
2023-05-25 04:13:05.278000-04:00,,,,185.96,166
2023-05-25 04:13:18.634000-04:00,,,,185.96,10
2023-05-25 04:13:28.776000-04:00,,,,185.94,18
2023-05-25 04:13:38.596000-04:00,,,,185.9,2
2023-05-25 04:13:48.479000-04:00,,,,185.9,50
2023-05-25 04:14:04.092000-04:00,,,,185.9,20
2023-05-25 04:14:13.658000-04:00,,,,185.9,25
2023-05-25 04:14:24.277000-04:00,,,,185.95,50
2023-05-25 04:14:34.259000-04:00,,,,185.88,80
2023-05-25 04:14:45.052000-04:00,,,,185.88,2
2023-05-25 04:14:56.796000-04:00,,,,185.8,30
2023-05-25 04:15:07.324000-04:00,,,,185.8,5
2023-05-25 04:15:25.661000-04:00,,,,185.83,6
2023-05-25 04:15:38.252000-04:00,,,,185.82,11
2023-05-25 04:15:48.324000-04:00,,,,185.76,3
2023-05-25 04:16:02.744000-04:00,,,,185.78,1
2023-05-25 04:16:15.518000-04:00,,,,185.78,13
2023-05-25 04:16:26.644000-04:00,,,,185.77,2
2023-05-25 04:16:39.015000-04:00,,,,185.86,2
2023-05-25 04:16:50.124000-04:00,,,,185.86,1
2023-05-25 04:17:03.166000-04:00,,,,185.94,50
2023-05-25 04:17:16.133000-04:00,,,,185.89,10
2023-05-25 04:17:28.569000-04:00,,,,185.85,95
2023-05-25 04:17:42.141000-04:00,,,,185.91,30
2023-05-25 04:17:55.438000-04:00,,,,185.93,1
2023-05-25 04:18:07.201000-04:00,,,,185.86,15
2023-05-25 04:18:16.883000-04:00,,,,185.85,17
2023-05-25 04:18:26.451000-04:00,,,,185.83,1
2023-05-25 04:18:38.118000-04:00,,,,185.83,3
2023-05-25 04:18:48.163000-04:00,,,,185.83,2
2023-05-25 04:19:02.154000-04:00,,,,185.88,1
2023-05-25 04:19:12.880000-04:00,,,,185.83,20
2023-05-25 04:19:26.862000-04:00,,,,185.84,1
