Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-04-11 09:30:00-04:00,186.69000244140625,186.75,185.9499969482422,186.38999938964844,3746500,0.0,0.0
2023-04-11 09:31:00-04:00,186.37550354003906,186.9199981689453,185.77999877929688,186.8699951171875,789477,0.0,0.0
2023-04-11 09:32:00-04:00,186.83009338378906,187.38999938964844,186.30999755859375,186.70989990234375,913934,0.0,0.0
2023-04-11 09:33:00-04:00,186.6884002685547,187.52000427246094,186.6884002685547,187.42999267578125,869830,0.0,0.0
2023-04-11 09:34:00-04:00,187.42990112304688,188.07000732421875,187.17999267578125,187.860107421875,976555,0.0,0.0
2023-04-11 09:35:00-04:00,187.860107421875,188.16000366210938,187.6999969482422,188.0500946044922,808547,0.0,0.0
2023-04-11 09:36:00-04:00,188.0800018310547,188.2899932861328,187.50999450683594,187.52000427246094,703213,0.0,0.0
2023-04-11 09:37:00-04:00,187.54150390625,187.86000061035156,187.13999938964844,187.29310607910156,642385,0.0,0.0
2023-04-11 09:38:00-04:00,187.2991943359375,187.69000244140625,187.05999755859375,187.40719604492188,629932,0.0,0.0
2023-04-11 09:39:00-04:00,187.39370727539062,187.66000366210938,187.10000610351562,187.5955047607422,566422,0.0,0.0
2023-04-11 09:40:00-04:00,187.55999755859375,187.5800018310547,186.89999389648438,187.2050018310547,621248,0.0,0.0
2023-04-11 09:41:00-04:00,187.1999969482422,187.22000122070312,186.5500030517578,186.68739318847656,560421,0.0,0.0
2023-04-11 09:42:00-04:00,186.6999969482422,186.6999969482422,185.8000030517578,185.97610473632812,763401,0.0,0.0
2023-04-11 09:43:00-04:00,185.97500610351562,186.39999389648438,185.91000366210938,186.27999877929688,677162,0.0,0.0
2023-04-11 09:44:00-04:00,186.2779998779297,186.57000732421875,185.939697265625,186.42999267578125,603199,0.0,0.0
2023-04-11 09:45:00-04:00,186.41000366210938,186.7100067138672,186.3000946044922,186.36500549316406,432702,0.0,0.0
2023-04-11 09:46:00-04:00,186.3502960205078,186.7899932861328,186.0500030517578,186.65499877929688,580561,0.0,0.0
2023-04-11 09:47:00-04:00,186.64999389648438,187.72000122070312,186.51010131835938,187.5402069091797,940604,0.0,0.0
2023-04-11 09:48:00-04:00,187.55999755859375,188.07000732421875,187.44000244140625,187.86000061035156,861105,0.0,0.0
2023-04-11 09:49:00-04:00,187.88999938964844,187.9407958984375,187.27999877929688,187.36349487304688,519947,0.0,0.0
2023-04-11 09:50:00-04:00,187.36000061035156,187.40499877929688,186.9801025390625,187.139404296875,558339,0.0,0.0
2023-04-11 09:51:00-04:00,187.13999938964844,187.3000030517578,186.75,186.9595947265625,433901,0.0,0.0
2023-04-11 09:52:00-04:00,186.94479370117188,187.49000549316406,186.91000366210938,187.06239318847656,447477,0.0,0.0
2023-04-11 09:53:00-04:00,187.10000610351562,187.19000244140625,186.3699951171875,186.9398956298828,651996,0.0,0.0
2023-04-11 09:54:00-04:00,186.9001007080078,187.27000427246094,186.72000122070312,187.1699981689453,486629,0.0,0.0
2023-04-11 09:55:00-04:00,187.18930053710938,187.56500244140625,187.1699981689453,187.48150634765625,519069,0.0,0.0
2023-04-11 09:56:00-04:00,187.46009826660156,187.7100067138672,187.30999755859375,187.35989379882812,434512,0.0,0.0
2023-04-11 09:57:00-04:00,187.34689331054688,187.6999969482422,187.1999969482422,187.63999938964844,404866,0.0,0.0
2023-04-11 09:58:00-04:00,187.64999389648438,187.7050018310547,187.31300354003906,187.375,380580,0.0,0.0
2023-04-11 09:59:00-04:00,187.36000061035156,187.3800048828125,186.6699981689453,186.97500610351562,500407,0.0,0.0
2023-04-11 10:00:00-04:00,186.96470642089844,187.44859313964844,186.9600067138672,187.33180236816406,397135,0.0,0.0
2023-04-11 10:01:00-04:00,187.3300018310547,187.61000061035156,186.91000366210938,187.0800018310547,483865,0.0,0.0
2023-04-11 10:02:00-04:00,187.0998992919922,187.30999755859375,186.86000061035156,187.02999877929688,358776,0.0,0.0
2023-04-11 10:03:00-04:00,187.03990173339844,187.24000549316406,186.7200927734375,187.16000366210938,441000,0.0,0.0
2023-04-11 10:04:00-04:00,187.1199951171875,187.33999633789062,187.0,187.00999450683594,430666,0.0,0.0
2023-04-11 10:05:00-04:00,187.0399932861328,187.11000061035156,186.44000244140625,186.4600067138672,512126,0.0,0.0
2023-04-11 10:06:00-04:00,186.46009826660156,186.8000030517578,186.35000610351562,186.61990356445312,421634,0.0,0.0
2023-04-11 10:07:00-04:00,186.61000061035156,186.85000610351562,186.52000427246094,186.6199951171875,294383,0.0,0.0
2023-04-11 10:08:00-04:00,186.6300048828125,186.94000244140625,186.58999633789062,186.89999389648438,329211,0.0,0.0
2023-04-11 10:09:00-04:00,186.92999267578125,187.1199951171875,186.83999633789062,187.0399932861328,333899,0.0,0.0
2023-04-11 10:10:00-04:00,187.05999755859375,187.61000061035156,187.0399932861328,187.1627960205078,608204,0.0,0.0
2023-04-11 10:11:00-04:00,187.15420532226562,187.35800170898438,186.9199981689453,186.92999267578125,363404,0.0,0.0
2023-04-11 10:12:00-04:00,186.9199981689453,187.02000427246094,186.23770141601562,186.28990173339844,677642,0.0,0.0
2023-04-11 10:13:00-04:00,186.27000427246094,186.64999389648438,186.22999572753906,186.61050415039062,391558,0.0,0.0
2023-04-11 10:14:00-04:00,186.61000061035156,186.79989624023438,186.5,186.51480102539062,297283,0.0,0.0
2023-04-11 10:15:00-04:00,186.5050048828125,186.57000732421875,185.97000122070312,186.14999389648438,626339,0.0,0.0
2023-04-11 10:16:00-04:00,186.14999389648438,186.51609802246094,186.13999938964844,186.14999389648438,346615,0.0,0.0
2023-04-11 10:17:00-04:00,186.14500427246094,186.3000030517578,185.6475067138672,185.77000427246094,554867,0.0,0.0
2023-04-11 10:18:00-04:00,185.7799072265625,186.04989624023438,185.75,185.88999938964844,417592,0.0,0.0
2023-04-11 10:19:00-04:00,185.8800048828125,186.2198944091797,185.85000610351562,186.1746063232422,298819,0.0,0.0
2023-04-11 10:20:00-04:00,186.1884002685547,186.3498992919922,185.93020629882812,186.2449951171875,372332,0.0,0.0
2023-04-11 10:21:00-04:00,186.24850463867188,186.41000366210938,186.10000610351562,186.25,286359,0.0,0.0
2023-04-11 10:22:00-04:00,186.27000427246094,186.38999938964844,186.1199951171875,186.17999267578125,283755,0.0,0.0
2023-04-11 10:23:00-04:00,186.1699981689453,186.8000030517578,186.1699981689453,186.77000427246094,420718,0.0,0.0
2023-04-11 10:24:00-04:00,186.76519775390625,186.91000366210938,186.7277069091797,186.88519287109375,414786,0.0,0.0
2023-04-11 10:25:00-04:00,186.8784942626953,186.9199981689453,186.69000244140625,186.88009643554688,332676,0.0,0.0
2023-04-11 10:26:00-04:00,186.8800048828125,187.3000030517578,186.87510681152344,187.0699005126953,564286,0.0,0.0
2023-04-11 10:27:00-04:00,187.07000732421875,187.3000030517578,187.0,187.0706024169922,323824,0.0,0.0
2023-04-11 10:28:00-04:00,187.07009887695312,187.1927947998047,186.97999572753906,187.11000061035156,287124,0.0,0.0
2023-04-11 10:29:00-04:00,187.11000061035156,187.19000244140625,186.82000732421875,186.86000061035156,319174,0.0,0.0
2023-04-11 10:30:00-04:00,186.8979949951172,187.08999633789062,186.75,187.02000427246094,331218,0.0,0.0
2023-04-11 10:31:00-04:00,187.0,187.17999267578125,186.93499755859375,187.158203125,295778,0.0,0.0
2023-04-11 10:32:00-04:00,187.16000366210938,187.3300018310547,186.9600067138672,187.0399932861328,348090,0.0,0.0
2023-04-11 10:33:00-04:00,187.0402069091797,187.33900451660156,186.9810028076172,187.18359375,351191,0.0,0.0
2023-04-11 10:34:00-04:00,187.14010620117188,187.35000610351562,186.547607421875,186.6302947998047,509982,0.0,0.0
2023-04-11 10:35:00-04:00,186.6199951171875,186.66000366210938,186.33009338378906,186.41000366210938,448193,0.0,0.0
2023-04-11 10:36:00-04:00,186.39999389648438,186.60000610351562,186.2100067138672,186.35580444335938,318814,0.0,0.0
2023-04-11 10:37:00-04:00,186.3699951171875,186.53990173339844,186.21009826660156,186.50999450683594,347153,0.0,0.0
2023-04-11 10:38:00-04:00,186.50999450683594,186.94000244140625,186.39010620117188,186.77000427246094,351574,0.0,0.0
2023-04-11 10:39:00-04:00,186.77000427246094,187.0399932861328,186.77000427246094,186.9615020751953,319616,0.0,0.0
2023-04-11 10:40:00-04:00,186.97869873046875,187.32110595703125,186.8699951171875,187.22000122070312,424894,0.0,0.0
2023-04-11 10:41:00-04:00,187.22000122070312,187.5,187.08999633789062,187.36000061035156,485297,0.0,0.0
2023-04-11 10:42:00-04:00,187.33999633789062,187.49000549316406,187.02999877929688,187.1699981689453,371316,0.0,0.0
2023-04-11 10:43:00-04:00,187.13999938964844,187.2899932861328,187.01019287109375,187.06849670410156,247795,0.0,0.0
2023-04-11 10:44:00-04:00,187.06419372558594,187.16000366210938,186.8800048828125,187.05760192871094,273325,0.0,0.0
2023-04-11 10:45:00-04:00,187.0399932861328,187.3000030517578,186.9199981689453,187.24000549316406,326142,0.0,0.0
2023-04-11 10:46:00-04:00,187.22000122070312,187.2489013671875,186.41009521484375,186.50999450683594,472812,0.0,0.0
2023-04-11 10:47:00-04:00,186.47999572753906,186.5399932861328,186.22999572753906,186.50320434570312,447316,0.0,0.0
2023-04-11 10:48:00-04:00,186.49090576171875,186.82000732421875,186.49000549316406,186.75999450683594,324992,0.0,0.0
2023-04-11 10:49:00-04:00,186.78990173339844,187.02999877929688,186.7301025390625,186.9499969482422,301814,0.0,0.0
2023-04-11 10:50:00-04:00,186.94900512695312,187.14999389648438,186.864501953125,187.05999755859375,312382,0.0,0.0
2023-04-11 10:51:00-04:00,187.10000610351562,187.27000427246094,186.9949951171875,187.1699981689453,294016,0.0,0.0
2023-04-11 10:52:00-04:00,187.19500732421875,187.27999877929688,186.94000244140625,186.99000549316406,259941,0.0,0.0
2023-04-11 10:53:00-04:00,187.00010681152344,187.08999633789062,186.75,186.92999267578125,303942,0.0,0.0
2023-04-11 10:54:00-04:00,186.93600463867188,187.17999267578125,186.91000366210938,186.99989318847656,189598,0.0,0.0
2023-04-11 10:55:00-04:00,186.98109436035156,187.01390075683594,186.6649932861328,186.8802032470703,276083,0.0,0.0
2023-04-11 10:56:00-04:00,186.8800048828125,187.19000244140625,186.8800048828125,187.01010131835938,289608,0.0,0.0
2023-04-11 10:57:00-04:00,187.0312042236328,187.1999969482422,186.91000366210938,187.14999389648438,261124,0.0,0.0
2023-04-11 10:58:00-04:00,187.16650390625,187.3061065673828,186.96929931640625,187.25999450683594,376677,0.0,0.0
2023-04-11 10:59:00-04:00,187.2550048828125,187.42999267578125,187.17999267578125,187.3350067138672,330167,0.0,0.0
2023-04-11 11:00:00-04:00,187.33399963378906,187.64999389648438,187.25,187.63499450683594,512504,0.0,0.0
2023-04-11 11:01:00-04:00,187.6300048828125,187.6699981689453,187.21270751953125,187.389892578125,319148,0.0,0.0
2023-04-11 11:02:00-04:00,187.38999938964844,187.4199981689453,187.14999389648438,187.27000427246094,326889,0.0,0.0
2023-04-11 11:03:00-04:00,187.25169372558594,187.36270141601562,187.00999450683594,187.36270141601562,244312,0.0,0.0
2023-04-11 11:04:00-04:00,187.36990356445312,187.5500030517578,187.29100036621094,187.2949981689453,288091,0.0,0.0
2023-04-11 11:05:00-04:00,187.30999755859375,187.5198974609375,187.29010009765625,187.4600067138672,258926,0.0,0.0
2023-04-11 11:06:00-04:00,187.4591064453125,187.66000366210938,187.44009399414062,187.53439331054688,306000,0.0,0.0
2023-04-11 11:07:00-04:00,187.52999877929688,187.82000732421875,187.50999450683594,187.75270080566406,383015,0.0,0.0
2023-04-11 11:08:00-04:00,187.7449951171875,188.22999572753906,187.7449951171875,188.14739990234375,663509,0.0,0.0
2023-04-11 11:09:00-04:00,188.14410400390625,188.2100067138672,187.8300018310547,188.02169799804688,462621,0.0,0.0
2023-04-11 11:10:00-04:00,188.02499389648438,188.19000244140625,187.91000366210938,187.92999267578125,350502,0.0,0.0
2023-04-11 11:11:00-04:00,187.94000244140625,188.14999389648438,187.8000030517578,188.02049255371094,284234,0.0,0.0
2023-04-11 11:12:00-04:00,188.03500366210938,188.50999450683594,187.97109985351562,188.4532012939453,696241,0.0,0.0
2023-04-11 11:13:00-04:00,188.4532012939453,188.67999267578125,188.41000366210938,188.66009521484375,544053,0.0,0.0
2023-04-11 11:14:00-04:00,188.69000244140625,188.89999389648438,188.6199951171875,188.7899932861328,548764,0.0,0.0
2023-04-11 11:15:00-04:00,188.8000030517578,188.9199981689453,188.66000366210938,188.67849731445312,427403,0.0,0.0
2023-04-11 11:16:00-04:00,188.67999267578125,189.02999877929688,188.6199951171875,188.92230224609375,608841,0.0,0.0
2023-04-11 11:17:00-04:00,188.9300994873047,189.1699981689453,188.8699951171875,189.11500549316406,467798,0.0,0.0
2023-04-11 11:18:00-04:00,189.11729431152344,189.19000244140625,188.89999389648438,188.92999267578125,460024,0.0,0.0
2023-04-11 11:19:00-04:00,188.92999267578125,189.10000610351562,188.89999389648438,188.93910217285156,286242,0.0,0.0
2023-04-11 11:20:00-04:00,188.9324951171875,189.0500030517578,188.85000610351562,188.8699951171875,305051,0.0,0.0
2023-04-11 11:21:00-04:00,188.8699951171875,189.02000427246094,188.8000030517578,188.89999389648438,322946,0.0,0.0
2023-04-11 11:22:00-04:00,188.9268035888672,189.16000366210938,188.90280151367188,189.07000732421875,350025,0.0,0.0
2023-04-11 11:23:00-04:00,189.07000732421875,189.07000732421875,188.8000030517578,188.8592987060547,285512,0.0,0.0
2023-04-11 11:24:00-04:00,188.86990356445312,188.9499969482422,188.7899932861328,188.8699951171875,226813,0.0,0.0
2023-04-11 11:25:00-04:00,188.8800048828125,188.90989685058594,188.52999877929688,188.5800018310547,441113,0.0,0.0
2023-04-11 11:26:00-04:00,188.57449340820312,188.64990234375,188.5,188.61000061035156,275775,0.0,0.0
2023-04-11 11:27:00-04:00,188.62789916992188,188.8372039794922,188.60000610351562,188.62539672851562,278438,0.0,0.0
2023-04-11 11:28:00-04:00,188.60009765625,188.75999450683594,188.52999877929688,188.72569274902344,163162,0.0,0.0
2023-04-11 11:29:00-04:00,188.72500610351562,188.89999389648438,188.5,188.52000427246094,356458,0.0,0.0
2023-04-11 11:30:00-04:00,188.52999877929688,188.7899932861328,188.38999938964844,188.73330688476562,327703,0.0,0.0
2023-04-11 11:31:00-04:00,188.72999572753906,188.8699951171875,188.610107421875,188.710693359375,206964,0.0,0.0
2023-04-11 11:32:00-04:00,188.72000122070312,188.80999755859375,188.66879272460938,188.77999877929688,137411,0.0,0.0
2023-04-11 11:33:00-04:00,188.77870178222656,188.89999389648438,188.6199951171875,188.65499877929688,229954,0.0,0.0
2023-04-11 11:34:00-04:00,188.64999389648438,188.66000366210938,188.42999267578125,188.46600341796875,261049,0.0,0.0
2023-04-11 11:35:00-04:00,188.46080017089844,188.4683074951172,187.89999389648438,187.92010498046875,554611,0.0,0.0
2023-04-11 11:36:00-04:00,187.93499755859375,188.0500030517578,187.72000122070312,188.0352020263672,486105,0.0,0.0
2023-04-11 11:37:00-04:00,188.02999877929688,188.0399932861328,187.80999755859375,187.9149932861328,194503,0.0,0.0
2023-04-11 11:38:00-04:00,187.91009521484375,187.98890686035156,187.72000122070312,187.92039489746094,293790,0.0,0.0
