Date,Open,High,Low,Close,Volume
2023-05-05 04:00:00.065000-04:00,,,,162.2,2
2023-05-05 04:01:07.821000-04:00,,,,162.12,20
2023-05-05 04:02:08.979000-04:00,,,,162.21,1
2023-05-05 04:03:09.201000-04:00,,,,162.0,91
2023-05-05 04:04:10.725000-04:00,,,,162.04,1
2023-05-05 04:05:15.345000-04:00,,,,162.15,3
2023-05-05 04:06:38.529000-04:00,,,,162.28,100
2023-05-05 04:07:39.221000-04:00,,,,162.29,1
2023-05-05 04:08:41.117000-04:00,,,,162.27,4
2023-05-05 04:09:48.045000-04:00,,,,162.28,15
2023-05-05 04:10:50.130000-04:00,,,,162.22,4
2023-05-05 04:11:50.982000-04:00,,,,162.23,400
2023-05-05 04:12:53.477000-04:00,,,,162.15,44
2023-05-05 04:13:57.750000-04:00,,,,162.3,100
2023-05-05 04:15:00.531000-04:00,,,,162.22,10
2023-05-05 04:16:00.342000-04:00,,,,162.19,10
2023-05-05 04:17:00.306000-04:00,,,,162.22,66
2023-05-05 04:18:01.020000-04:00,,,,162.2,161
2023-05-05 04:19:08.235000-04:00,,,,162.23,10
2023-05-05 04:20:12.511000-04:00,,,,162.25,25
2023-05-05 04:21:13.627000-04:00,,,,162.19,100
2023-05-05 04:22:19.469000-04:00,,,,162.18,100
2023-05-05 04:23:29.893000-04:00,,,,162.17,1
2023-05-05 04:24:37.578000-04:00,,,,162.08,89
2023-05-05 04:25:41.156000-04:00,,,,162.14,190
2023-05-05 04:26:50.662000-04:00,,,,162.08,5
2023-05-05 04:27:55.687000-04:00,,,,162.14,75
2023-05-05 04:29:00.767000-04:00,,,,162.11,3
2023-05-05 04:30:09.548000-04:00,,,,162.13,5
2023-05-05 04:31:20.953000-04:00,,,,162.12,91
2023-05-05 04:32:30.403000-04:00,,,,162.18,1
2023-05-05 04:33:40.610000-04:00,,,,162.14,1
2023-05-05 04:34:55.696000-04:00,,,,162.16,7
2023-05-05 04:35:56.996000-04:00,,,,162.15,5
2023-05-05 04:37:19.949000-04:00,,,,162.13,1
2023-05-05 04:38:24.586000-04:00,,,,162.1,3
2023-05-05 04:39:53.438000-04:00,,,,162.1,70
2023-05-05 04:41:00.157000-04:00,,,,162.08,1
2023-05-05 04:42:09.106000-04:00,,,,162.09,14
2023-05-05 04:43:12.003000-04:00,,,,162.09,2
2023-05-05 04:44:12.181000-04:00,,,,162.13,3
2023-05-05 04:45:14.268000-04:00,,,,162.13,1
2023-05-05 04:47:19.206000-04:00,,,,162.12,50
2023-05-05 04:48:22.447000-04:00,,,,162.11,6
2023-05-05 04:49:22.104000-04:00,,,,162.15,12
2023-05-05 04:50:31.021000-04:00,,,,162.18,15
2023-05-05 04:51:32.347000-04:00,,,,162.12,200
2023-05-05 04:52:46.254000-04:00,,,,162.11,30
2023-05-05 04:54:07.888000-04:00,,,,162.12,18
2023-05-05 04:55:09.430000-04:00,,,,162.15,1
2023-05-05 04:56:21.016000-04:00,,,,162.13,25
2023-05-05 04:57:31.540000-04:00,,,,162.13,18
2023-05-05 04:59:27.168000-04:00,,,,162.09,1
2023-05-05 05:00:32.620000-04:00,,,,162.1,1
2023-05-05 05:01:34.702000-04:00,,,,162.09,8
2023-05-05 05:02:40.168000-04:00,,,,162.06,50
2023-05-05 05:03:54.848000-04:00,,,,162.05,20
2023-05-05 05:05:11.876000-04:00,,,,162.04,100
2023-05-05 05:06:12.472000-04:00,,,,162.05,90
2023-05-05 05:07:16.986000-04:00,,,,162.09,100
2023-05-05 05:08:27.248000-04:00,,,,162.14,2
2023-05-05 05:09:42.474000-04:00,,,,162.15,25
2023-05-05 05:10:51.957000-04:00,,,,162.14,103
2023-05-05 05:12:22.954000-04:00,,,,162.15,100
2023-05-05 05:13:25.072000-04:00,,,,162.2,50
2023-05-05 05:14:30.396000-04:00,,,,162.16,7
2023-05-05 05:15:35.218000-04:00,,,,162.17,20
2023-05-05 05:16:44.293000-04:00,,,,162.15,1
2023-05-05 05:18:15.918000-04:00,,,,162.17,1
2023-05-05 05:19:17.913000-04:00,,,,162.18,13
2023-05-05 05:20:50.844000-04:00,,,,162.13,4
2023-05-05 05:21:54.438000-04:00,,,,162.13,10
2023-05-05 05:23:01.935000-04:00,,,,162.11,101
2023-05-05 05:24:03.553000-04:00,,,,162.11,38
2023-05-05 05:25:03.905000-04:00,,,,162.11,2
2023-05-05 05:26:17.847000-04:00,,,,162.15,4
2023-05-05 05:28:46.428000-04:00,,,,162.15,100
2023-05-05 05:30:23.027000-04:00,,,,162.15,5
2023-05-05 05:31:23.651000-04:00,,,,162.1,10
2023-05-05 05:32:57.421000-04:00,,,,162.16,10
2023-05-05 05:34:05.819000-04:00,,,,162.17,52
2023-05-05 05:35:15.722000-04:00,,,,162.16,1
2023-05-05 05:36:27.287000-04:00,,,,162.15,3
2023-05-05 05:37:55.240000-04:00,,,,162.15,1
2023-05-05 05:39:07.544000-04:00,,,,162.1,50
2023-05-05 05:40:12.828000-04:00,,,,162.11,25
2023-05-05 05:41:14.095000-04:00,,,,162.12,1
2023-05-05 05:42:59.154000-04:00,,,,162.16,2
2023-05-05 05:44:17.705000-04:00,,,,162.16,1
2023-05-05 05:45:19.196000-04:00,,,,162.19,23
2023-05-05 05:46:26.116000-04:00,,,,162.15,10
2023-05-05 05:47:46.250000-04:00,,,,162.19,10
