Date,Open,High,Low,Close,Volume
2023-05-10 04:00:00.517000-04:00,,,,168.03,100
2023-05-10 04:00:10.112000-04:00,,,,167.98,1
2023-05-10 04:00:19.844000-04:00,,,,167.99,13
2023-05-10 04:00:31.466000-04:00,,,,167.72,5
2023-05-10 04:00:42.086000-04:00,,,,167.7,1
2023-05-10 04:00:53.005000-04:00,,,,167.64,1
2023-05-10 04:01:09.622000-04:00,,,,167.89,50
2023-05-10 04:01:19.369000-04:00,,,,167.97,2
2023-05-10 04:01:30.493000-04:00,,,,168.09,10
2023-05-10 04:01:46.749000-04:00,,,,168.15,10
2023-05-10 04:02:03.352000-04:00,,,,168.14,36
2023-05-10 04:02:12.920000-04:00,,,,168.14,64
2023-05-10 04:02:35.945000-04:00,,,,168.3,13
2023-05-10 04:02:51.111000-04:00,,,,168.29,1
2023-05-10 04:03:02.365000-04:00,,,,168.29,23
2023-05-10 04:03:12.329000-04:00,,,,168.3,2
2023-05-10 04:03:22.222000-04:00,,,,168.24,5
2023-05-10 04:03:35.909000-04:00,,,,168.24,24
2023-05-10 04:03:45.716000-04:00,,,,168.27,100
2023-05-10 04:03:56.665000-04:00,,,,168.26,12
2023-05-10 04:04:06.378000-04:00,,,,168.28,100
2023-05-10 04:04:17.380000-04:00,,,,168.29,2
2023-05-10 04:04:27.173000-04:00,,,,168.27,1
2023-05-10 04:04:39.169000-04:00,,,,168.32,50
2023-05-10 04:04:48.680000-04:00,,,,168.34,100
2023-05-10 04:05:01.870000-04:00,,,,168.31,51
2023-05-10 04:05:12.429000-04:00,,,,168.18,20
2023-05-10 04:05:23.608000-04:00,,,,168.07,100
2023-05-10 04:05:35.588000-04:00,,,,168.2,5
2023-05-10 04:05:48.953000-04:00,,,,168.3,1
2023-05-10 04:06:11.896000-04:00,,,,168.19,29
2023-05-10 04:06:22.576000-04:00,,,,168.17,1
2023-05-10 04:06:46.228000-04:00,,,,168.28,56
2023-05-10 04:06:57.409000-04:00,,,,168.28,1
2023-05-10 04:07:10.863000-04:00,,,,168.25,1
2023-05-10 04:07:20.749000-04:00,,,,168.25,10
2023-05-10 04:07:34.003000-04:00,,,,168.3,2
2023-05-10 04:07:45.148000-04:00,,,,168.23,5
2023-05-10 04:07:54.930000-04:00,,,,168.12,10
2023-05-10 04:08:04.804000-04:00,,,,168.0,1
2023-05-10 04:08:16.753000-04:00,,,,167.92,2
2023-05-10 04:08:27.050000-04:00,,,,167.99,5
2023-05-10 04:08:37.794000-04:00,,,,168.01,100
2023-05-10 04:08:47.302000-04:00,,,,168.0,250
2023-05-10 04:09:03.443000-04:00,,,,168.01,16
2023-05-10 04:09:13.213000-04:00,,,,168.06,100
2023-05-10 04:09:25.145000-04:00,,,,168.06,1
2023-05-10 04:09:38.055000-04:00,,,,168.06,73
2023-05-10 04:09:53.016000-04:00,,,,168.06,10
2023-05-10 04:10:13.636000-04:00,,,,168.0,100
2023-05-10 04:10:31.099000-04:00,,,,168.0,8
2023-05-10 04:11:04.094000-04:00,,,,168.02,1
2023-05-10 04:11:18.939000-04:00,,,,168.0,1
2023-05-10 04:11:31.690000-04:00,,,,167.91,10
2023-05-10 04:11:46.927000-04:00,,,,167.83,30
2023-05-10 04:11:57.171000-04:00,,,,167.8,10
2023-05-10 04:12:07.702000-04:00,,,,167.87,36
2023-05-10 04:12:20.786000-04:00,,,,167.82,15
2023-05-10 04:12:33.185000-04:00,,,,167.87,1
2023-05-10 04:12:44.127000-04:00,,,,167.93,19
2023-05-10 04:12:56.260000-04:00,,,,167.94,195
2023-05-10 04:13:07.249000-04:00,,,,167.88,75
2023-05-10 04:13:18.405000-04:00,,,,168.0,99
2023-05-10 04:13:44.475000-04:00,,,,168.09,5
2023-05-10 04:13:54.871000-04:00,,,,168.1,2
2023-05-10 04:14:04.649000-04:00,,,,168.29,30
2023-05-10 04:14:18.362000-04:00,,,,168.25,100
2023-05-10 04:14:30.142000-04:00,,,,168.28,2
2023-05-10 04:14:42.221000-04:00,,,,168.24,2
2023-05-10 04:14:57.036000-04:00,,,,168.23,5
2023-05-10 04:15:07.518000-04:00,,,,168.25,10
2023-05-10 04:15:41.295000-04:00,,,,168.3,42
2023-05-10 04:15:54.903000-04:00,,,,168.28,2
2023-05-10 04:16:05.513000-04:00,,,,168.29,2
2023-05-10 04:16:16.098000-04:00,,,,168.34,14
2023-05-10 04:16:26.171000-04:00,,,,168.3,1
2023-05-10 04:16:35.812000-04:00,,,,168.32,1
2023-05-10 04:16:48.132000-04:00,,,,168.32,55
2023-05-10 04:16:58.652000-04:00,,,,168.32,1
2023-05-10 04:17:09.291000-04:00,,,,168.29,5
2023-05-10 04:17:19.622000-04:00,,,,168.33,1
2023-05-10 04:17:30.546000-04:00,,,,168.3,2
2023-05-10 04:17:41.100000-04:00,,,,168.33,74
2023-05-10 04:17:51.397000-04:00,,,,168.32,45
2023-05-10 04:18:10.901000-04:00,,,,168.3,4
2023-05-10 04:18:22.637000-04:00,,,,168.31,10
2023-05-10 04:18:33.377000-04:00,,,,168.31,100
2023-05-10 04:18:42.984000-04:00,,,,168.3,1
2023-05-10 04:18:52.495000-04:00,,,,168.28,15
2023-05-10 04:19:02.614000-04:00,,,,168.26,11
2023-05-10 04:19:18.389000-04:00,,,,168.28,20
2023-05-10 04:19:31.175000-04:00,,,,168.23,33
2023-05-10 04:19:52.225000-04:00,,,,168.27,1
2023-05-10 04:20:04.870000-04:00,,,,168.28,3
2023-05-10 04:20:25.226000-04:00,,,,168.28,2
2023-05-10 04:20:35.242000-04:00,,,,168.33,10
2023-05-10 04:21:06.431000-04:00,,,,168.35,1
2023-05-10 04:21:37.522000-04:00,,,,168.3,3
2023-05-10 04:21:47.035000-04:00,,,,168.31,1
2023-05-10 04:21:59.712000-04:00,,,,168.32,39
2023-05-10 04:22:09.482000-04:00,,,,168.35,4
2023-05-10 04:22:22.654000-04:00,,,,168.35,2
2023-05-10 04:22:34.925000-04:00,,,,168.31,45
2023-05-10 04:22:57.076000-04:00,,,,168.31,30
2023-05-10 04:23:08.192000-04:00,,,,168.31,1
2023-05-10 04:23:18.229000-04:00,,,,168.34,48
2023-05-10 04:23:44.333000-04:00,,,,168.44,5
2023-05-10 04:23:56.213000-04:00,,,,168.45,20
2023-05-10 04:24:08.479000-04:00,,,,168.44,52
2023-05-10 04:24:18.295000-04:00,,,,168.42,3
2023-05-10 04:24:34.152000-04:00,,,,168.42,75
2023-05-10 04:24:52.457000-04:00,,,,168.43,39
2023-05-10 04:25:03.474000-04:00,,,,168.4,20
2023-05-10 04:25:14.482000-04:00,,,,168.37,44
2023-05-10 04:25:28.274000-04:00,,,,168.4,15
2023-05-10 04:25:40.724000-04:00,,,,168.44,3
2023-05-10 04:25:51-04:00,,,,168.45,6
2023-05-10 04:26:13.554000-04:00,,,,168.4,15
2023-05-10 04:26:26.427000-04:00,,,,168.4,18
2023-05-10 04:26:38.882000-04:00,,,,168.43,2
2023-05-10 04:26:57.107000-04:00,,,,168.44,17
2023-05-10 04:27:13.091000-04:00,,,,168.5,3
2023-05-10 04:27:27.362000-04:00,,,,168.68,2
2023-05-10 04:27:36.961000-04:00,,,,168.54,16
2023-05-10 04:28:00.733000-04:00,,,,168.58,15
2023-05-10 04:28:14.643000-04:00,,,,168.6,30
2023-05-10 04:28:36.274000-04:00,,,,168.6,10
2023-05-10 04:28:54.063000-04:00,,,,168.71,14
2023-05-10 04:29:03.955000-04:00,,,,168.75,1
2023-05-10 04:29:18.982000-04:00,,,,168.82,14
2023-05-10 04:29:28.729000-04:00,,,,168.75,6
2023-05-10 04:29:46.711000-04:00,,,,168.83,117
2023-05-10 04:30:02.606000-04:00,,,,168.75,3
2023-05-10 04:30:15.387000-04:00,,,,168.77,6
2023-05-10 04:30:25.644000-04:00,,,,168.74,50
2023-05-10 04:30:36.137000-04:00,,,,168.75,10
2023-05-10 04:30:47.863000-04:00,,,,168.77,53
2023-05-10 04:31:05.865000-04:00,,,,168.8,248
2023-05-10 04:31:18.961000-04:00,,,,168.84,1
2023-05-10 04:31:32.425000-04:00,,,,168.81,1
2023-05-10 04:31:46.932000-04:00,,,,168.82,57
2023-05-10 04:31:58.068000-04:00,,,,168.77,2
2023-05-10 04:32:09.330000-04:00,,,,168.79,10
2023-05-10 04:32:21.271000-04:00,,,,168.82,4
2023-05-10 04:32:37.925000-04:00,,,,168.79,50
2023-05-10 04:32:48.850000-04:00,,,,168.75,30
2023-05-10 04:33:01.948000-04:00,,,,168.75,10
2023-05-10 04:33:16.216000-04:00,,,,168.71,1
2023-05-10 04:33:27.955000-04:00,,,,168.74,10
2023-05-10 04:33:40.820000-04:00,,,,168.6,8
2023-05-10 04:34:04.373000-04:00,,,,168.6,1
2023-05-10 04:34:14.100000-04:00,,,,168.6,58
