Date,Open,High,Low,Close,Volume
2023-05-24 04:00:00.188000-04:00,,,,184.8,6
2023-05-24 04:00:11.119000-04:00,,,,184.61,5
2023-05-24 04:00:21.015000-04:00,,,,184.36,1
2023-05-24 04:00:31.800000-04:00,,,,184.47,10
2023-05-24 04:00:41.363000-04:00,,,,184.3,4
2023-05-24 04:00:51.075000-04:00,,,,184.2,352
2023-05-24 04:01:00.577000-04:00,,,,184.12,40
2023-05-24 04:01:12.938000-04:00,,,,184.3,2
2023-05-24 04:01:26.080000-04:00,,,,184.26,25
2023-05-24 04:01:36.226000-04:00,,,,184.14,5
2023-05-24 04:01:48.279000-04:00,,,,184.14,60
2023-05-24 04:01:58.820000-04:00,,,,184.2,40
2023-05-24 04:02:08.691000-04:00,,,,184.22,10
2023-05-24 04:02:19.411000-04:00,,,,184.22,14
2023-05-24 04:02:31.052000-04:00,,,,184.29,2
2023-05-24 04:02:43.705000-04:00,,,,184.16,25
2023-05-24 04:02:54.718000-04:00,,,,184.28,32
2023-05-24 04:03:09.749000-04:00,,,,184.34,1
2023-05-24 04:03:19.956000-04:00,,,,184.39,11
2023-05-24 04:03:30.527000-04:00,,,,184.39,6
2023-05-24 04:03:40.943000-04:00,,,,184.4,8
2023-05-24 04:03:50.941000-04:00,,,,184.32,10
2023-05-24 04:04:01.427000-04:00,,,,184.3,50
2023-05-24 04:04:11.279000-04:00,,,,184.28,41
2023-05-24 04:04:22.181000-04:00,,,,184.33,44
2023-05-24 04:04:32.310000-04:00,,,,184.33,30
2023-05-24 04:04:41.890000-04:00,,,,184.3,50
2023-05-24 04:04:54.222000-04:00,,,,184.33,50
2023-05-24 04:05:04.352000-04:00,,,,184.37,11
2023-05-24 04:05:14.259000-04:00,,,,184.39,10
2023-05-24 04:05:24.189000-04:00,,,,184.4,1
2023-05-24 04:05:38.956000-04:00,,,,184.36,1
2023-05-24 04:05:52.369000-04:00,,,,184.3,10
2023-05-24 04:06:03.672000-04:00,,,,184.28,1
2023-05-24 04:06:13.528000-04:00,,,,184.36,200
2023-05-24 04:06:24.871000-04:00,,,,184.35,10
2023-05-24 04:06:38.756000-04:00,,,,184.35,9
2023-05-24 04:06:50.106000-04:00,,,,184.37,30
2023-05-24 04:07:03.422000-04:00,,,,184.37,1
2023-05-24 04:07:13.310000-04:00,,,,184.35,163
2023-05-24 04:07:23.941000-04:00,,,,184.3,30
2023-05-24 04:07:39.079000-04:00,,,,184.24,10
2023-05-24 04:07:50.203000-04:00,,,,184.16,1
2023-05-24 04:08:03.516000-04:00,,,,184.19,100
2023-05-24 04:08:13.670000-04:00,,,,184.19,2
2023-05-24 04:08:24.132000-04:00,,,,184.14,1
2023-05-24 04:08:34.982000-04:00,,,,184.15,1
2023-05-24 04:08:45.794000-04:00,,,,184.15,52
2023-05-24 04:08:56.961000-04:00,,,,184.11,38
2023-05-24 04:09:06.971000-04:00,,,,184.07,5
2023-05-24 04:09:17.403000-04:00,,,,184.13,100
2023-05-24 04:09:27.852000-04:00,,,,184.06,10
2023-05-24 04:09:38.048000-04:00,,,,184.05,500
2023-05-24 04:09:49.460000-04:00,,,,184.09,34
2023-05-24 04:10:02.286000-04:00,,,,184.07,3
2023-05-24 04:10:12.279000-04:00,,,,184.08,24
2023-05-24 04:10:22.156000-04:00,,,,184.06,100
2023-05-24 04:10:32.659000-04:00,,,,184.09,1
2023-05-24 04:10:44.293000-04:00,,,,184.11,10
2023-05-24 04:10:57.106000-04:00,,,,184.12,1
2023-05-24 04:11:06.712000-04:00,,,,184.05,50
2023-05-24 04:11:16.664000-04:00,,,,183.91,98
2023-05-24 04:11:27.724000-04:00,,,,183.85,25
2023-05-24 04:11:38.611000-04:00,,,,183.85,1
2023-05-24 04:11:48.870000-04:00,,,,183.73,1
2023-05-24 04:11:59.156000-04:00,,,,183.67,30
2023-05-24 04:12:10.070000-04:00,,,,183.67,10
2023-05-24 04:12:19.612000-04:00,,,,183.65,3
2023-05-24 04:12:30.457000-04:00,,,,183.76,2
2023-05-24 04:12:40.578000-04:00,,,,183.66,12
2023-05-24 04:12:51.129000-04:00,,,,183.63,50
