Close,Date,Volume
164.0601,2023-03-31 14:15:37.580,5
164.0615,2023-03-31 14:15:38.049,10
164.06,2023-03-31 14:15:38.064,142
164.065,2023-03-31 14:15:38.064,35
164.06,2023-03-31 14:15:38.064,100
164.06,2023-03-31 14:15:38.064,4
164.06,2023-03-31 14:15:38.064,4
164.06,2023-03-31 14:15:38.064,15
164.0601,2023-03-31 14:15:38.276,26
164.0615,2023-03-31 14:15:38.295,1
